episode,loss,average reward,conflicts,LoS,action LEFT,action RIGHT,action DIRECT,action LNAV,duration,epsilon
85,,0.4659898484056256,50,30,213,14,0,210,43.49,0.1
86,1.6136833429336548,0.23499320091794454,50,28,123,13,0,130,46.72,0.1
87,,-0.1843952611028557,51,43,118,5,0,114,40.2,0.1
88,1.6757760047912598,-0.14436394345686637,51,36,104,8,0,103,37.18,0.1
89,,-0.1338243654037057,54,41,125,8,0,107,37.89,0.1
90,1.5216829776763916,-0.3335756243464273,53,40,91,5,0,97,36.26,0.1
91,,0.08570917988277475,50,33,119,8,0,118,35.95,0.1
92,1.4136039018630981,0.34063994461913816,50,28,159,9,0,129,45.04,0.1
93,,0.019617011700423993,53,52,162,8,0,185,41.75,0.1
94,0.9852319955825806,-0.0024549632281717494,50,43,139,10,0,147,38.04,0.1
95,,0.5772929934986171,50,24,203,15,0,213,37.12,0.1
96,1.3285751342773438,0.09453389644166992,52,33,116,5,0,124,40.72,0.1
97,,0.22899537939694148,51,38,149,8,0,176,39.64,0.1
98,1.3718622922897339,0.35667590231349083,50,35,197,14,0,189,40.84,0.1
99,,-0.11248401587337405,51,44,115,6,0,152,38.41,0.1
100,1.4347593784332275,0.015209439698568712,51,43,147,11,0,145,38.53,0.1
101,,-0.3487008943059156,51,37,78,10,0,92,35.12,0.1
102,1.440069556236267,-0.25028345483729697,50,37,89,9,0,99,51.37,0.1
103,,-0.6790313155147387,51,53,98,7,0,100,40.61,0.1
104,1.6924501657485962,-0.05465825933647879,50,39,126,9,0,118,41.44,0.1
105,,-0.6794112746492581,50,41,73,5,0,76,36.82,0.1
106,1.2229945659637451,0.27081720979963053,50,35,169,6,0,159,35.92,0.1
107,,0.15705269653153653,50,22,88,7,0,88,33.48,0.1
108,1.703525185585022,-0.36455952321642393,50,34,80,7,0,78,36.22,0.1
109,,0.16655083568338377,52,32,125,8,0,129,37.48,0.1
110,1.9115805625915527,-0.0807336704162206,50,43,132,9,0,114,42.69,0.1
111,,-0.6396567352526495,51,56,109,5,0,108,40.55,0.1
112,1.0014004707336426,-0.09165173465376106,51,37,117,8,0,108,37.18,0.1
113,,0.4491229496756891,51,32,195,12,0,199,43.29,0.1
114,1.8573359251022339,-0.3390883282133399,51,39,92,4,0,95,34.58,0.1
115,,-0.46500708012637826,51,49,107,5,0,103,37.8,0.1
116,1.4681980609893799,-0.05241645984147194,51,39,124,6,0,119,41.07,0.1
117,,-0.1527522518891234,50,34,90,7,0,100,38.02,0.1
118,1.5742937326431274,0.3828303400568341,51,32,159,10,0,183,38.82,0.1
119,,-0.27752614302692213,51,36,86,6,0,92,41.22,0.1
120,1.5864975452423096,-0.011367273907228727,52,34,114,6,0,100,43.85,0.1
121,,-0.3919008174160641,51,43,103,4,0,102,34.79,0.1
122,1.5310364961624146,-0.03354665414270941,50,40,121,11,0,123,37.16,0.1
123,,0.2114355809865759,51,35,141,9,0,150,40.43,0.1
124,1.5543525218963623,-0.14016910582032036,50,36,119,5,0,96,46.52,0.1
125,,0.22539506248268784,52,44,177,16,0,211,40.14,0.1
126,1.8044596910476685,0.4931397526232572,51,32,224,16,0,245,40.23,0.1
127,,0.15448602547979018,50,39,155,11,0,156,41.54,0.1
128,1.310932993888855,-0.23421547854230895,51,41,108,8,0,105,38.87,0.1
129,,-0.20822642646658807,51,40,97,11,0,107,34.44,0.1
130,1.399808406829834,0.11865517506395722,51,41,158,12,0,149,42.86,0.1
131,,-0.45337069032901034,50,47,116,5,0,96,35.02,0.1
132,1.3622854948043823,-0.7760352742192167,50,43,80,5,0,67,40.25,0.1
133,,-0.01913672132301406,50,43,140,7,0,144,37.72,0.1
134,1.9055067300796509,0.23625314143673082,50,29,149,10,0,119,40.08,0.1
135,,-0.5892369801458115,51,49,83,8,0,106,43.82,0.1
136,1.444505214691162,-0.03923267289175413,50,38,116,8,0,123,41.44,0.1
137,,-0.13324696551458665,51,33,88,6,0,96,44.33,0.1
138,1.320671796798706,-0.23594830678974218,50,42,115,7,0,102,36.96,0.1
139,,0.5190573893370813,51,25,188,15,0,177,41.37,0.1
140,1.21345055103302,-0.6091422060605545,51,40,80,7,0,74,37.96,0.1
141,,-0.3993173540319449,50,38,93,7,0,83,41.61,0.1
142,1.836472988128662,0.12922787639195718,52,35,134,9,0,127,39.02,0.1
143,,0.21045873018597053,50,36,166,11,0,144,38.17,0.1
144,1.6471829414367676,-0.22286479654174646,52,38,102,5,0,100,37.63,0.1
145,,0.11660564633907908,51,31,122,9,0,101,45.61,0.1
146,1.4598212242126465,0.16344315844162588,52,48,200,19,0,173,40.15,0.1
147,,0.10481761493444358,54,44,159,8,0,168,40.33,0.1
148,1.430392861366272,-0.033074255571758984,51,40,132,5,0,122,39.8,0.1
149,,-0.26477726472331903,52,38,87,1,0,114,38.32,0.1
150,2.0353472232818604,0.2811461460978513,50,31,132,15,0,158,43.79,0.1
151,,-0.1503033148328315,50,37,110,4,0,97,36.48,0.1
152,1.2868874073028564,-0.06682779172621425,50,39,117,5,0,123,36.64,0.1
153,,0.220298329058983,50,40,171,8,0,182,43.0,0.1
154,1.3180550336837769,-0.09780088676436977,51,50,141,9,0,160,43.65,0.1
155,,-0.9612063972532214,54,47,70,6,0,78,39.37,0.1
156,1.2151994705200195,-0.5105785468558376,53,42,89,5,0,85,37.32,0.1
157,,0.25975908739859105,52,34,159,10,0,160,33.15,0.1
158,1.5153658390045166,-0.5467622211987516,50,43,95,7,0,85,46.92,0.1
159,,0.44009576869197653,51,24,160,11,0,161,38.21,0.1
160,1.1323158740997314,0.3593768412179329,50,31,167,11,0,169,35.02,0.1
161,,-0.09738420550666893,51,42,121,9,0,117,36.19,0.1
162,1.6261215209960938,0.039800323867840416,50,41,150,14,0,128,39.78,0.1
163,,-0.08515221599001496,51,37,98,12,0,110,43.26,0.1
164,1.2341270446777344,-0.30794553617722303,50,37,77,7,0,95,36.04,0.1
165,,-0.09623077375773452,50,42,124,8,0,131,34.55,0.1
166,2.338876247406006,0.026281859877162778,51,42,151,16,0,128,43.81,0.1
167,,-0.23307820930136358,51,41,113,5,0,100,39.44,0.1
168,1.4839293956756592,-0.10058212321670101,51,52,167,15,0,138,42.77,0.1
169,,-0.2332545975940676,50,40,110,6,0,98,36.01,0.1
170,1.4677753448486328,0.05655827250092849,50,33,117,9,0,114,42.67,0.1
171,,-0.40152819815376306,51,41,95,3,0,92,50.13,0.1
172,1.1764156818389893,0.154377284380319,51,30,120,9,0,126,37.48,0.1
173,,-0.1296246816647525,50,43,120,6,0,131,41.29,0.1
174,1.302611231803894,-0.13678351248547546,52,39,97,10,0,118,38.74,0.1
175,,-0.6170839232040315,52,43,82,5,0,87,38.94,0.1
176,1.4237717390060425,0.23598090856485093,50,40,161,9,0,177,36.07,0.1
177,,0.1471740677448172,51,42,170,12,0,142,42.22,0.1
178,2.2120485305786133,0.07167159356827221,51,33,113,4,0,112,37.91,0.1
179,,0.08289046771489725,50,38,123,12,0,143,34.18,0.1
180,1.1726042032241821,0.21329415180201677,51,36,138,11,0,148,41.29,0.1
181,,0.29976160838925436,51,26,135,7,0,139,36.82,0.1
182,1.6759288311004639,-0.050147817527043205,50,39,111,8,0,124,34.51,0.1
183,,-0.31637635823492205,52,35,85,6,0,88,38.39,0.1
184,2.057669162750244,-0.3934020570547431,51,53,123,10,0,114,40.2,0.1
185,,-0.10942166131277563,51,31,97,10,0,81,41.93,0.1
186,1.4155821800231934,-0.06139602438982791,50,42,130,8,0,130,41.4,0.1
187,,-0.15018466894611868,51,35,101,5,0,95,34.2,0.1
188,1.1684330701828003,0.20283085486367664,50,38,148,13,0,165,46.12,0.1
189,,0.16241824524097093,51,34,125,12,0,141,41.03,0.1
190,1.6773345470428467,0.13003934560169142,51,39,158,13,0,138,38.65,0.1
191,,0.031230075945468217,52,44,139,12,0,153,38.04,0.1
192,1.5895487070083618,-0.17349565593161467,53,39,93,7,0,122,38.64,0.1
193,,0.35362471086107183,50,30,156,7,0,160,44.19,0.1
194,1.369428277015686,-0.1000786568101967,50,43,115,4,0,138,39.42,0.1
195,,0.0011075430266764882,50,34,104,12,0,118,36.9,0.1
196,1.4427157640457153,-0.23555037391661854,50,45,107,10,0,123,44.56,0.1
197,,0.12109636424851639,51,38,141,17,0,152,51.34,0.1
198,1.8348424434661865,0.3041362270618708,50,31,175,8,0,147,44.46,0.1
199,,0.2896643448872711,50,31,155,11,0,160,40.06,0.1
200,1.6608043909072876,-0.014330880036812186,50,35,110,8,0,114,60.69,0.1
201,,-0.13198915776428816,51,48,124,15,0,149,38.82,0.1
202,1.4812538623809814,-0.020285662035911565,52,38,120,8,0,123,38.34,0.1
203,,0.32992804755068006,50,28,149,13,0,141,37.44,0.1
204,1.1324607133865356,-0.09804709990874837,50,37,98,14,0,115,37.63,0.1
205,,-0.6293732524095554,51,41,79,6,0,82,36.17,0.1
206,1.1365597248077393,0.27150479061858557,50,29,135,6,0,137,38.43,0.1
207,,-0.9153219087777753,51,43,70,7,0,68,39.9,0.1
208,1.0787359476089478,-0.9610206188694891,53,39,57,4,0,67,38.52,0.1
209,,0.4296710291938323,51,25,170,12,0,135,42.59,0.1
210,1.6709356307983398,-0.042797384248374294,50,41,137,7,0,134,37.38,0.1
211,,-0.17965600224369344,50,40,88,13,0,126,37.81,0.1
212,1.2449909448623657,-0.1420017007589808,50,35,105,4,0,96,37.98,0.1
213,,0.07118920207325899,50,33,101,6,0,130,41.55,0.1
214,1.2959182262420654,0.03973739381366602,50,34,106,13,0,131,37.33,0.1
215,,0.1508793023528569,51,24,117,4,0,94,32.47,0.1
216,1.548291802406311,-0.06322389963424435,50,39,115,7,0,115,38.04,0.1
217,,0.2533754577657199,50,30,129,5,0,135,47.91,0.1
218,1.1759202480316162,0.3229713204800198,51,40,200,12,0,185,44.1,0.1
219,,-0.20731190196043356,50,42,121,5,0,115,36.44,0.1
220,1.087603211402893,-0.14940153445155682,51,44,123,7,0,127,43.58,0.1
221,,-0.16217594208306932,50,35,99,5,0,90,36.71,0.1
222,1.233365535736084,-0.19266639747437955,50,41,113,5,0,109,37.33,0.1
223,,-0.0021874776659114034,50,46,152,10,0,148,37.16,0.1
224,1.6941596269607544,-0.2644059645302274,50,42,97,8,0,113,37.26,0.1
225,,-0.015385273641024816,52,39,118,6,0,132,39.66,0.1
226,0.9840438961982727,-0.4808565946846589,53,40,75,9,0,95,36.81,0.1
227,,-0.24547116860724194,50,41,94,9,0,110,41.7,0.1
228,1.5422428846359253,-0.00364944282622402,51,33,101,6,0,118,35.16,0.1
229,,0.3926622608074713,50,35,180,18,0,201,44.13,0.1
230,1.5983593463897705,-0.35704445363390597,50,40,99,12,0,82,41.36,0.1
231,,-0.06108878711773855,50,40,111,7,0,131,43.3,0.1
232,1.758384346961975,0.30715484889089606,51,31,146,12,0,158,42.31,0.1
233,,-0.25035147127984103,50,46,100,11,0,134,37.95,0.1
234,1.0426280498504639,-0.36037072822682226,50,40,93,10,0,93,29.57,0.1
235,,-0.2904522959463521,51,34,91,6,0,85,36.33,0.1
236,1.634129285812378,-0.15120245794533746,51,37,114,10,0,115,30.99,0.1
237,,-0.054191696622990046,50,39,113,6,0,138,39.34,0.1
238,1.4362430572509766,0.30048177770559775,50,38,187,10,0,198,41.63,0.1
239,,-0.1748035742138862,51,48,123,14,0,143,39.22,0.1
240,1.8373558521270752,-0.5706842161240706,52,44,82,6,0,94,40.9,0.1
241,,-0.20159066860578304,51,38,103,10,0,99,40.91,0.1
242,1.2557027339935303,-0.027297485663241618,51,40,136,10,0,115,38.01,0.1
243,,-0.282589891166835,50,41,109,8,0,105,36.48,0.1
244,1.6831388473510742,0.08207593515380851,50,36,133,12,0,122,36.99,0.1
245,,-0.3154291297952926,50,37,90,6,0,85,38.24,0.1
246,1.6691467761993408,0.06565643348999824,52,38,131,9,0,136,37.93,0.1
247,,-0.12211692252414577,51,35,124,4,0,80,39.11,0.1
248,1.1993461847305298,0.29307676410032757,51,34,164,11,0,158,38.01,0.1
249,,-0.27249174287073485,51,39,103,6,0,102,36.9,0.1
250,1.427821397781372,-0.0587333916993491,51,51,170,12,0,139,46.49,0.1
251,,0.026403612993963866,51,43,143,19,0,142,46.33,0.1
252,1.6893976926803589,0.15220278575097795,50,33,147,13,0,119,41.79,0.1
253,,0.46701423644273715,50,30,203,14,0,216,40.33,0.1
254,1.6347723007202148,0.15049183769577598,50,45,178,12,0,171,37.62,0.1
255,,-0.3670017041782599,52,41,92,6,0,93,38.84,0.1
256,1.686021089553833,-0.24391736110894033,50,40,95,6,0,110,44.86,0.1
257,,0.0999762614756258,50,37,132,7,0,149,39.57,0.1
258,1.547792911529541,0.26838989746643205,51,38,213,20,0,206,41.51,0.1
259,,-0.1551170382300795,50,39,112,6,0,117,32.91,0.1
260,1.4546507596969604,0.41393947636013173,50,33,179,10,0,207,40.04,0.1
261,,-0.025684764949842818,51,29,87,11,0,93,38.82,0.1
262,1.4859020709991455,-0.10505003383497301,50,40,120,11,0,116,39.45,0.1
263,,0.13052365816391998,50,32,123,8,0,128,39.04,0.1
264,1.4384074211120605,-0.1583248310909947,51,38,95,7,0,114,38.26,0.1
265,,-0.4064544060891924,51,41,87,3,0,101,36.83,0.1
266,1.3593487739562988,0.16130660676321662,50,33,146,6,0,117,42.85,0.1
267,,-0.02287992715786024,52,45,134,6,0,151,43.34,0.1
268,1.5701532363891602,-0.21755117288662795,51,39,108,4,0,91,35.99,0.1
269,,-0.33775251562539,51,40,99,6,0,93,36.7,0.1
270,1.2908198833465576,0.35363946223956916,50,32,170,14,0,192,41.28,0.1
271,,0.23173930033060758,50,46,193,10,0,196,48.49,0.1
272,1.1072380542755127,-0.09761844279497019,51,39,104,11,0,123,37.68,0.1
273,,-0.652558484487517,51,45,88,6,0,79,41.21,0.1
274,1.8358893394470215,-0.1695539362792591,53,45,121,12,0,115,42.07,0.1
275,,-0.31487985341397384,52,42,102,6,0,109,37.44,0.1
276,1.546766757965088,0.1547808316183663,55,43,172,14,0,167,51.36,0.1
277,,0.0336671955648214,50,29,102,5,0,93,44.52,0.1
278,1.7997742891311646,-0.34233213394377454,51,37,111,2,0,79,35.92,0.1
279,,0.42837296146273895,51,32,211,13,0,209,39.32,0.1
280,1.4139518737792969,-0.1420415478122662,51,44,121,10,0,131,39.44,0.1
281,,-0.0769185394984083,51,43,119,9,0,152,33.98,0.1
282,1.4938836097717285,-0.04470089925183537,50,37,128,11,0,100,39.11,0.1
283,,-0.42840917724227207,50,44,109,7,0,87,39.77,0.1
284,1.6554555892944336,-0.42151733888957726,52,44,95,5,0,110,45.02,0.1
285,,-0.3664684431332353,50,54,135,7,0,127,43.93,0.1
286,1.2592943906784058,-0.3082234449665379,50,52,121,8,0,129,39.34,0.1
287,,-0.6290450771194658,51,42,82,7,0,78,36.28,0.1
288,1.6517021656036377,-0.19865245830582412,50,36,96,5,0,97,35.1,0.1
289,,-0.0338863786379733,52,42,135,8,0,125,39.62,0.1
290,1.598738193511963,-0.04341771070169403,51,40,113,6,0,133,36.4,0.1
291,,0.10993231995999389,53,38,118,9,0,166,35.99,0.1
292,1.4456353187561035,-0.20501354458815843,50,34,88,7,0,85,38.69,0.1
293,,0.10736745228563618,52,37,133,15,0,141,40.28,0.1
294,1.313689947128296,-0.09211161378946797,51,36,109,8,0,100,41.07,0.1
295,,-0.4273544531861125,50,46,87,6,0,113,40.19,0.1
296,1.7995718717575073,-0.4927709714657797,51,43,82,5,0,100,38.62,0.1
297,,-0.13682264647346742,51,38,107,5,0,111,37.25,0.1
298,2.067824602127075,0.2476151078220319,51,38,160,10,0,174,37.71,0.1
299,,-0.15355487636693452,50,39,101,4,0,114,37.91,0.1
300,0.9705623984336853,-0.08007783802380246,50,32,101,4,0,97,46.4,0.1
301,,0.04256952238557736,54,36,136,10,0,111,39.11,0.1
302,1.6234155893325806,0.4648676804372675,51,27,204,9,0,169,42.5,0.1
303,,0.3579859891887729,50,22,118,11,0,132,40.19,0.1
304,1.393956184387207,-0.02447724531748776,50,43,146,14,0,130,41.52,0.1
305,,-0.14776491972418654,50,33,91,11,0,82,37.78,0.1
306,1.7287437915802002,0.1416822755130112,50,30,124,11,0,111,45.31,0.1
307,,0.14505652380525674,51,34,118,8,0,139,35.64,0.1
308,1.5694447755813599,-0.08112773423071024,50,40,119,4,0,129,42.68,0.1
309,,0.3331210378347147,50,29,133,7,0,163,41.78,0.1
310,1.6850268840789795,0.3937140313364428,50,27,143,12,0,168,32.51,0.1
311,,0.1969733676290193,50,36,152,15,0,134,45.4,0.1
312,1.8090753555297852,0.20866309587501827,51,30,120,7,0,141,39.84,0.1
313,,-0.11696553525253217,50,39,120,7,0,116,38.59,0.1
314,1.739509105682373,0.27849992485655434,50,35,163,12,0,158,36.66,0.1
315,,-0.09735282102489275,50,39,125,11,0,95,39.73,0.1
316,1.1765037775039673,0.21561463144448617,50,32,141,10,0,133,38.69,0.1
317,,0.06648296182581555,50,35,134,15,0,114,34.48,0.1
318,0.8700411319732666,0.13077277931783735,52,32,133,7,0,125,36.06,0.1
319,,0.0045168858564556755,50,36,100,12,0,125,41.35,0.1
320,1.6785060167312622,0.08819478333396231,51,46,159,10,0,166,37.69,0.1
321,,-0.061855098320236154,50,36,101,13,0,110,40.58,0.1
322,1.1100574731826782,0.35729305301187386,51,26,155,13,0,167,36.72,0.1
323,,0.1317363298549709,50,29,109,5,0,119,36.15,0.1
324,1.6403450965881348,-0.002508039847572873,53,33,103,9,0,115,36.33,0.1
325,,-0.17169939106465276,52,39,106,3,0,114,42.58,0.1
326,1.5614614486694336,0.22272504648824212,50,38,167,9,0,162,43.02,0.1
327,,-0.5922838655991427,50,44,86,2,0,91,39.55,0.1
328,1.3036600351333618,0.29112100911578304,50,30,140,12,0,143,39.18,0.1
329,,0.1998159145672987,51,41,171,12,0,156,40.75,0.1
330,1.5344759225845337,-0.48435078136231574,50,50,117,5,0,97,34.21,0.1
331,,-0.20028404264239894,50,38,111,2,0,112,37.81,0.1
332,1.8881763219833374,0.4079456181373829,50,32,202,10,0,165,37.66,0.1
333,,0.12487787158572787,52,41,160,9,0,151,41.37,0.1
334,1.469724416732788,0.22070773700408805,51,39,154,10,0,184,45.91,0.1
335,,-0.21738519351826274,50,41,105,9,0,119,38.63,0.1
336,1.3735085725784302,-0.07326640624416648,50,34,100,7,0,95,43.45,0.1
337,,-0.030966521312958958,51,33,106,8,0,108,39.3,0.1
338,1.5385925769805908,0.2760176877588851,51,36,171,9,0,178,38.44,0.1
339,,-0.06049843764961802,53,45,117,9,0,154,45.8,0.1
340,1.5900126695632935,0.027970439674497926,50,34,127,9,0,99,38.06,0.1
341,,0.2431117274777418,50,35,161,13,0,161,37.93,0.1
342,1.179600715637207,0.29970935308565944,50,27,154,8,0,109,36.76,0.1
343,,-0.01757523844359789,51,39,131,8,0,111,36.76,0.1
344,1.4373586177825928,-0.03043455914737459,50,44,129,10,0,146,40.1,0.1
345,,-0.03796585488898413,51,41,115,9,0,137,38.49,0.1
346,1.484466552734375,0.019012598727742806,51,37,140,7,0,126,39.11,0.1
347,,0.12614752254859113,50,33,127,11,0,107,45.52,0.1
348,1.4397222995758057,0.25619279912172843,50,39,165,11,0,195,49.96,0.1
349,,-0.06163903717915538,53,43,115,9,0,140,45.66,0.1
350,1.3614721298217773,0.1202964664640651,52,35,146,9,0,128,40.2,0.1
351,,-0.11358039048419005,51,36,98,7,0,112,37.63,0.1
352,1.6243802309036255,0.1917779342095824,51,42,178,5,0,188,43.07,0.1
353,,0.13591742189059675,50,42,164,14,0,161,46.08,0.1
354,1.5244214534759521,0.1335352660811005,52,38,152,13,0,138,41.24,0.1
355,,-0.17230575912934348,51,41,117,13,0,100,39.54,0.1
356,1.6581220626831055,0.27397079429853455,51,27,121,13,0,118,36.99,0.1
357,,0.30493982189083846,50,34,176,9,0,173,35.58,0.1
358,1.299483299255371,0.0004919394813709623,51,39,145,6,0,116,37.28,0.1
359,,0.2525902963916861,51,34,157,8,0,145,39.75,0.1
360,1.4432449340820312,-0.1478562347328413,51,50,138,5,0,151,37.31,0.1
361,,0.33935149602514425,50,38,192,16,0,200,40.6,0.1
362,0.8556021451950073,0.09634278658660587,51,33,126,8,0,117,36.38,0.1
363,,0.3585806950857658,53,29,150,9,0,168,40.48,0.1
364,0.8988966941833496,0.1976458997865263,53,31,124,10,0,135,39.24,0.1
365,,-0.0936923670566693,50,36,123,8,0,88,36.61,0.1
366,1.5173416137695312,0.28335437374495387,52,28,146,9,0,123,38.35,0.1
367,,0.03284637173876226,51,52,179,15,0,176,39.47,0.1
368,1.1036412715911865,-0.28817710593143453,51,41,130,12,0,91,41.94,0.1
369,,0.24835656098889866,51,30,135,9,0,129,44.31,0.1
370,1.352953553199768,0.30202670807256443,50,30,139,16,0,143,38.43,0.1
371,,-0.10707010756578539,51,37,101,7,0,113,39.14,0.1
372,1.6882137060165405,0.1341492550953013,50,44,166,14,0,181,41.22,0.1
373,,0.1536607030550227,50,26,113,3,0,96,35.26,0.1
374,1.7672123908996582,0.001187535658225444,52,31,98,6,0,102,34.13,0.1
375,,-0.13834693632574802,50,39,110,0,0,112,37.71,0.1
376,1.7034640312194824,0.38029490962159657,50,23,133,9,0,133,33.58,0.1
377,,0.22698625205478246,50,22,87,7,0,95,34.93,0.1
