epoch,loss,average reward,conflicts,LoS,action LEFT,action RIGHT,action DIRECT,action LNAV,duration
430,48.60915756225586,-0.3551367331855137,100,78,1166,187,0,1353,60.36
431,,-0.36152055857253684,100,79,1156,302,0,1120,64.71
432,,-0.3745003996802558,100,84,1127,315,0,1060,61.71
433,,-0.3615123194562447,100,78,1036,246,0,1072,63.73
434,,-0.36674090571640683,100,73,1135,277,0,1282,67.83
435,54.940494537353516,-0.3615794143744454,103,83,971,212,0,1071,61.88
436,,-0.3622656886715566,100,76,1598,242,0,614,63.3
437,,-0.37665684830633284,101,86,1883,156,0,677,57.74
438,,-0.3549874266554904,100,76,1624,176,0,586,58.31
439,,-0.37240584166026136,100,85,1716,235,0,651,61.48
440,59.23624801635742,-0.3419854280510018,100,77,1349,250,0,597,55.3
441,,-0.37657992565055765,101,84,1222,0,0,1468,61.27
442,,-0.37751561415683554,100,85,1268,0,0,1614,66.56
443,,-0.37221795855717577,100,88,1170,0,0,1436,55.98
444,,-0.3492675404780262,100,83,1184,0,0,1410,56.08
445,85.78734588623047,-0.36286137879911046,100,74,1209,0,0,1489,63.11
446,,-0.36077481840193704,100,82,1109,504,0,865,63.48
447,,-0.36884550084889645,100,81,1057,506,0,793,60.7
448,,-0.3213644524236984,102,78,996,491,0,741,59.04
449,,-0.3723323170731707,101,82,1163,537,0,924,63.71
450,85.57331085205078,-0.3582580115036976,100,77,1042,477,0,915,58.33
451,,-0.37701317715959004,100,79,1183,0,0,1549,65.99
452,,-0.38075601374570445,100,81,1280,0,0,1630,65.14
453,,-0.3772691397000789,100,84,1069,0,0,1465,64.43
454,,-0.39407356948228883,100,83,1175,0,0,1761,74.67
455,65.81096649169922,-0.36251758087201125,100,80,1259,0,0,1585,71.35
456,,-0.3712230215827338,100,80,1539,12,0,1229,59.59
457,,-0.37230081906180196,102,79,1391,4,0,1291,59.09
458,,-0.37634024303073627,100,80,1547,11,0,1240,62.28
459,,-0.3563348416289593,100,83,1430,15,0,1207,64.12
460,57.60527801513672,-0.37323420074349445,101,82,1440,5,0,1245,62.71
461,,-0.35695876288659795,100,77,1051,210,0,1067,61.15
462,,-0.34873323397913564,100,80,1177,160,0,1347,62.24
463,,-0.35532591414944353,100,81,1135,140,0,1241,60.0
464,,-0.35805626598465473,101,74,1025,141,0,1180,58.62
465,110.90653991699219,-0.3593054318788958,100,76,1001,113,0,1132,69.94
466,,-0.375193199381762,100,84,1225,176,0,1187,62.82
467,,-0.3642270861833105,101,80,1559,98,0,1267,62.42
468,,-0.38813438170121517,101,86,1419,96,0,1283,63.79
469,,-0.3721745908028059,100,78,1179,177,0,1210,61.25
470,75.03436279296875,-0.3772628530050688,101,83,1403,106,0,1253,63.86
471,,-0.3595551894563427,100,81,1067,0,0,1361,60.83
472,,-0.34767166535122335,100,71,1052,0,0,1482,67.47
473,,-0.36442006269592475,100,80,1198,0,0,1354,63.15
474,,-0.37601177336276675,100,81,1227,0,0,1491,61.7
475,75.59114837646484,-0.3640422077922078,100,79,1064,0,0,1400,61.0
476,,-0.3672316384180791,100,84,1116,367,0,995,55.99
477,,-0.3507581803671189,103,84,1123,262,0,1121,56.62
478,,-0.35132957292506045,102,81,1103,199,0,1180,56.93
479,,-0.37025862068965515,100,83,1073,194,0,1053,59.15
480,65.81961822509766,-0.37350246652572233,100,86,1318,276,0,1244,64.38
481,,-0.3583902809415338,102,78,1095,0,0,1539,62.68
482,,-0.3602065131056394,100,75,1135,0,0,1383,63.55
483,,-0.38524590163934425,100,80,1273,0,0,1533,71.41
484,,-0.3532319391634981,101,74,1185,0,0,1445,58.82
485,51.9888801574707,-0.3581196581196581,100,84,1076,0,0,1264,59.27
486,,-0.34286971830985913,100,74,1139,3,0,1130,58.92
487,,-0.3541666666666667,100,84,1184,33,0,1231,57.29
488,,-0.3916008614501077,100,86,1281,127,0,1378,60.05
489,,-0.35242121445042274,100,78,1267,68,0,1267,63.52
490,49.99848556518555,-0.3603435399551904,100,81,1250,87,0,1341,59.86
491,,-0.3529182879377432,101,79,1143,0,0,1427,61.77
492,,-0.35469107551487417,100,74,1166,0,0,1456,61.64
493,,-0.332579185520362,100,71,1030,0,0,1180,58.99
494,,-0.3761835396941005,100,81,1178,0,0,1568,60.07
495,81.12985229492188,-0.3546337817638266,100,81,1110,0,0,1566,65.09
496,,-0.3419293218720153,101,80,1003,485,0,606,52.06
497,,-0.3591897233201581,100,81,918,474,0,632,54.16
498,,-0.3735317149569303,101,88,1262,596,0,696,59.29
499,,-0.36348267117497884,100,76,1050,489,0,827,53.42
500,78.95989227294922,-0.3464052287581699,100,76,972,500,0,670,53.69
501,,-0.3828502415458937,100,78,1078,0,0,1406,58.01
502,,-0.3639589905362776,100,78,1130,0,0,1406,56.23
503,,-0.38156947444204464,100,79,1168,0,0,1610,64.82
504,,-0.37779433681073027,100,87,1169,0,0,1515,66.15
505,60.06464767456055,-0.3648538961038961,100,78,1119,0,0,1345,62.65
506,,-0.3701393983859134,100,71,1212,2,0,1512,61.57
507,,-0.39115411195577054,100,82,1304,0,0,1590,62.74
508,,-0.37955953200275294,102,77,1217,2,0,1687,69.15
509,,-0.37855007473841557,100,82,1156,0,0,1520,67.24
510,45.475181579589844,-0.36717557251908395,100,84,1201,3,0,1416,62.87
511,,-0.35647716682199443,101,75,1001,364,0,781,52.49
512,,-0.34857904085257546,100,77,992,427,0,833,57.78
513,,-0.3483193277310924,101,75,1070,402,0,908,59.64
514,,-0.38982402448355014,100,89,1173,449,0,992,61.42
515,72.2743911743164,-0.3734782608695652,101,76,1004,403,0,893,56.26
516,,-0.36186594202898553,101,79,931,0,0,1277,61.16
517,,-0.36074270557029176,101,78,1014,0,0,1248,55.41
518,,-0.35563973063973064,101,71,1077,0,0,1299,61.97
519,,-0.37478991596638656,101,83,1072,0,0,1308,78.49
520,47.24779510498047,-0.36454849498327757,100,79,1096,0,0,1296,77.12
521,,-0.3835268505079826,102,84,1226,0,0,1530,69.82
522,,-0.34372564302416214,102,78,1096,0,0,1470,65.28
523,,-0.3646253021756648,100,83,1153,0,0,1329,60.27
524,,-0.3870843000773395,100,83,1171,0,0,1415,61.35
525,41.691734313964844,-0.37434944237918216,100,80,1161,0,0,1529,62.14
526,,-0.3775,101,80,1088,446,0,866,63.55
527,,-0.36421319796954316,100,82,1069,420,0,875,62.09
528,,-0.3566243194192377,100,79,969,301,0,934,55.83
529,,-0.34867860187553285,101,69,1112,440,0,794,58.05
530,32.03311538696289,-0.3808997050147493,100,82,1251,356,0,1105,60.33
531,,-0.36417468541820874,100,81,1873,0,0,829,64.9
532,,-0.35842175066313,100,80,1990,0,0,1026,62.87
533,,-0.36273792093704244,100,72,1946,0,0,786,63.12
534,,-0.38847045191193513,100,88,2336,0,0,1116,70.45
535,43.90943908691406,-0.38961038961038963,100,92,2071,0,0,855,65.27
536,,-0.35560344827586204,100,81,1062,511,0,747,61.22
537,,-0.3557121661721068,100,82,1076,605,0,1015,69.94
538,,-0.3583959899749373,100,77,1108,493,0,793,56.25
539,,-0.345049504950495,101,73,1006,307,0,707,54.78
540,41.22016143798828,-0.3644859813084112,102,79,1047,537,0,770,56.9
541,,-0.38507358093903293,100,81,1450,0,0,1404,68.56
542,,-0.3615441722345954,100,77,1319,0,0,1375,60.33
543,,-0.3523608174770965,100,75,1340,0,0,1498,65.88
544,,-0.38746438746438744,100,90,1409,0,0,1399,61.24
545,69.42555236816406,-0.36267006802721086,100,79,1132,0,0,1220,59.89
546,,-0.35513608428446003,101,76,1035,0,0,1243,57.38
547,,-0.3666927286942924,101,83,1165,0,0,1393,61.36
548,,-0.3894302848575712,100,82,1175,0,0,1493,60.76
549,,-0.37987987987987987,100,89,1149,0,0,1515,63.75
550,33.66566467285156,-0.3669064748201439,100,78,1143,0,0,1359,62.31
551,,-0.3775272161741835,101,78,1151,0,0,1421,56.45
552,,-0.37388724035608306,102,78,1213,0,0,1483,62.61
553,,-0.3661916072842439,100,80,1120,0,0,1406,62.32
554,,-0.37037037037037035,103,84,1162,0,0,1538,57.89
555,52.10772705078125,-0.37790262172284644,100,79,1092,0,0,1578,70.42
556,,-0.3536231884057971,100,84,1314,0,0,1446,60.79
557,,-0.3548252911813644,100,72,1182,0,0,1222,57.98
558,,-0.36485451761102605,101,83,1222,0,0,1390,58.54
559,,-0.3831120943952802,100,81,1241,0,0,1471,67.14
560,49.978721618652344,-0.37950747581354444,100,78,1115,0,0,1159,60.83
561,,-0.352,103,78,1050,576,0,624,57.59
562,,-0.3527724665391969,100,78,922,512,0,658,57.49
563,,-0.37467134092900967,102,89,1036,567,0,679,62.62
564,,-0.35450346420323325,100,81,1149,646,0,803,57.85
565,53.5194091796875,-0.35681399631675875,100,77,1002,545,0,625,58.27
566,,-0.35454545454545455,101,78,1845,0,0,905,58.92
567,,-0.3640256959314775,101,91,1765,0,0,1037,66.46
568,,-0.365211810012837,100,85,2090,0,0,1026,62.55
569,,-0.3562158469945355,100,79,1966,0,0,962,66.8
570,52.89152908325195,-0.3661616161616162,100,82,2157,0,0,1011,65.75
571,,-0.3688332028191073,100,75,1221,0,0,1333,63.43
572,,-0.382375189107413,100,82,1201,0,0,1443,63.47
573,,-0.37250554323725055,100,80,1251,0,0,1455,58.95
574,,-0.35661462612982747,100,77,1062,0,0,1372,67.5
575,54.140594482421875,-0.36377829820452773,100,80,1129,0,0,1433,60.55
576,,-0.3812199036918138,100,84,1401,78,0,1013,63.08
577,,-0.3561698717948718,100,85,1470,68,0,958,59.93
578,,-0.3825278810408922,101,78,1640,54,0,996,56.31
579,,-0.3754180602006689,101,77,1332,74,0,986,61.73
580,41.319374084472656,-0.3567880794701987,101,84,1444,75,0,897,59.98
581,,-0.3611111111111111,100,80,1799,0,0,973,60.65
582,,-0.36536868268434136,101,78,1568,0,0,846,64.58
583,,-0.3895224518888097,101,83,1957,0,0,849,68.83
584,,-0.36459968602825743,100,82,1686,0,0,862,66.52
585,34.074378967285156,-0.3786764705882353,101,81,1597,0,0,851,78.78
586,,-0.3796452702702703,100,76,1171,421,0,776,60.06
587,,-0.3541666666666667,100,79,1182,403,0,815,57.13
588,,-0.3835139318885449,102,85,1138,444,0,1002,61.39
589,,-0.3233670653173873,100,69,1095,358,0,721,54.96
590,27.848726272583008,-0.3671268334771355,100,76,1116,390,0,812,57.1
591,,-0.3769027134348114,102,85,2098,0,0,924,67.07
592,,-0.3790106951871658,100,82,2045,0,0,947,65.18
593,,-0.3851203501094092,100,88,1856,0,0,886,58.34
594,,-0.37234794908062235,101,79,1908,0,0,920,59.24
595,24.428972244262695,-0.37868852459016394,100,90,2010,0,0,1040,63.96
596,,-0.3691967575534267,101,87,1146,0,0,1568,60.77
597,,-0.39018531228551817,100,87,1246,0,0,1668,66.65
598,,-0.38074398249452956,100,82,1246,0,0,1496,62.94
599,,-0.3514056224899598,101,76,1089,0,0,1401,64.03
600,33.149330139160156,-0.37278582930756843,100,82,1087,0,0,1397,56.55
601,,-0.36133694670280037,100,77,979,74,0,1161,61.81
602,,-0.3574468085106383,101,75,1053,80,0,1217,63.5
603,,-0.3482849604221636,101,77,1005,97,0,1172,64.69
604,,-0.35725075528700906,101,82,1167,116,0,1365,57.82
605,23.002120971679688,-0.3719148936170213,100,78,1043,61,0,1246,59.0
606,,-0.3844106463878327,100,83,1129,35,0,1466,62.26
607,,-0.3866920152091255,100,83,1124,74,0,1432,62.28
608,,-0.36538461538461536,100,87,1191,65,0,1344,62.37
609,,-0.36149691358024694,100,79,1098,32,0,1462,59.43
610,37.826019287109375,-0.35378086419753085,102,84,1143,20,0,1429,57.01
611,,-0.37325102880658434,100,81,1303,0,0,1127,69.23
612,,-0.38593974175035867,100,86,1562,0,0,1226,66.96
613,,-0.3821052631578947,101,85,1543,0,0,1307,67.81
614,,-0.36133768352365414,100,90,1361,0,0,1091,56.87
615,52.703277587890625,-0.3621179815209666,100,75,1499,0,0,1315,69.49
616,,-0.3511259382819016,101,79,1226,122,0,1050,61.78
617,,-0.3428949691085613,100,78,1107,211,0,948,56.29
618,,-0.36764705882352944,101,83,966,181,0,825,54.24
619,,-0.3659839715048976,100,76,983,108,0,1155,58.66
620,27.503997802734375,-0.3651266766020864,100,82,1260,181,0,1243,63.94
621,,-0.3746189024390244,100,78,1191,0,0,1433,62.66
622,,-0.35489766081871343,101,83,1211,0,0,1525,62.05
623,,-0.3597946287519747,101,76,1096,0,0,1436,64.03
624,,-0.3687196110210697,100,74,1129,0,0,1339,60.15
625,40.948001861572266,-0.34040940106141016,100,77,1184,0,0,1454,66.98
626,,-0.3786509040333797,100,81,1265,0,0,1611,62.74
627,,-0.38620923913043476,100,85,1323,0,0,1621,61.87
628,,-0.3547140649149923,101,76,1128,0,0,1460,64.83
629,,-0.35714285714285715,100,84,1091,0,0,1499,63.36
630,67.7591552734375,-0.38587731811697573,100,84,1272,0,0,1532,59.3
631,,-0.3523489932885906,100,72,946,0,0,1140,57.73
632,,-0.3758782201405152,100,84,1141,0,0,1421,57.57
633,,-0.37180373185901866,100,85,1290,0,0,1604,65.67
634,,-0.3758890469416785,101,80,1236,0,0,1576,60.53
635,55.71971130371094,-0.3743190661478599,100,75,1127,0,0,1443,57.13
636,,-0.34542157751586583,100,82,1053,309,0,844,60.61
637,,-0.3710788064269319,101,84,1241,263,0,1110,63.0
638,,-0.36025544703230655,100,76,1302,293,0,1067,62.76
639,,-0.38697318007662834,100,80,1262,249,0,1099,62.59
640,42.619606018066406,-0.3896447467876039,100,89,1225,312,0,1109,64.03
641,,-0.36837815810920943,100,71,1118,0,0,1336,65.94
642,,-0.35808709175738723,100,74,1073,0,0,1499,69.47
643,,-0.3610248447204969,100,74,1133,0,0,1443,64.28
644,,-0.36973314606741575,100,76,1236,0,0,1612,63.97
645,39.00185012817383,-0.3591660110149489,100,76,1081,0,0,1461,58.91
646,,-0.3617693522906793,100,80,1086,157,0,1289,68.0
647,,-0.34519725557461406,100,77,979,91,0,1262,60.91
648,,-0.35555555555555557,100,77,1055,65,0,1130,60.98
649,,-0.3599013968775678,100,79,1084,106,0,1244,63.25
650,33.5284423828125,-0.3640856672158155,103,78,1112,87,0,1229,70.95
651,,-0.3582474226804124,100,72,1206,0,0,1510,62.71
652,,-0.3859134262655906,100,74,1240,0,0,1486,63.85
653,,-0.3653044203502919,100,82,974,0,0,1424,59.77
654,,-0.3654119318181818,101,75,1253,0,0,1563,62.72
655,30.725322723388672,-0.365,100,77,1047,0,0,1353,79.01
656,,-0.36140089418777943,100,76,1140,0,0,1544,63.68
657,,-0.36885245901639346,100,76,1124,0,0,1194,58.62
658,,-0.3348303393213573,100,73,921,0,0,1083,63.34
659,,-0.3744292237442922,100,80,1176,0,0,1452,59.62
660,49.34004592895508,-0.37818306951135583,100,87,1305,0,0,1601,69.09
661,,-0.3602533650039588,100,82,1216,235,0,1075,55.37
662,,-0.3640183346065699,100,77,1130,248,0,1240,61.11
663,,-0.3577586206896552,100,77,1018,257,0,1045,60.57
664,,-0.37202380952380953,101,78,1056,236,0,1060,57.4
665,52.34667205810547,-0.331306990881459,100,69,943,185,0,846,51.89
666,,-0.364453125,101,82,1727,133,0,700,59.35
667,,-0.3730769230769231,100,85,1744,157,0,699,57.42
668,,-0.37556221889055474,100,88,1861,84,0,723,61.52
669,,-0.3516572352465643,101,84,1645,164,0,665,58.54
670,47.28926086425781,-0.3830104321907601,100,80,1811,122,0,751,60.38
671,,-0.3695158850226929,100,78,1201,0,0,1443,59.52
672,,-0.3736303871439007,100,78,1247,0,0,1491,68.34
673,,-0.35625485625485626,101,81,1076,0,0,1498,65.94
674,,-0.36438582028029676,100,77,1080,0,0,1346,61.37
675,46.003971099853516,-0.3534902597402597,100,77,1143,0,0,1321,66.81
676,,-0.36847905951506243,100,81,1563,0,0,1159,61.41
677,,-0.35964912280701755,101,78,1598,0,0,1138,68.83
678,,-0.3769614835948645,100,83,1740,0,0,1064,62.3
679,,-0.38198529411764703,101,81,1523,0,0,1197,61.58
680,21.71172523498535,-0.3679085520745131,103,78,1427,0,0,935,54.68
681,,-0.3690372940156115,102,79,1034,0,0,1272,60.74
682,,-0.3675675675675676,101,76,1290,0,0,1670,61.32
683,,-0.37598736176935227,100,72,1117,0,0,1415,64.79
684,,-0.3567151411462789,101,73,1070,0,0,1268,56.4
685,27.006166458129883,-0.36623282718727407,100,78,1186,0,0,1580,67.99
686,,-0.3285586392121755,100,75,1148,527,0,559,58.31
687,,-0.354468085106383,100,78,1270,463,0,617,61.3
688,,-0.36495031616982837,100,81,1220,453,0,541,60.4
689,,-0.374521805661821,100,79,1448,469,0,697,62.46
690,45.50809097290039,-0.3522821576763486,102,81,1317,477,0,616,62.83
691,,-0.3569721115537849,101,81,1144,0,0,1366,64.78
692,,-0.3749098774333093,103,81,1172,0,0,1602,66.43
693,,-0.38341158059467917,102,86,1252,0,0,1304,58.42
694,,-0.3701149425287356,100,74,1133,0,0,1477,59.54
695,40.850399017333984,-0.36464088397790057,100,87,1167,0,0,1367,62.45
696,,-0.3704156479217604,101,82,1088,418,0,948,60.56
697,,-0.35783879539415414,100,75,1050,375,0,833,58.26
698,,-0.3469750889679715,100,76,1056,390,0,802,55.34
699,,-0.3475609756097561,100,78,1050,374,0,872,54.95
700,26.305511474609375,-0.34518647007805725,100,77,1085,234,0,987,61.36
701,,-0.35696517412935325,102,72,1428,88,0,896,66.43
702,,-0.35887772194304857,100,79,1438,133,0,817,61.59
703,,-0.35219399538106233,100,78,1349,124,0,1125,62.24
704,,-0.3787465940054496,100,84,1633,138,0,1165,68.34
705,23.965503692626953,-0.3819060773480663,101,80,1544,121,0,1231,73.38
706,,-0.3498556304138595,100,67,1009,391,0,678,52.01
707,,-0.33574468085106385,100,71,1019,314,0,1017,64.44
708,,-0.35411020776874436,100,75,1004,299,0,911,56.91
709,,-0.382078853046595,100,77,1205,395,0,1190,65.72
710,18.706085205078125,-0.35506607929515416,100,71,954,357,0,959,56.84
711,,-0.3562300319488818,100,82,1151,0,0,1353,59.51
712,,-0.36946011281224816,100,78,1054,0,0,1428,59.17
713,,-0.38523956723338487,100,78,1175,0,0,1413,58.5
714,,-0.38316679477325133,101,79,1191,0,0,1411,58.28
715,16.962432861328125,-0.375,100,85,1279,0,0,1577,65.69
716,,-0.3780959752321981,102,85,1259,0,0,1325,57.83
717,,-0.3764345830145371,103,92,1357,0,0,1257,59.28
718,,-0.3776978417266187,100,84,1431,0,0,1349,61.81
719,,-0.37725631768953066,100,79,1316,0,0,1454,68.61
720,15.640676498413086,-0.36300174520069806,100,72,1047,0,0,1245,62.5
721,,-0.34987057808455563,100,85,1149,344,0,825,62.29
722,,-0.34041666666666665,100,75,1386,359,0,655,54.38
723,,-0.37306753458096015,100,73,1252,317,0,889,58.17
724,,-0.3384387351778656,100,72,1110,321,0,593,52.28
725,35.675350189208984,-0.36658556366585565,100,83,1228,374,0,864,56.03
726,,-0.3784119106699752,101,76,1393,0,0,1025,60.66
727,,-0.3577943615257048,100,76,1396,0,0,1016,58.31
728,,-0.3548519736842105,100,79,1526,0,0,906,64.08
729,,-0.3706827309236948,102,77,1478,0,0,1012,58.55
730,38.129905700683594,-0.37318840579710144,101,79,1415,0,0,1069,60.68
731,,-0.35832675611681136,101,76,1102,334,0,1098,59.25
732,,-0.3662974683544304,101,72,1114,269,0,1145,57.87
733,,-0.3745704467353952,101,79,1036,188,0,1104,57.88
734,,-0.3431689571544058,101,70,1033,374,0,1067,62.31
735,32.79283142089844,-0.36983993260320136,101,84,1047,274,0,1053,60.36
736,,-0.3613906678865508,101,78,1398,0,0,788,50.5
737,,-0.37664233576642336,102,84,1435,0,0,1305,62.53
738,,-0.33816225165562913,100,78,1237,0,0,1179,59.41
739,,-0.37319422150882825,100,83,1327,0,0,1165,54.35
740,28.35139274597168,-0.35576114381833474,100,82,1421,0,0,957,60.36
741,,-0.3514522821576763,100,72,1107,246,0,1057,60.38
742,,-0.3455056179775281,100,76,944,280,0,912,56.05
743,,-0.36106194690265486,101,78,1081,279,0,900,58.93
744,,-0.36893203883495146,100,82,1132,295,0,1045,57.09
745,35.84634780883789,-0.3536476868327402,100,79,1069,226,0,953,53.63
746,,-0.38586291309669524,100,86,1947,291,0,1030,69.48
747,,-0.37873612297181897,100,84,1353,325,0,664,58.12
748,,-0.3407960199004975,101,74,1459,242,0,711,64.33
749,,-0.39123957091775924,100,84,2133,169,0,1054,70.24
750,34.53240203857422,-0.34776119402985073,100,76,1663,197,0,820,63.71
751,,-0.36387208297320656,100,81,1075,559,0,680,61.49
752,,-0.3446398659966499,100,78,1109,578,0,701,56.68
753,,-0.34958333333333336,100,76,1088,590,0,722,59.51
754,,-0.33795411089866156,101,77,953,509,0,630,52.87
755,36.13470458984375,-0.35133967156439067,100,81,1050,567,0,697,60.73
756,,-0.38177874186550975,100,83,1260,0,0,1506,56.92
757,,-0.3669950738916256,100,82,1287,8,0,1547,58.79
758,,-0.3928320449754041,100,84,1338,5,0,1503,67.12
759,,-0.3577044025157233,100,75,1184,0,0,1360,56.17
760,26.02813148498535,-0.38664097623635196,102,86,1440,12,0,1662,65.98
761,,-0.33773928896991795,100,71,1033,81,0,1080,59.13
762,,-0.3677474402730375,100,75,1269,86,0,989,56.23
763,,-0.3713063763608087,101,79,1404,41,0,1127,60.7
764,,-0.3598856209150327,100,73,1153,70,0,1225,60.81
765,22.70181655883789,-0.39157119476268415,101,92,1366,38,0,1040,56.59
766,,-0.3675246025738077,101,76,1186,111,0,1345,59.93
767,,-0.37167070217917675,101,76,1122,116,0,1240,61.09
768,,-0.34579439252336447,100,75,1055,194,0,1105,56.63
769,,-0.3728448275862069,101,76,1091,84,0,1145,62.13
770,18.131254196166992,-0.3507259528130672,101,81,1067,23,0,1114,62.35
771,,-0.3586261980830671,101,79,1138,2,0,1364,55.72
772,,-0.36477732793522266,100,70,1088,5,0,1377,60.36
773,,-0.37301013024602026,101,77,1267,7,0,1490,60.32
774,,-0.3595976529756915,102,85,1034,6,0,1346,56.4
775,21.084787368774414,-0.3674435542607429,101,79,1230,7,0,1509,62.5
776,,-0.3723159509202454,101,84,1389,0,0,1219,63.56
777,,-0.3659717051377513,101,79,1462,0,0,1224,62.26
778,,-0.367737003058104,101,81,1516,0,0,1100,59.77
779,,-0.35933806146572106,101,83,1475,0,0,1063,61.66
780,30.574338912963867,-0.37058823529411766,100,85,1342,0,0,1208,67.82
781,,-0.3640639698965193,100,82,1320,266,0,540,54.23
782,,-0.34111384111384113,100,82,1468,332,0,642,58.49
783,,-0.36980033277870217,100,81,1378,340,0,686,56.88
784,,-0.3447528187337381,100,78,1290,339,0,677,58.15
785,19.15073585510254,-0.35252100840336137,100,79,1306,366,0,708,55.56
786,,-0.3845905867182463,100,80,1416,41,0,1645,67.9
787,,-0.37000783085356304,100,78,1260,30,0,1264,60.95
788,,-0.3627684964200477,100,78,1235,22,0,1257,63.72
789,,-0.35831469052945564,100,74,1282,19,0,1381,68.0
790,16.383346557617188,-0.33115752828546563,101,75,1081,32,0,1185,62.03
791,,-0.35653188180404355,101,74,1149,0,0,1423,63.3
792,,-0.3680282796543598,100,81,1154,0,0,1392,59.15
793,,-0.34632819582955576,101,75,1042,0,0,1164,54.49
794,,-0.3661753297129558,101,84,1218,0,0,1360,60.09
795,23.441434860229492,-0.3662704309063893,100,78,1168,0,0,1524,67.17
796,,-0.3653998416468725,100,76,1197,0,0,1329,64.33
797,,-0.3654411764705882,101,76,1295,0,0,1425,60.54
798,,-0.37813211845102507,100,85,1388,0,0,1246,61.57
799,,-0.374235807860262,100,80,1195,0,0,1095,53.14
800,32.60173797607422,-0.372533543804262,101,79,1351,0,0,1183,61.08
801,,-0.3647672552166934,100,78,1239,379,0,874,58.88
802,,-0.36969192339716905,101,84,1129,372,0,901,55.61
803,,-0.3643507030603805,100,77,1234,398,0,786,58.64
804,,-0.35555555555555557,101,74,1124,305,0,731,50.22
805,23.142345428466797,-0.37488626023657873,101,83,1129,367,0,702,52.49
806,,-0.36455981941309257,101,82,1592,0,0,1066,55.4
807,,-0.34641509433962264,103,85,1579,0,0,1071,60.9
808,,-0.3624581939799331,102,84,1437,0,0,955,53.69
809,,-0.36181678214010776,100,82,1656,0,0,942,54.02
810,21.885578155517578,-0.3707298136645963,101,78,1585,0,0,991,59.99
811,,-0.39161755075311067,100,83,1516,21,0,1517,63.91
812,,-0.3600317208564631,100,76,1281,42,0,1199,62.2
813,,-0.36927877947295423,100,81,1338,18,0,1528,60.26
814,,-0.36792452830188677,100,75,1157,53,0,1122,54.83
815,21.486522674560547,-0.361794500723589,102,77,1362,25,0,1377,60.52
816,,-0.36332574031890663,101,73,1318,29,0,1287,58.92
817,,-0.3727833461835004,100,78,1312,3,0,1279,58.69
818,,-0.34534671532846717,100,77,1191,0,0,1001,58.67
819,,-0.3657745336577453,100,79,1244,6,0,1216,62.87
820,16.34549331665039,-0.35226429101707496,100,78,1334,12,0,1348,57.99
821,,-0.3694560669456067,100,83,1085,0,0,1305,62.68
822,,-0.3769503546099291,100,80,1205,0,0,1615,63.6
823,,-0.37261632341723877,100,77,1132,7,0,1483,62.91
824,,-0.36683417085427134,100,75,1282,3,0,1501,61.21
825,18.2352237701416,-0.38679914833215046,101,82,1238,0,0,1580,59.25
826,,-0.3745128604832424,100,81,1204,39,0,1323,59.72
827,,-0.37441130298273156,100,72,1184,17,0,1347,60.15
828,,-0.3715701219512195,100,75,1255,47,0,1322,59.65
829,,-0.3617208077260755,100,80,1056,29,0,1193,55.17
830,27.851688385009766,-0.35336322869955156,100,74,1030,32,0,1168,63.71
831,,-0.3616279069767442,100,85,1192,0,0,1388,55.46
832,,-0.3711755233494364,100,77,1156,0,0,1328,61.62
833,,-0.3655913978494624,100,77,1042,0,0,1376,57.5
834,,-0.357606344628695,100,76,1177,0,0,1597,61.1
835,50.25111389160156,-0.3640495867768595,100,80,1075,0,0,1345,68.78
836,,-0.3684387617765814,100,74,1912,142,0,918,64.15
837,,-0.3747178329571106,100,84,1764,130,0,764,63.09
838,,-0.38197146562905315,100,82,2100,114,0,870,63.67
839,,-0.37532637075718017,100,86,2003,152,0,909,68.7
840,57.24309158325195,-0.3887545344619105,100,79,2130,145,0,1033,74.04
841,,-0.37056603773584906,100,82,1153,0,0,1497,66.83
842,,-0.3630769230769231,100,82,1153,0,0,1447,63.82
843,,-0.37651245551601425,100,79,1256,0,0,1554,63.06
844,,-0.37679425837320574,100,83,1104,0,0,1404,62.75
845,45.80934143066406,-0.36363636363636365,100,75,1042,0,0,1356,59.2
846,,-0.3658113730929265,100,86,1576,41,0,1267,67.02
847,,-0.3629943502824859,100,81,1492,26,0,1314,67.46
848,,-0.3638132295719844,100,82,1405,9,0,1156,61.48
849,,-0.3408624229979466,101,75,1588,41,0,1293,66.39
850,15.170763969421387,-0.3671749598715891,100,80,1359,4,0,1129,59.86
851,,-0.36973590292648106,100,78,1250,0,0,1552,67.9
852,,-0.34402852049910876,100,74,1072,0,0,1172,58.33
853,,-0.38095238095238093,100,79,1279,0,0,1367,61.24
854,,-0.36314475873544094,100,73,1083,0,0,1321,68.38
855,13.668973922729492,-0.3706140350877193,100,81,1200,0,0,1536,69.25
856,,-0.37400635930047693,100,82,1141,12,0,1363,63.5
857,,-0.35923515052888527,100,78,1153,76,0,1229,65.13
858,,-0.34193840579710144,100,71,1061,45,0,1102,58.25
859,,-0.3488562091503268,101,73,1134,40,0,1274,64.94
860,17.421070098876953,-0.3475085910652921,101,78,1108,58,0,1162,64.71
861,,-0.3652138821630347,101,75,1081,0,0,1397,58.59
862,,-0.36538461538461536,100,79,1122,0,0,1478,64.26
863,,-0.3802083333333333,100,88,1238,0,0,1642,66.35
864,,-0.36637239165329055,101,83,1080,0,0,1412,61.55
