epoch,loss,average reward,conflicts,LoS,action LEFT,action RIGHT,action DIRECT,action LNAV,duration
865,19.248388290405273,-0.3715629522431259,101,87,1158,0,0,1606,69.6
866,,-0.3645743766122098,101,83,1199,188,0,939,58.08
867,,-0.37361008154188285,103,85,1258,311,0,1129,60.8
868,,-0.3472972972972973,100,79,1054,273,0,893,54.13
869,,-0.3633791430881164,101,86,1147,260,0,1067,57.93
870,17.12334442138672,-0.3509463722397476,101,78,1209,377,0,950,58.63
871,,-0.3847884788478848,101,76,1355,0,0,867,57.92
872,,-0.37059415911379656,100,78,1337,0,0,649,51.01
873,,-0.36065573770491804,100,76,1490,0,0,828,54.54
874,,-0.37067545304777594,100,76,1468,0,0,960,58.52
875,29.642126083374023,-0.3537051184110008,100,77,1422,0,0,1196,64.5
876,,-0.3771665410700829,102,83,1171,0,0,1483,68.19
877,,-0.3428351309707242,100,75,1179,0,0,1417,62.96
878,,-0.3684941013185288,100,79,1215,0,0,1667,65.55
879,,-0.36022727272727273,100,80,1109,0,0,1531,66.95
880,51.776710510253906,-0.3698727015558699,100,77,1191,0,0,1637,69.9
881,,-0.36345541401273884,100,81,1403,391,0,718,61.85
882,,-0.34782608695652173,102,81,1368,334,0,552,60.55
883,,-0.3409257898603968,101,80,1597,406,0,719,65.85
884,,-0.3841059602649007,100,77,1466,380,0,872,65.73
885,43.857627868652344,-0.3468085106382979,102,77,1327,331,0,692,57.7
886,,-0.37285223367697595,100,84,1322,0,0,1588,71.02
887,,-0.384185303514377,100,81,1171,0,0,1333,64.03
888,,-0.3598750975800156,102,80,1181,1,0,1380,60.84
889,,-0.35413153456998314,100,74,1077,0,0,1295,60.2
890,21.25522232055664,-0.3445414847161572,100,74,1057,0,0,1233,56.9
891,,-0.38774811772758383,100,80,1280,0,0,1642,68.71
892,,-0.3351328903654485,100,79,1042,0,0,1366,65.82
893,,-0.3528441879637263,100,73,1146,0,0,1280,58.72
894,,-0.37170263788968827,100,76,1032,0,0,1470,67.17
895,23.044761657714844,-0.351018675721562,100,71,1039,2,0,1315,64.12
896,,-0.3584905660377358,100,75,1167,306,0,753,61.66
897,,-0.357773851590106,100,79,1121,296,0,847,61.48
898,,-0.35472370766488415,100,81,1085,255,0,904,60.16
899,,-0.36606334841628957,100,76,1170,327,0,713,59.96
900,23.93102264404297,-0.372161480235492,101,86,1202,341,0,835,52.11
901,,-0.35719968178202066,100,73,1228,0,0,1286,59.63
902,,-0.36602098466505245,100,76,1177,0,0,1301,64.04
903,,-0.3691077441077441,100,86,1193,0,0,1183,60.88
904,,-0.3721864951768489,101,75,1376,0,0,1112,58.11
905,13.428483009338379,-0.3694560669456067,101,80,1209,5,0,1176,59.62
906,,-0.35444531864673484,100,73,1359,0,0,1183,60.09
907,,-0.34631668077900085,101,73,1197,0,0,1165,60.4
908,,-0.3792198049512378,102,79,1326,0,0,1340,64.41
909,,-0.3561430793157076,100,76,1279,0,0,1293,61.99
910,15.983400344848633,-0.3745427944403804,101,83,1364,0,0,1370,65.09
911,,-0.35333863275039745,100,78,1602,302,0,612,62.55
912,,-0.36330935251798563,100,82,1812,323,0,645,65.73
913,,-0.3312043795620438,100,72,1472,241,0,479,55.32
914,,-0.35873749037721325,101,81,1751,288,0,559,57.29
915,22.139795303344727,-0.35572139303482586,100,80,1507,312,0,593,58.92
916,,-0.366852146263911,100,84,1078,35,0,1403,62.02
917,,-0.3797872340425532,100,80,1187,69,0,1564,65.79
918,,-0.3823981552651806,100,78,1106,29,0,1467,62.31
919,,-0.3713780918727915,104,79,1182,106,0,1542,70.46
920,13.24034595489502,-0.36004601226993865,100,79,1191,71,0,1346,63.75
921,,-0.368936170212766,100,78,1466,0,0,884,58.95
922,,-0.38692196531791906,102,81,1666,0,0,1102,60.73
923,,-0.3637071651090343,100,81,1626,0,0,942,65.28
924,,-0.38107142857142856,100,85,1730,0,0,1070,59.72
925,23.01622772216797,-0.3622486969471333,101,82,1720,0,0,966,67.49
926,,-0.36845878136200716,100,84,1159,113,0,1518,68.11
927,,-0.36490683229813664,101,85,1098,89,0,1389,68.12
928,,-0.38470776621297037,101,82,1075,96,0,1327,60.26
929,,-0.37209302325581395,100,79,1108,150,0,1322,62.13
930,27.55084228515625,-0.3546128500823723,100,74,1126,125,0,1177,60.44
931,,-0.35440456769983686,100,76,1122,4,0,1326,58.53
932,,-0.3557692307692308,100,74,1108,3,0,1281,59.82
933,,-0.3811780636425186,102,81,1256,0,0,1698,64.4
934,,-0.36544227886056974,100,84,1195,0,0,1473,65.16
935,34.674739837646484,-0.35812356979405036,100,83,1214,0,0,1408,62.45
936,,-0.38049713193116635,100,81,1964,0,0,1174,69.55
937,,-0.39671052631578946,100,79,1883,0,0,1157,64.78
938,,-0.3914675767918089,101,90,1954,0,0,976,64.21
939,,-0.3826053042121685,100,85,1687,0,0,877,61.8
940,28.82717514038086,-0.39767441860465114,101,85,1934,0,0,1076,61.28
941,,-0.37694588584136396,101,89,1211,206,0,1281,64.58
942,,-0.3591874422899354,101,79,940,162,0,1064,60.81
943,,-0.33239700374531833,100,64,950,137,0,1049,58.96
944,,-0.3491179201485608,102,75,984,165,0,1005,52.28
945,19.888364791870117,-0.35747021081576535,100,79,957,261,0,964,58.73
946,,-0.3664772727272727,103,80,1428,0,0,1036,58.74
947,,-0.374235807860262,102,78,1232,0,0,1058,54.82
948,,-0.3531746031746032,100,79,1350,3,0,1167,61.79
949,,-0.3614649681528662,101,82,1349,0,0,1163,61.59
950,26.028533935546875,-0.3881679389312977,101,82,1462,0,0,1158,64.52
951,,-0.35687203791469196,100,73,1007,231,0,872,51.42
952,,-0.3780487804878049,101,83,1062,187,0,965,57.38
953,,-0.3343949044585987,101,73,995,317,0,886,57.6
954,,-0.3576134699853587,100,80,1338,414,0,980,63.36
955,16.874637603759766,-0.3867924528301887,100,96,1167,190,0,1081,61.26
956,,-0.365046102263202,100,75,1098,0,0,1288,58.05
957,,-0.36115992970123023,100,76,999,0,0,1277,62.06
958,,-0.36343772760378734,102,78,1260,0,0,1486,60.04
959,,-0.36616702355460384,100,83,1232,4,0,1566,68.49
960,22.210281372070312,-0.3690736688548505,101,82,1163,2,0,1577,67.5
961,,-0.3719467061435973,100,85,1173,129,0,1400,69.48
962,,-0.3622674933569531,100,79,1054,178,0,1026,53.16
963,,-0.3648960739030023,100,80,1166,188,0,1244,61.27
964,,-0.3426544240400668,101,73,1152,192,0,1052,53.58
965,12.83995246887207,-0.37735849056603776,100,91,1206,301,0,1037,60.19
966,,-0.3693143245078072,100,85,1245,0,0,1701,65.37
967,,-0.3730454206999255,100,82,1192,0,0,1494,65.8
968,,-0.3575187969924812,100,75,1120,1,0,1539,65.8
969,,-0.351921274601687,100,75,928,1,0,1205,57.61
970,16.361865997314453,-0.36452830188679247,100,77,1184,1,0,1465,63.11
971,,-0.37221823402727927,100,78,1231,0,0,1555,62.98
972,,-0.3745051464766429,100,80,1200,0,0,1326,64.09
973,,-0.3674924924924925,101,79,1253,0,0,1411,65.45
974,,-0.3706081081081081,100,83,1351,0,0,1609,66.69
975,21.157756805419922,-0.375,100,77,1284,0,0,1500,65.35
976,,-0.3426605504587156,100,75,1038,39,0,1103,64.95
977,,-0.3693392724573126,101,77,1172,90,0,1432,65.0
978,,-0.37168141592920356,100,79,1037,105,0,1344,66.97
979,,-0.36166158536585363,101,79,1197,130,0,1297,67.97
980,22.970727920532227,-0.32926829268292684,100,85,1011,92,0,1439,64.49
981,,-0.3585554600171969,101,79,999,202,0,1125,58.9
982,,-0.3494342906875544,101,76,1074,176,0,1048,58.95
983,,-0.3404163052905464,100,73,1022,171,0,1113,57.26
984,,-0.36079759217456736,100,78,1222,131,0,1305,56.74
985,20.368267059326172,-0.36007604562737644,100,78,1115,179,0,1336,63.47
986,,-0.36250939143501126,100,77,1119,100,0,1443,61.54
987,,-0.36975397973950797,100,79,1109,100,0,1555,68.51
988,,-0.35740402193784276,100,76,966,95,0,1127,56.38
989,,-0.36082474226804123,101,82,1074,102,0,1346,59.58
990,24.05227279663086,-0.34170616113744073,102,84,960,49,0,1101,56.8
991,,-0.35760517799352753,100,72,1143,0,0,1329,57.94
992,,-0.3635646687697161,101,79,1097,0,0,1439,60.07
993,,-0.3693586698337292,100,73,1116,0,0,1410,57.44
994,,-0.358203125,101,77,1085,0,0,1475,68.08
995,44.68593215942383,-0.35982772122161316,100,79,1164,0,0,1390,59.45
996,,-0.3426395939086294,101,72,1234,349,0,387,59.26
997,,-0.36753246753246754,100,73,1329,395,0,586,61.63
998,,-0.351439182915506,100,84,1289,383,0,482,61.37
999,,-0.3566340160284951,100,75,1304,410,0,532,59.91
1000,48.897682189941406,-0.3541322314049587,100,77,1483,398,0,539,61.22
