episode,loss,average reward,conflicts,LoS,instructions,action LEFT,action RIGHT,action DIRECT,action LNAV,duration,epsilon
49,,0.8043103039222943,24,10,36,14,9,0,13,63.42,0.8859999999999992
50,4.072087287902832,1.3023940350508283,28,8,58,25,18,0,17,63.12,0.8812499999999992
51,,1.2176505258348158,26,8,70,28,25,0,17,63.42,0.8812499999999992
52,4.905196189880371,-0.20008821340189517,20,14,62,24,21,0,17,63.06,0.8764999999999992
53,,1.0579961953680923,24,8,86,23,32,0,31,63.43,0.8764999999999992
54,3.7994863986968994,-0.21241440605874426,24,16,60,23,18,0,19,63.1,0.8717499999999991
55,,1.1469832598489866,28,10,50,13,20,0,17,63.42,0.8717499999999991
56,4.514426231384277,-0.18871068028176272,24,14,40,16,8,0,16,62.91,0.8669999999999991
57,,0.26368337463013003,22,12,52,11,21,0,20,63.68,0.8669999999999991
58,4.285682201385498,-0.7129124175917241,22,14,32,15,3,0,14,62.98,0.8622499999999991
59,,-0.7868487603700649,20,14,36,21,8,0,7,63.35,0.8622499999999991
60,3.68259596824646,1.4985567455897812,32,8,76,32,22,0,22,62.73,0.857499999999999
61,,1.1749343995950972,30,10,64,25,22,0,17,63.37,0.857499999999999
62,4.228477478027344,0.5467950039457208,22,10,40,13,14,0,13,63.96,0.852749999999999
63,,0.6536580279368789,22,10,56,21,22,0,13,62.75,0.852749999999999
64,4.514763832092285,0.7544127485646045,30,12,46,15,16,0,17,62.21,0.847999999999999
65,,1.5166568687458175,50,10,125,50,43,0,34,52.19,0.847999999999999
66,3.6681911945343018,0.46826979032111415,26,12,64,22,24,0,20,62.31,0.843249999999999
67,,1.6634659589466996,24,6,46,14,19,0,13,62.71,0.843249999999999
68,3.974527359008789,1.196438479004314,26,8,48,10,20,0,20,62.2,0.8384999999999989
69,,0.16823445606590376,22,12,46,15,21,0,10,62.49,0.8384999999999989
70,3.9817020893096924,0.9951768542657892,30,10,83,30,32,0,23,62.27,0.8337499999999989
71,,1.6700644836136693,26,6,56,15,24,0,17,62.54,0.8337499999999989
72,3.932971477508545,-1.0905403589952205,22,16,36,19,12,0,5,62.48,0.8289999999999988
73,,0.04672888277339539,18,10,34,12,10,0,12,62.54,0.8289999999999988
