episode,loss,average reward,conflicts,LoS,action LEFT,action RIGHT,action DIRECT,action LNAV,duration
428,69.16602325439453,-0.3906832298136646,100,92,674,1129,0,1417,70.15
429,,-0.36117467581998475,100,81,1415,513,0,694,66.95
430,,-0.35332817337461303,103,90,1180,517,0,887,62.42
431,,-0.35452218430034127,100,73,1143,471,0,730,61.52
432,76.1629638671875,-0.36626248216833096,101,80,1391,541,0,872,69.14
433,,-0.3677277716794731,100,90,653,1107,0,1884,72.75
434,,-0.4105812220566319,100,83,701,1033,0,2292,72.4
435,,-0.37773989283974674,101,84,767,1238,0,2101,76.48
436,74.91376495361328,-0.3830376940133038,104,86,658,1127,0,1823,72.19
437,,-0.3741116751269036,102,92,718,1107,0,2115,74.93
438,,-0.39544364508393287,103,93,800,1318,0,2052,79.97
439,,-0.3707742639040349,100,91,677,1111,0,1880,71.68
440,57.283164978027344,-0.36916890080428955,101,83,727,1166,0,1837,76.38
441,,-0.38291517323775387,100,88,970,1058,0,1320,75.51
442,,-0.354074542008844,105,85,878,1013,0,1275,70.42
443,,-0.3956211812627291,101,93,1122,1177,0,1629,76.5
444,97.43582916259766,-0.3819620253164557,101,85,947,958,0,1255,69.34
445,,-0.3830489818381948,101,93,684,1110,0,1840,72.41
446,,-0.4099290780141844,100,90,796,1205,0,2229,78.21
447,,-0.3757380568974772,101,85,726,1281,0,1719,75.53
448,88.71429443359375,-0.383943661971831,102,82,659,1123,0,1768,71.69
449,,-0.36506469500924216,103,85,587,994,0,1665,69.75
450,,-0.3585798816568047,100,78,729,1030,0,1621,71.51
451,,-0.3871766648321409,101,86,597,911,0,2126,70.3
452,113.42280578613281,-0.3981741573033708,102,90,899,1403,0,1970,80.68
453,,-0.37141033822590935,101,86,488,1491,0,1155,70.2
454,,-0.3938223938223938,104,94,472,1394,0,1242,70.67
455,,-0.37964551172098343,101,89,567,1864,0,1067,75.98
456,68.26881408691406,-0.3735216819973719,101,84,430,1421,0,1193,70.17
457,,-0.40221716884593517,102,92,374,1589,0,1555,69.5
458,,-0.39766081871345027,101,92,336,1679,0,1405,70.92
459,,-0.3837129054520359,101,85,306,1317,0,1275,68.71
460,67.8052749633789,-0.38773747841105355,100,88,401,1272,0,1801,66.79
461,,-0.35960874568469503,102,88,797,1175,0,1504,76.32
462,,-0.38401506996770723,101,93,698,1058,0,1960,74.15
463,,-0.3560084700899947,100,91,789,1271,0,1718,76.72
464,78.96797943115234,-0.3607242339832869,102,91,778,1240,0,1572,73.54
465,,-0.3637323943661972,101,78,363,1430,0,1047,62.62
466,,-0.376978417266187,100,86,352,1534,0,894,64.82
467,,-0.38093645484949834,101,84,374,1525,0,1091,67.88
468,52.09656524658203,-0.36927899686520377,100,87,518,1661,0,1011,72.36
469,,-0.3820316766794102,100,90,610,977,0,2075,72.64
470,,-0.37679558011049724,101,86,709,1043,0,1868,73.49
471,,-0.39685404847859723,102,87,679,1175,0,2024,74.29
472,68.3568115234375,-0.39511802575107297,100,92,763,1073,0,1892,75.22
473,,-0.3644012944983819,105,82,988,711,0,1391,70.22
474,,-0.37205146533238026,104,75,814,594,0,1390,64.74
475,,-0.39879931389365353,101,77,837,700,0,1961,68.62
476,88.70081329345703,-0.35894876912840984,100,83,987,740,0,1279,68.71
477,,-0.36462093862815886,100,75,769,557,0,1444,62.0
478,,-0.37823343848580443,100,81,986,596,0,1588,68.55
479,,-0.35909393737508327,100,87,1416,603,0,983,71.11
480,68.79048156738281,-0.393733681462141,103,96,1396,725,0,1709,76.86
481,,-0.4003961516694963,101,85,576,955,0,2003,72.29
482,,-0.4061284046692607,100,84,727,1268,0,2117,74.2
483,,-0.3927829698857736,101,82,696,1099,0,2057,72.87
484,112.94224548339844,-0.36142533936651583,100,88,734,1218,0,1584,74.9
485,,-0.38512179065174457,101,82,341,1494,0,1203,72.03
486,,-0.3892233594220349,101,88,443,1918,0,961,77.19
487,,-0.3847560975609756,104,88,436,1489,0,1355,73.59
488,57.713134765625,-0.39964994165694284,100,89,459,1815,0,1154,75.09
489,,-0.3649789029535865,101,78,1007,1321,0,1464,81.63
490,,-0.36993243243243246,100,84,868,1062,0,1622,74.62
491,,-0.38310991957104557,100,90,858,1135,0,1737,74.05
492,54.74646759033203,-0.36987951807228914,100,82,872,1082,0,1366,70.52
493,,-0.3632901751713633,100,81,488,1066,0,1072,66.1
494,,-0.3794423182066703,101,91,630,1599,0,1429,74.01
495,,-0.36887716654107006,101,85,452,1155,0,1047,63.08
496,53.412994384765625,-0.3936233611442193,100,92,558,1602,0,1196,74.18
497,,-0.3988926336061627,100,90,739,1206,0,2209,77.17
498,,-0.35355648535564854,101,84,673,1103,0,1570,70.37
499,,-0.3860930735930736,101,90,660,1104,0,1932,73.65
500,81.557373046875,-0.39355123674911663,100,90,768,1205,0,2555,82.16
501,,-0.372769142199194,102,89,1074,968,0,1432,77.45
502,,-0.3578358208955224,100,81,858,719,0,1103,62.08
503,,-0.3966507177033493,101,96,1072,883,0,2225,75.89
504,35.031185150146484,-0.4025522041763341,101,87,972,773,0,1703,73.43
505,,-0.3815354070152217,100,83,561,967,0,1494,69.01
506,,-0.39568170790878215,101,92,693,990,0,2439,73.33
507,,-0.37706666666666666,102,92,873,1262,0,1615,80.56
508,56.5042724609375,-0.3889970788704966,100,91,839,1339,0,1930,83.7
509,,-0.33104284559417946,100,80,814,620,0,1040,64.0
510,,-0.38682219419924335,100,92,991,814,0,1367,75.17
511,,-0.377431906614786,103,84,1066,776,0,1242,72.75
512,35.766136169433594,-0.38013318534961155,101,82,892,672,0,2040,77.83
513,,-0.3891152502910361,100,78,864,1019,0,1553,72.7
514,,-0.38848039215686275,100,87,916,1179,0,1985,77.51
515,,-0.3832391713747646,101,84,797,975,0,1414,70.76
516,12.150613784790039,-0.3810420590081607,100,87,854,877,0,1455,70.1
517,,-0.355440097799511,101,90,762,1146,0,1364,75.31
518,,-0.40573588261449534,105,90,812,1505,0,2181,79.71
519,,-0.3873239436619718,102,86,583,1004,0,1821,70.1
520,24.296010971069336,-0.3596425912137007,100,82,478,795,0,1413,62.66
521,,-0.39844130540672185,100,95,750,1130,0,2226,76.69
522,,-0.3835060838215412,102,93,824,1211,0,2403,81.34
523,,-0.40098765432098765,101,87,894,1314,0,1842,80.62
524,38.01214599609375,-0.3787015945330296,100,88,787,1165,0,1560,74.06
525,,-0.39004247286455873,103,87,742,1216,0,2280,78.07
526,,-0.37317691819911225,101,81,657,1029,0,1468,69.88
527,,-0.37072856221792394,103,85,639,975,0,1488,68.53
528,49.95420455932617,-0.37183629509962307,102,87,738,1225,0,1751,74.96
529,,-0.39421651013346515,100,83,1188,770,0,2088,76.32
530,,-0.3588322246858832,101,81,1037,539,0,1130,67.7
531,,-0.3717421124828532,102,77,930,560,0,1426,68.08
532,54.11859130859375,-0.37617096018735363,100,81,1110,677,0,1629,75.91
533,,-0.3741935483870968,101,84,615,1030,0,1145,70.19
534,,-0.38689776733254994,101,90,640,1660,0,1104,76.11
535,,-0.39693509615384615,100,89,612,1519,0,1197,69.28
536,52.97989273071289,-0.3951011714589989,100,94,541,1576,0,1639,71.51
537,,-0.3835963923337091,102,85,745,1091,0,1712,70.74
538,,-0.3604201216141515,101,78,629,876,0,2113,65.87
539,,-0.4024282560706402,103,93,1033,1300,0,2197,79.11
540,34.85479736328125,-0.4020618556701031,100,83,797,1048,0,1453,69.41
541,,-0.3665254237288136,100,79,690,1121,0,1021,64.37
542,,-0.3570916905444126,100,84,705,1017,0,1070,66.41
543,,-0.36124661246612466,102,87,943,1042,0,1705,72.28
544,42.61640930175781,-0.36923076923076925,101,80,713,950,0,1197,62.04
545,,-0.39067611777535444,101,96,629,1218,0,1821,72.99
546,,-0.3766550522648084,100,89,596,1131,0,1143,65.82
547,,-0.390658747300216,100,90,457,1391,0,1856,70.56
548,54.95882034301758,-0.36418685121107264,105,92,631,1176,0,1661,72.95
549,,-0.3741028708133971,107,88,1106,864,0,1374,71.7
550,,-0.3640456182472989,102,84,879,771,0,1682,67.71
551,,-0.3626412429378531,100,73,780,623,0,1429,63.87
552,40.619285583496094,-0.36671001300390116,100,83,911,796,0,1369,70.37
553,,-0.3669950738916256,100,80,290,1494,0,652,62.45
554,,-0.3804863582443654,100,89,405,1940,0,1027,72.17
555,,-0.38073394495412843,102,83,271,1765,0,798,64.24
556,67.50638580322266,-0.3579970104633782,101,85,274,1633,0,769,62.41
557,,-0.38544043815609313,102,84,754,1315,0,2313,78.77
558,,-0.4142287234042553,100,97,866,1317,0,2329,79.08
559,,-0.39868951612903225,102,92,616,1028,0,2324,71.34
560,65.62741088867188,-0.3622821810005621,100,94,697,1138,0,1723,71.47
561,,-0.3774084778420039,101,92,736,1357,0,2059,75.24
562,,-0.3757542512342293,101,85,604,1011,0,2031,68.98
563,,-0.39554881133029846,102,96,671,1162,0,2121,68.55
564,57.73644256591797,-0.39919354838709675,102,87,710,1197,0,2061,73.87
565,,-0.38516590761223163,100,77,1378,627,0,1069,68.86
566,,-0.35,100,82,1105,550,0,625,63.34
567,,-0.36123511904761907,100,81,1293,621,0,774,71.25
568,59.33745574951172,-0.36651870640456563,101,85,1505,784,0,865,81.76
569,,-0.3946316390633923,101,90,760,1177,0,1565,72.11
570,,-0.3888598326359833,102,95,726,1096,0,2002,72.64
571,,-0.38368725868725867,102,83,729,1138,0,2277,74.87
572,130.97238159179688,-0.36103151862464183,103,84,804,1075,0,1611,75.44
573,,-0.3965902738960313,101,86,664,1024,0,1890,70.7
574,,-0.3784776902887139,100,84,687,1191,0,1932,73.18
575,,-0.3922693266832918,100,91,669,1136,0,2205,72.09
576,90.97270202636719,-0.3746630727762803,102,85,709,1164,0,1837,71.36
577,,-0.3786159954622802,101,83,421,1843,0,1262,71.79
578,,-0.3597335307179867,100,84,562,1190,0,950,66.62
579,,-0.38153206650831356,102,87,506,1509,0,1353,70.11
580,69.7848129272461,-0.3664710198092443,101,80,328,1463,0,935,61.43
581,,-0.3668555240793201,100,76,627,1002,0,1901,68.81
582,,-0.3871277617675312,104,90,743,1369,0,2052,75.34
583,,-0.3556280587275693,100,82,707,1226,0,1745,71.34
584,64.56023406982422,-0.3880714661061482,102,91,749,1223,0,1834,73.66
585,,-0.3805309734513274,100,96,653,939,0,2024,68.66
586,,-0.37212643678160917,101,85,798,1037,0,1645,72.61
587,,-0.38154269972451793,101,90,727,971,0,1932,72.37
588,56.48569107055664,-0.3785211267605634,100,84,566,881,0,1393,63.41
589,,-0.3698224852071006,100,83,602,1318,0,784,64.59
590,,-0.3810650887573965,100,81,892,1264,0,1224,67.59
591,,-0.3764629388816645,100,85,761,1266,0,1049,67.56
592,44.227027893066406,-0.3403858120721842,100,75,903,1183,0,1128,70.35
593,,-0.34536784741144416,102,81,932,795,0,1209,67.08
594,,-0.3735823882588392,101,79,936,646,0,1416,67.35
595,,-0.3659090909090909,100,73,951,710,0,1419,70.08
596,86.64579772949219,-0.38233695652173916,100,90,1030,759,0,1891,69.18
597,,-0.37539135879774577,100,77,856,680,0,1658,66.15
598,,-0.3782467532467532,101,84,826,694,0,1560,66.5
599,,-0.37551724137931036,100,81,922,788,0,1190,68.16
600,68.32000732421875,-0.369,101,80,857,692,0,1451,65.41
601,,-0.3672566371681416,101,88,798,1290,0,850,67.99
602,,-0.3517121300058038,100,81,888,1438,0,1120,71.19
603,,-0.3639004149377593,100,80,651,1150,0,609,62.08
604,34.435462951660156,-0.35642857142857143,100,78,781,1076,0,943,69.23
605,,-0.39918946301925023,101,88,778,1227,0,1943,76.96
606,,-0.3630662020905923,102,84,508,1041,0,1321,66.38
607,,-0.38181818181818183,101,92,717,1265,0,2088,77.96
608,68.86510467529297,-0.3855098389982111,102,88,624,1083,0,1647,68.26
609,,-0.3605898123324397,102,85,1331,580,0,1073,69.04
610,,-0.354863813229572,101,80,1304,501,0,765,66.33
611,,-0.3676148796498906,101,83,1365,568,0,809,68.01
612,39.28335189819336,-0.37276785714285715,102,85,1635,594,0,907,73.17
613,,-0.36384734399174834,100,85,1613,700,0,1565,75.14
614,,-0.33558718861209963,101,77,1351,588,0,871,66.61
615,,-0.3704663212435233,100,91,1457,530,0,715,67.0
616,41.189334869384766,-0.39371657754010697,100,84,1500,561,0,931,70.34
617,,-0.3453531598513011,102,73,910,695,0,1085,65.0
618,,-0.3510565780504431,100,82,715,766,0,1453,63.5
619,,-0.3481507823613087,100,80,881,720,0,1211,63.22
620,47.93388366699219,-0.382967032967033,102,86,1212,968,0,1460,72.69
621,,-0.3899308983218164,100,89,1009,1353,0,1690,82.39
622,,-0.3318831572405221,100,74,566,1068,0,1584,67.79
623,,-0.41098398169336386,101,101,802,1250,0,2318,80.25
624,27.55352020263672,-0.3916067146282974,104,100,779,1340,0,2051,84.19
625,,-0.34789156626506024,100,77,472,1159,0,1025,63.29
626,,-0.3842887473460722,101,84,562,1400,0,864,68.87
627,,-0.42122719734660036,100,93,546,1396,0,1676,70.78
628,23.137771606445312,-0.36764705882352944,100,86,431,1155,0,930,59.99
629,,-0.3897783251231527,100,90,916,1302,0,2654,86.62
630,,-0.37409065472859543,101,87,674,1053,0,1847,71.32
631,,-0.37178019461934747,100,88,637,996,0,1861,71.7
632,28.958158493041992,-0.3684210526315789,102,88,628,837,0,1841,68.24
633,,-0.3950749464668094,100,89,904,855,0,1977,69.22
634,,-0.3729892761394102,102,72,999,876,0,1109,69.05
635,,-0.35741687979539644,101,80,889,980,0,1259,68.75
636,35.15351486206055,-0.38283828382838286,100,88,1006,906,0,1118,69.49
637,,-0.3872767857142857,100,84,573,1642,0,1369,71.32
638,,-0.3760262725779967,100,81,348,1242,0,846,58.66
639,,-0.3746195982958004,100,90,498,1528,0,1260,69.55
640,32.080039978027344,-0.38684719535783363,101,83,470,1563,0,1069,67.79
641,,-0.389556135770235,101,95,789,1426,0,1615,76.8
642,,-0.38115038115038113,101,85,501,1225,0,1160,63.61
643,,-0.3498422712933754,100,82,646,1304,0,1220,71.07
644,39.348472595214844,-0.37660818713450295,102,92,547,1415,0,1458,71.46
645,,-0.3821752265861027,101,85,580,1113,0,1617,71.51
646,,-0.3788130892956184,103,92,597,1023,0,1986,70.57
647,,-0.39871794871794874,100,88,568,1278,0,1274,70.14
648,46.932071685791016,-0.39631336405529954,100,85,647,1124,0,2135,73.9
649,,-0.37212563095905776,100,87,891,996,0,1679,70.02
650,,-0.38992248062015505,101,92,779,1824,0,1267,77.98
651,,-0.3633312995729103,100,87,793,1083,0,1402,70.26
652,43.63435363769531,-0.3990518683770218,100,88,1026,926,0,1634,73.26
653,,-0.3915119363395225,100,87,670,1142,0,1958,68.72
654,,-0.3740344622697564,100,85,599,949,0,1818,66.96
655,,-0.3702386998476384,100,98,866,1217,0,1855,78.72
656,48.804447174072266,-0.3726063829787234,101,81,775,1253,0,1732,76.96
657,,-0.3634453781512605,100,78,917,748,0,715,61.0
658,,-0.3895193591455274,103,81,1295,833,0,868,70.34
659,,-0.37711598746081504,103,87,1231,953,0,1006,72.87
660,36.61503982543945,-0.34859675036927623,100,80,810,924,0,974,63.75
661,,-0.3713892709766162,100,85,427,1128,0,1353,67.34
662,,-0.40217391304347827,101,95,636,1134,0,2646,74.68
663,,-0.39227086183310533,101,84,497,1040,0,1387,64.98
664,39.88873291015625,-0.37115621156211565,105,86,708,1151,0,1393,74.79
665,,-0.3878032345013477,102,88,565,1083,0,1320,65.32
666,,-0.3779976019184652,100,95,645,1059,0,1632,70.21
667,,-0.3838004101161996,101,88,523,1157,0,1246,69.92
668,38.27524948120117,-0.4023982152816509,102,86,590,1005,0,1991,71.81
669,,-0.3858336999560053,100,90,802,1418,0,2326,82.29
670,,-0.3714788732394366,102,92,762,1391,0,1823,78.64
671,,-0.38066139468008625,101,85,470,1151,0,1161,63.99
672,33.667335510253906,-0.37613293051359514,100,87,565,1043,0,1702,69.21
673,,-0.3887828162291169,101,81,812,1287,0,2091,76.86
674,,-0.36391352549889133,101,91,669,1030,0,1909,69.53
675,,-0.3971652593486128,100,81,716,1026,0,1574,69.93
676,32.25136184692383,-0.38985915492957746,101,93,694,994,0,1862,71.35
677,,-0.3642405063291139,102,80,913,726,0,1521,70.55
678,,-0.36657142857142855,100,77,1050,778,0,1672,71.22
679,,-0.35793768545994065,100,67,823,546,0,1327,59.05
680,22.164779663085938,-0.35290055248618785,101,73,820,672,0,1404,77.39
681,,-0.3665441176470588,101,85,1082,858,0,780,67.52
682,,-0.36695589298626174,101,81,1076,855,0,835,67.71
683,,-0.37315530569219957,100,87,1271,732,0,843,67.42
684,48.89634704589844,-0.36558734939759036,101,81,1123,810,0,723,68.14
685,,-0.35361552028218696,100,76,1082,467,0,719,59.85
686,,-0.375,101,84,1215,518,0,779,61.31
687,,-0.3763222131814483,100,86,1293,465,0,700,63.16
688,75.28623962402344,-0.36955205811138014,100,83,1442,628,0,1234,68.38
689,,-0.3946089262041538,101,94,974,1663,0,1889,82.51
690,,-0.37769516728624536,102,86,515,985,0,1190,62.5
691,,-0.36317460317460315,101,89,599,1159,0,1392,67.09
692,91.44644165039062,-0.36198964922369176,100,85,542,1401,0,1535,71.03
693,,-0.3857758620689655,102,87,730,1064,0,1918,73.76
694,,-0.34075967859751644,100,84,617,868,0,1253,63.64
695,,-0.372737556561086,100,86,591,1077,0,1868,67.62
696,95.11712646484375,-0.3803827751196172,100,100,747,1100,0,1915,73.65
697,,-0.40687751004016065,102,98,672,2315,0,997,79.92
698,,-0.38091769847050255,100,85,471,1591,0,684,65.35
699,,-0.36073573573573575,100,84,642,1305,0,717,64.69
700,62.077552795410156,-0.3783587509077705,100,82,595,1342,0,817,65.04
701,,-0.3977045908183633,101,88,789,1080,0,2139,77.91
702,,-0.37880299251870325,100,88,776,1201,0,2033,76.84
703,,-0.37594390507011866,100,81,690,1168,0,1850,71.62
704,54.346561431884766,-0.39735544598834605,103,96,716,1032,0,2714,75.56
705,,-0.3982122260668973,101,93,698,983,0,1787,71.68
706,,-0.3970108695652174,100,92,619,1036,0,2025,70.49
707,,-0.3885114268066708,102,83,589,1052,0,1597,65.7
708,37.71027755737305,-0.3853620146904512,100,86,785,1293,0,1734,76.28
709,,-0.38866160140268846,100,94,377,1915,0,1130,68.04
710,,-0.3838878016960209,103,91,312,1903,0,851,68.21
711,,-0.384012539184953,102,89,416,1650,0,1124,67.16
712,63.41284942626953,-0.37591727818545695,101,83,319,1830,0,849,69.78
713,,-0.3592501536570375,101,80,724,1034,0,1496,72.08
714,,-0.3793604651162791,101,84,704,1172,0,1564,69.89
715,,-0.36276174306734577,100,81,626,954,0,1954,68.99
716,44.55837631225586,-0.4009195402298851,100,91,830,1299,0,2221,79.27
717,,-0.3941213653603034,100,89,1163,1152,0,849,70.77
718,,-0.38296296296296295,100,81,837,1174,0,689,66.1
719,,-0.3667141838916607,101,81,805,1176,0,825,64.29
720,39.98249816894531,-0.38095238095238093,100,80,767,1271,0,818,66.73
721,,-0.37544848795489494,100,90,675,938,0,2289,70.49
722,,-0.3868260427263479,100,88,670,1107,0,2155,73.89
723,,-0.36247016706443913,100,91,574,1037,0,1741,68.67
724,51.93817901611328,-0.36765484383271574,101,79,722,1197,0,1859,74.28
725,,-0.37694524495677234,100,92,420,2080,0,970,70.32
726,,-0.3922668240850059,100,90,405,1973,0,1010,70.96
727,,-0.3691376701966717,100,85,200,1597,0,847,61.77
728,33.037235260009766,-0.3755113968439509,101,91,406,1872,0,1144,70.01
729,,-0.3751500600240096,100,86,468,1570,0,1294,71.78
730,,-0.39294330518697224,104,90,484,1651,0,1181,70.05
731,,-0.36746143057503505,101,76,402,1374,0,1076,64.39
732,37.88215637207031,-0.3950452850293021,100,83,537,1849,0,1368,78.51
733,,-0.3749244712990937,100,87,1441,930,0,939,76.44
734,,-0.34943396226415097,101,78,1036,758,0,856,63.4
735,,-0.3611111111111111,100,84,1204,859,0,853,70.79
736,41.06437683105469,-0.35034013605442177,101,81,1177,759,0,710,67.39
737,,-0.38695028680688337,100,84,827,1410,0,1947,80.5
738,,-0.3909495548961424,102,93,777,1402,0,1865,79.69
739,,-0.389300602130616,100,88,813,1436,0,2069,77.42
740,60.94464111328125,-0.39680314077397644,100,86,757,1180,0,1629,81.36
741,,-0.3685552407932011,100,82,696,1162,0,1672,72.68
742,,-0.3923692887423457,101,91,813,1314,0,2119,81.02
743,,-0.3945054945054945,101,92,711,1168,0,1761,71.71
744,112.26649475097656,-0.3641304347826087,103,78,685,1147,0,1480,73.61
745,,-0.3805111821086262,103,84,778,1025,0,1327,72.74
746,,-0.3879638439581351,100,95,820,1303,0,2081,81.43
747,,-0.38485639686684076,101,88,754,1247,0,1829,76.37
748,58.930450439453125,-0.37209302325581395,103,84,815,1241,0,1814,78.98
749,,-0.3723208818126148,101,90,1078,1332,0,856,76.69
750,,-0.36659356725146197,101,84,992,1077,0,667,72.02
751,,-0.35208333333333336,102,74,1019,987,0,874,68.39
752,74.16278076171875,-0.38611272515979084,101,94,1135,1129,0,1178,76.62
753,,-0.3723002159827214,101,92,826,1171,0,1707,79.95
754,,-0.3963193364437532,102,88,721,1052,0,2085,76.99
755,,-0.39285714285714285,102,97,889,1404,0,2103,85.32
756,111.25384521484375,-0.3940834653988378,100,90,765,1258,0,1763,79.31
757,,-0.34523809523809523,102,74,756,985,0,1535,73.43
758,,-0.3735839340885685,101,95,734,1131,0,2019,77.87
759,,-0.3609625668449198,100,82,622,924,0,1820,71.34
760,71.974853515625,-0.3818228630278064,101,91,734,1225,0,1925,75.48
761,,-0.3697951090548579,102,88,1353,861,0,812,72.4
762,,-0.36797957695113054,102,89,897,981,0,864,66.94
763,,-0.35350553505535054,100,86,1136,819,0,755,67.4
764,59.004127502441406,-0.3653970303421562,100,83,1021,1105,0,972,73.21
765,,-0.3638814016172507,102,84,675,1256,0,1779,74.37
766,,-0.3916443252904379,102,86,802,1273,0,2401,83.68
767,,-0.3539119804400978,100,81,649,1084,0,1539,71.03
768,109.8572998046875,-0.3950452850293021,101,94,651,1134,0,1969,75.53
769,,-0.37908324552160166,100,88,788,1165,0,1843,81.18
770,,-0.39000515198351365,104,90,721,1189,0,1972,77.32
771,,-0.37840726884019243,100,89,706,1293,0,1743,74.69
772,66.9038314819336,-0.3856749311294766,101,82,755,1222,0,1653,78.19
773,,-0.3554551772063933,101,80,960,912,0,1006,69.19
774,,-0.35784313725490197,101,72,701,1285,0,870,69.47
775,,-0.34943396226415097,100,82,831,1005,0,814,67.89
776,52.63786315917969,-0.38693957115009747,101,82,1067,908,0,1103,66.89
777,,-0.38986452584044157,100,87,756,1225,0,2005,76.02
778,,-0.3849872773536896,100,92,890,1196,0,1844,84.72
779,,-0.39502369668246445,101,91,732,1132,0,2356,77.83
780,97.19442749023438,-0.3943349753694581,102,91,726,1181,0,2153,79.75
781,,-0.37348993288590604,101,83,1271,612,0,1097,74.23
782,,-0.3815950920245399,103,82,997,759,0,1504,71.27
783,,-0.35661764705882354,101,83,785,623,0,1040,64.43
784,54.63074493408203,-0.3768729641693811,101,90,1211,676,0,1183,71.24
785,,-0.35533159947984394,100,76,1383,616,0,1077,71.93
786,,-0.3806755260243632,103,79,951,691,0,1970,73.19
787,,-0.3656229615133725,102,78,1109,630,0,1327,70.58
788,52.214786529541016,-0.3843892880470281,100,85,1169,598,0,1295,65.12
789,,-0.381936887921654,102,95,629,1257,0,1790,72.34
790,,-0.3474576271186441,100,85,462,1114,0,1374,64.51
791,,-0.39761306532663315,101,85,582,1109,0,1493,66.72
792,101.0455322265625,-0.3769541099344428,101,80,692,1185,0,2089,75.26
793,,-0.38522107813446393,101,94,640,1086,0,1576,71.52
794,,-0.3663624511082138,101,82,478,1095,0,1495,68.01
795,,-0.38253424657534246,100,89,467,1009,0,1444,67.7
796,59.33396530151367,-0.39262990455991514,101,94,799,1171,0,1802,88.33
797,,-0.3576869806094183,100,75,531,1617,0,740,72.6
798,,-0.38107416879795397,100,89,641,1666,0,821,74.35
799,,-0.35224089635854344,100,83,621,1422,0,813,70.63
800,70.2310791015625,-0.38966480446927376,100,83,625,1423,0,816,71.17
801,,-0.3874853113983549,102,91,595,1022,0,1787,72.37
802,,-0.400875386199794,100,84,688,1223,0,1973,77.48
803,,-0.38776722090261284,101,86,682,1118,0,1568,74.04
804,51.829681396484375,-0.38201363398007343,101,88,691,1178,0,1945,74.62
805,,-0.3243626062322946,103,75,973,603,0,542,62.36
806,,-0.3731287425149701,101,84,1150,774,0,748,71.24
807,,-0.37248787248787246,101,83,1327,775,0,784,71.05
808,52.25078582763672,-0.3455056179775281,100,78,971,745,0,776,66.45
809,,-0.38382434685936634,100,93,687,1222,0,1689,79.2
810,,-0.3947055324211779,101,88,538,978,0,1846,70.01
811,,-0.38408408408408407,100,93,626,1168,0,1536,77.21
812,28.675928115844727,-0.3955056179775281,100,88,792,1469,0,2189,86.76
813,,-0.389404296875,100,91,780,1283,0,2033,84.92
814,,-0.3960348162475822,100,93,699,1122,0,2315,77.92
815,,-0.39744208494208494,100,93,832,1283,0,2029,84.5
816,46.81916046142578,-0.3921514818880351,100,85,739,1155,0,1750,75.97
817,,-0.3739042481456507,104,94,431,1224,0,1311,63.9
818,,-0.3656578134651019,101,83,500,1185,0,1553,67.75
819,,-0.3851132686084142,103,78,398,1380,0,1312,67.75
820,54.20068359375,-0.37301038062283737,101,87,328,1326,0,1236,64.16
821,,-0.37616511318242346,100,79,1327,570,0,1107,67.75
822,,-0.3625866050808314,101,81,962,501,0,1135,60.18
823,,-0.35673076923076924,100,85,990,652,0,1478,68.41
824,36.449302673339844,-0.3974226804123711,100,89,1051,692,0,2137,72.32
825,,-0.38787138787138786,100,91,900,1699,0,2315,83.19
826,,-0.3983325613710051,100,89,958,1450,0,1910,78.12
827,,-0.39813451153657337,101,94,728,1125,0,2221,71.49
828,42.90204620361328,-0.4109311740890688,103,97,890,1383,0,2173,78.87
829,,-0.3584442887175893,101,86,1035,724,0,1095,67.58
830,,-0.37935729847494554,103,86,1213,795,0,1664,71.23
831,,-0.3667334669338677,101,82,960,702,0,1332,64.94
832,30.503026962280273,-0.36894132653061223,101,82,925,693,0,1518,65.85
833,,-0.38293778062860806,102,81,563,1064,0,1491,64.93
834,,-0.37445573294629897,101,89,521,843,0,1392,62.35
835,,-0.3847939640162507,101,90,635,1139,0,1672,68.78
836,17.284460067749023,-0.3787688442211055,100,85,555,1145,0,1484,66.04
837,,-0.3792929292929293,100,85,1147,1244,0,1569,78.03
838,,-0.36427514792899407,100,84,710,941,0,1053,64.79
839,,-0.3542147806004619,101,81,937,1127,0,1400,72.25
840,21.663326263427734,-0.36947689182326054,100,91,1094,1284,0,1560,75.04
841,,-0.38410017472335467,100,91,498,1293,0,1643,69.89
842,,-0.3869209809264305,100,88,421,1255,0,1260,64.37
843,,-0.37175685693106003,101,79,421,1081,0,1196,58.37
844,46.43589401245117,-0.3904682274247492,100,93,477,1633,0,1478,64.14
845,,-0.38018815716657445,100,84,721,1051,0,1842,67.03
846,,-0.3691512513601741,100,78,711,1317,0,1648,65.7
847,,-0.4057005860415557,100,85,716,1141,0,1897,65.94
848,90.5791244506836,-0.39195842450765866,104,87,667,1245,0,1744,69.69
849,,-0.36363636363636365,100,93,716,1156,0,1824,66.99
850,,-0.36886993603411516,101,94,823,1158,0,1771,66.98
851,,-0.3870380010411244,101,88,750,1196,0,1896,68.63
852,40.523860931396484,-0.3706844336765597,100,93,660,1040,0,1602,74.34
853,,-0.3602150537634409,101,82,1452,539,0,799,60.99
854,,-0.38761061946902653,100,86,1779,628,0,983,68.0
855,,-0.3831749580771381,100,90,1882,623,0,1073,67.75
856,88.03447723388672,-0.34771386430678464,101,76,1277,518,0,917,61.74
857,,-0.36428571428571427,102,81,627,1020,0,1713,64.64
858,,-0.38496652465003045,100,85,676,1072,0,1538,64.22
