episode,loss,average reward,conflicts,LoS,action LEFT,action RIGHT,action DIRECT,action LNAV,duration,epsilon
139,,0.4027168690980643,50,21,14,158,0,101,34.99,0.1
140,1.231724500656128,0.35160207483972544,50,14,6,71,0,85,33.02,0.1
141,,0.309587056939071,51,22,11,111,0,109,38.06,0.1
142,0.878530740737915,0.23202966060838745,51,20,6,88,0,91,35.9,0.1
143,,0.47617208215715473,50,18,3,88,0,148,34.84,0.1
144,0.9459114074707031,0.5107891716261367,50,12,8,87,0,105,34.12,0.1
145,,0.3907398754962898,51,16,9,71,0,109,35.14,0.1
146,1.0659633874893188,0.36704056079711017,50,17,7,88,0,92,33.54,0.1
147,,0.4725114182857763,50,13,6,104,0,87,34.33,0.1
148,1.0660945177078247,0.34795820543199074,50,18,10,95,0,107,35.56,0.1
149,,0.35767613189168557,50,18,4,95,0,102,36.45,0.1
150,1.4475314617156982,0.6721333911516207,51,11,10,100,0,172,37.48,0.1
151,,0.5651597340725132,50,14,9,93,0,147,34.62,0.1
152,1.1326192617416382,0.6146482627103975,50,13,14,107,0,171,36.22,0.1
153,,0.6287737993709093,51,9,4,102,0,107,36.77,0.1
154,1.013885736465454,0.33076978714290434,51,22,7,109,0,134,37.58,0.1
155,,0.42049913929553273,51,17,7,137,0,97,35.2,0.1
156,1.143845558166504,0.3709534759450773,51,16,4,86,0,91,35.72,0.1
157,,0.505353047917721,53,18,12,158,0,128,36.03,0.1
158,1.2786879539489746,0.08570285485492111,53,26,2,91,0,97,37.02,0.1
159,,0.4249396208990148,50,17,11,86,0,123,32.72,0.1
160,0.9932548999786377,0.5450432571676963,51,12,4,79,0,107,34.3,0.1
161,,0.4066752598452791,50,16,5,76,0,116,38.37,0.1
162,1.287097454071045,0.5739846963899964,50,17,10,103,0,180,37.1,0.1
163,,0.3867887910930114,51,18,7,108,0,99,34.64,0.1
164,0.9472055435180664,0.4806639370494236,50,14,10,72,0,104,35.47,0.1
165,,0.29724713972731304,50,20,6,107,0,102,33.65,0.1
166,1.3094615936279297,0.4240562158984276,53,18,8,94,0,127,39.77,0.1
167,,0.517506860246132,51,11,6,89,0,87,36.11,0.1
168,1.0385644435882568,0.3372916410191767,55,19,4,114,0,101,33.62,0.1
169,,0.3033345481515025,53,17,3,84,0,96,35.99,0.1
170,1.0718715190887451,0.12941320042396828,50,26,8,108,0,88,34.43,0.1
171,,0.3751303622358502,51,29,7,128,0,215,35.95,0.1
172,0.887137770652771,0.15050542217769378,54,24,8,107,0,92,39.75,0.1
173,,0.4258953060453052,50,15,7,80,0,98,35.86,0.1
174,1.0525109767913818,0.4807419878956227,51,14,3,84,0,120,35.95,0.1
175,,0.3138396016496104,52,20,8,110,0,102,37.92,0.1
176,0.9470432996749878,0.3960192079705372,51,16,5,80,0,100,33.56,0.1
177,,0.5355773470926327,50,12,3,95,0,94,36.27,0.1
178,0.9169067740440369,0.23190878451859875,50,23,4,108,0,101,34.61,0.1
179,,0.3805626037532409,50,20,8,70,0,139,34.95,0.1
180,1.3289704322814941,0.2454924412113748,50,24,3,131,0,92,37.63,0.1
181,,0.516688097998821,52,12,6,94,0,93,34.06,0.1
182,0.8894312381744385,0.38935011904490135,52,18,5,114,0,105,34.94,0.1
183,,0.4219632845729526,50,14,7,75,0,96,33.89,0.1
184,1.428402066230774,0.48118475021207163,50,13,6,101,0,94,33.72,0.1
185,,0.39040624104280625,50,15,2,80,0,100,35.99,0.1
186,0.7314424514770508,0.561704869485386,51,16,15,91,0,174,36.11,0.1
187,,0.5481808605885506,51,12,10,89,0,107,33.9,0.1
188,1.178679347038269,0.44794560968796954,52,16,11,108,0,100,33.64,0.1
189,,0.426091339719159,50,19,14,122,0,114,36.66,0.1
190,0.6402712464332581,0.4346409779601478,50,26,11,114,0,203,37.37,0.1
191,,0.2160265825475068,51,23,9,105,0,99,36.29,0.1
192,1.3929831981658936,0.4454766803094161,50,23,16,127,0,170,35.08,0.1
193,,0.3639742594234947,50,19,4,119,0,94,34.81,0.1
194,1.0019899606704712,0.2643774160810384,51,19,7,75,0,97,34.84,0.1
195,,0.32543431499267356,50,18,3,107,0,86,36.73,0.1
196,0.9304581880569458,0.4275085625699638,51,13,3,68,0,90,35.63,0.1
197,,0.34414896947403667,50,16,2,85,0,94,33.73,0.1
198,0.9903448224067688,0.2340926738931607,51,21,8,84,0,97,33.8,0.1
199,,0.4584237051672511,50,15,7,87,0,108,35.97,0.1
200,1.1025190353393555,0.7208726149209751,50,12,9,122,0,242,35.81,0.1
201,,0.10401180977957447,50,28,5,137,0,73,33.39,0.1
202,1.314220905303955,0.3508336440812088,50,20,4,113,0,104,37.46,0.1
203,,0.41798045024200886,52,18,8,108,0,123,34.72,0.1
204,1.0333702564239502,0.16335801602460787,51,28,8,130,0,104,39.19,0.1
205,,0.444683017857518,52,16,9,125,0,98,37.45,0.1
206,1.2917519807815552,0.29217597213193613,53,18,8,91,0,94,35.93,0.1
207,,0.7384098528980431,50,8,9,86,0,184,34.09,0.1
208,1.095335841178894,0.3042745152432418,50,22,4,118,0,112,37.49,0.1
209,,0.7367556838245538,50,8,9,99,0,178,35.68,0.1
210,1.102272868156433,0.4353410702182154,53,17,7,84,0,128,33.92,0.1
211,,0.27214282266910117,51,24,12,127,0,102,38.09,0.1
212,0.9621093273162842,0.33418284538324383,50,18,8,97,0,89,35.45,0.1
213,,0.5694050980906645,50,11,5,93,0,105,34.62,0.1
214,1.0752846002578735,0.5782897033553418,52,14,11,101,0,161,36.68,0.1
215,,0.5111627921269838,51,14,7,97,0,105,37.43,0.1
216,1.0689338445663452,0.4738733977605225,52,16,7,91,0,115,37.83,0.1
217,,0.5184149113081581,50,15,6,102,0,132,34.87,0.1
218,0.8657763004302979,0.4346049208821864,52,14,3,95,0,103,34.13,0.1
219,,0.43277523068617624,50,18,11,83,0,126,35.8,0.1
220,1.4032471179962158,0.4421767061449989,50,14,7,77,0,103,37.22,0.1
221,,0.22642719173053064,50,18,4,64,0,91,37.72,0.1
222,0.8394449949264526,0.4087416674567484,53,15,5,76,0,102,41.66,0.1
223,,0.3897821006839153,51,15,6,74,0,103,36.76,0.1
224,1.0068612098693848,0.30945053627530306,51,19,5,93,0,108,36.17,0.1
225,,0.4848779153093337,51,18,9,92,0,152,37.45,0.1
226,1.518479585647583,0.5529512242993895,51,17,7,138,0,157,35.73,0.1
227,,0.6018366047712033,50,16,14,95,0,190,35.41,0.1
228,1.057647466659546,0.3869089377285726,50,28,12,125,0,185,39.67,0.1
229,,0.20660402327162306,54,21,9,81,0,105,37.3,0.1
230,1.1256929636001587,0.5650820812575886,51,22,19,111,0,251,36.46,0.1
231,,0.265102465285483,50,19,2,67,0,105,37.58,0.1
232,0.9069003462791443,0.5560083663533885,50,12,7,60,0,127,37.76,0.1
233,,0.3371666858017822,50,19,3,94,0,108,37.04,0.1
234,0.7320758700370789,0.10582845046229024,51,32,7,110,0,129,36.8,0.1
235,,0.25982800336195827,51,21,6,96,0,97,35.97,0.1
236,1.0624054670333862,0.33730511279281794,50,23,12,106,0,123,37.78,0.1
237,,0.4698646194055389,51,15,10,91,0,133,37.73,0.1
238,0.9878624677658081,0.30750495006055245,53,22,13,95,0,117,38.06,0.1
239,,0.4048599775960808,50,19,6,101,0,124,36.77,0.1
240,1.3017041683197021,0.36997357805063863,51,19,3,87,0,117,35.43,0.1
241,,0.4790992404621912,52,17,8,99,0,131,35.37,0.1
242,1.1525989770889282,0.21991986686797366,50,24,8,94,0,115,40.45,0.1
243,,0.3670236925691268,51,20,4,96,0,121,35.62,0.1
244,0.9202853441238403,0.3256476082156544,50,17,6,72,0,95,34.21,0.1
245,,0.47969648732857423,50,14,8,91,0,114,35.08,0.1
246,0.8455438017845154,0.33618477068776836,53,28,8,136,0,157,41.21,0.1
247,,0.3830518658554958,51,16,8,78,0,103,37.15,0.1
248,0.7498507499694824,0.45075338617803773,51,18,8,103,0,123,35.31,0.1
249,,0.5430115950821012,51,16,6,104,0,139,36.4,0.1
250,1.1787989139556885,0.6306903931904652,51,13,8,83,0,176,37.97,0.1
251,,0.43849893188542266,51,16,9,82,0,107,37.45,0.1
252,1.3181188106536865,0.5837615610906813,51,15,7,78,0,174,38.27,0.1
253,,0.32571055342650207,51,28,6,65,0,216,37.41,0.1
254,0.8833531141281128,0.39009726543737216,50,19,6,99,0,115,35.29,0.1
255,,0.24554238676087936,50,21,5,91,0,95,37.67,0.1
256,1.0835702419281006,0.22581442587715822,54,25,6,72,0,159,35.78,0.1
257,,0.3826362029557428,51,18,5,101,0,101,38.19,0.1
258,1.013686180114746,0.3053120948857277,50,25,4,91,0,145,35.33,0.1
259,,0.5367902140038162,51,15,9,91,0,156,35.9,0.1
260,0.7954107522964478,0.247513616374655,50,28,7,91,0,154,33.38,0.1
261,,0.4816852503740011,50,24,13,106,0,236,37.53,0.1
262,0.9146971106529236,0.13234336728485635,51,23,6,65,0,116,35.31,0.1
263,,0.4245509460403956,50,14,3,73,0,97,36.14,0.1
264,0.6948585510253906,0.4488997774126098,50,18,5,106,0,118,35.54,0.1
265,,0.6271299622422051,52,12,11,90,0,137,34.58,0.1
266,0.6876091957092285,0.4735651972300012,51,15,5,98,0,112,35.99,0.1
267,,0.17388208805888133,50,20,4,56,0,100,36.72,0.1
268,0.9661697745323181,0.2918943997576028,53,22,11,61,0,132,36.82,0.1
269,,0.5570729236900824,51,14,8,84,0,135,38.02,0.1
270,1.14792799949646,0.49199752743796143,50,15,5,105,0,102,36.04,0.1
271,,0.10793302429542191,51,23,8,86,0,86,35.64,0.1
272,0.9798288345336914,0.08270548185182262,53,23,5,97,0,72,32.14,0.1
273,,0.24141724098140913,50,22,5,105,0,102,37.27,0.1
274,1.1306097507476807,0.3828055713923188,51,20,4,103,0,120,35.3,0.1
275,,0.3194482577626606,51,19,6,85,0,107,36.52,0.1
276,0.8679079413414001,0.21896909902684544,51,26,4,90,0,131,38.43,0.1
277,,0.5102606704824123,50,14,8,69,0,124,37.45,0.1
278,0.8446947336196899,0.46027780236929255,51,14,4,82,0,106,36.81,0.1
279,,0.5600921956192,51,16,14,109,0,146,37.51,0.1
280,1.082662582397461,0.38653834792460084,50,17,7,83,0,105,35.75,0.1
281,,0.4057541603747515,50,18,5,92,0,117,36.17,0.1
282,1.3599847555160522,0.39849580128341816,50,20,7,108,0,120,37.7,0.1
283,,0.46056596590688365,50,14,8,66,0,106,34.97,0.1
284,1.2306653261184692,0.49470459931729355,50,21,16,115,0,187,36.1,0.1
285,,0.3767346878729935,50,21,10,105,0,124,37.86,0.1
286,1.206649661064148,0.4358419264258146,50,15,4,73,0,109,37.31,0.1
287,,0.5976943144878378,52,14,10,94,0,151,38.58,0.1
288,0.7813344597816467,0.2927855701729364,51,22,9,96,0,108,40.04,0.1
289,,0.44312649470227444,52,16,4,87,0,108,38.42,0.1
290,0.8035406470298767,0.1920296062121432,51,22,5,103,0,83,36.42,0.1
291,,0.43858888452286243,50,20,13,89,0,142,41.35,0.1
292,0.9537686109542847,0.24551542547496727,52,20,1,92,0,102,34.89,0.1
293,,0.3908635205411322,50,14,2,71,0,103,37.03,0.1
294,0.9535568952560425,0.20244202842312414,50,24,7,121,0,97,39.12,0.1
295,,0.5342269774875834,50,16,7,97,0,155,36.95,0.1
296,1.4198334217071533,0.41165193908422837,50,27,20,118,0,186,41.98,0.1
297,,0.4027744241673184,54,19,9,88,0,137,40.45,0.1
298,0.9954844117164612,0.6251074651219247,51,11,4,82,0,138,38.68,0.1
299,,0.4235630654399055,50,16,7,77,0,122,38.21,0.1
300,0.8499237298965454,0.46420779423154435,53,15,10,93,0,109,39.65,0.1
301,,0.4439769779258016,53,16,5,101,0,102,37.24,0.1
302,0.9713324308395386,0.5097641305723525,50,16,6,85,0,139,38.18,0.1
303,,0.5152737069175913,50,16,6,97,0,151,37.57,0.1
304,1.0701546669006348,0.2263803438072052,50,24,7,89,0,112,38.74,0.1
305,,0.25592067015396447,50,22,5,62,0,139,40.73,0.1
306,0.9488765001296997,0.4115846589594774,50,17,4,79,0,124,34.44,0.1
307,,0.39530725501664066,50,17,5,77,0,105,37.92,0.1
308,0.9862880706787109,0.5798790563067123,50,10,5,74,0,108,37.27,0.1
309,,0.42463459490412014,50,19,2,96,0,131,36.68,0.1
310,1.1200940608978271,0.5488971866939386,50,19,7,82,0,218,39.95,0.1
311,,0.5619892664186474,50,15,6,109,0,148,36.96,0.1
312,0.8189049959182739,0.29974773394398135,52,17,3,69,0,99,37.28,0.1
313,,0.25547775438714004,51,24,3,97,0,117,38.46,0.1
314,0.8074105978012085,0.4196921143023896,50,17,7,86,0,115,35.12,0.1
315,,0.5953905453116135,51,15,12,127,0,146,38.68,0.1
316,1.0881998538970947,0.5862324182674008,51,18,12,89,0,225,38.77,0.1
317,,0.4965543140464762,50,20,10,84,0,191,37.63,0.1
318,0.988347053527832,-0.007440877622554695,52,32,12,103,0,101,35.41,0.1
319,,0.32250005312876,50,20,8,83,0,111,37.24,0.1
320,0.6805475950241089,0.24678746971515098,50,22,4,76,0,122,37.57,0.1
321,,0.5416319104140552,50,15,8,60,0,171,37.08,0.1
322,1.2004597187042236,0.21038068831640633,50,25,9,72,0,144,37.33,0.1
323,,0.19921083456890878,50,22,5,63,0,116,34.47,0.1
324,0.9731662273406982,0.4413287100546059,51,14,6,48,0,127,39.03,0.1
325,,0.45538731456206927,53,17,10,94,0,128,38.22,0.1
326,1.2183647155761719,0.21374673791490914,52,21,7,65,0,112,36.13,0.1
327,,0.4545005246459261,50,12,1,55,0,106,38.95,0.1
328,1.5419156551361084,0.34566586776413477,50,19,5,65,0,126,47.12,0.1
329,,0.5640587571625527,50,13,3,95,0,120,35.61,0.1
330,1.0216739177703857,0.47582456500771103,50,22,8,65,0,218,38.1,0.1
331,,0.5402588388788322,50,13,5,76,0,130,35.18,0.1
332,1.0720443725585938,0.5356937641263401,53,18,16,80,0,187,38.27,0.1
333,,0.48341400556493,50,16,10,68,0,138,35.61,0.1
334,0.9284127950668335,0.5637787965294541,50,15,7,99,0,144,38.1,0.1
335,,0.1526349283970289,53,22,3,67,0,113,38.13,0.1
336,0.7745245099067688,0.3702366464282624,50,20,7,82,0,135,36.6,0.1
337,,0.4941670085585659,52,12,4,61,0,105,36.09,0.1
338,0.8586010932922363,0.33908946514767696,51,22,6,109,0,114,37.5,0.1
339,,0.2763165263694483,51,20,11,56,0,118,34.7,0.1
340,1.3808435201644897,0.3364954590893889,54,21,5,107,0,112,35.67,0.1
341,,0.40504588239188166,50,25,11,119,0,173,35.54,0.1
342,1.4899802207946777,0.5264126800104042,50,15,6,102,0,123,36.1,0.1
343,,0.615139333417525,50,15,10,106,0,167,35.85,0.1
344,1.077440619468689,0.4652271984828544,50,19,10,87,0,149,38.47,0.1
345,,0.31644203917495156,51,28,18,81,0,184,37.53,0.1
346,1.1615725755691528,0.32925179029790824,50,26,11,67,0,194,34.85,0.1
347,,0.46042282403555673,50,18,10,91,0,137,37.06,0.1
348,1.6497247219085693,0.03821037345018106,50,22,8,43,0,98,36.77,0.1
349,,0.10820451059945148,51,23,3,66,0,107,34.72,0.1
350,0.808092474937439,0.43007205414986305,50,19,5,65,0,165,34.7,0.1
351,,0.4239775085853742,51,20,5,90,0,152,35.25,0.1
352,1.17084538936615,0.21691741461009195,51,25,6,103,0,107,33.42,0.1
353,,0.4332053155912153,51,15,3,73,0,117,35.97,0.1
354,1.1838935613632202,0.5269255269313794,51,18,8,100,0,181,41.11,0.1
355,,0.2796518001879176,50,20,4,56,0,124,35.61,0.1
356,0.6628174781799316,0.4987187954635155,50,17,3,70,0,180,34.37,0.1
357,,0.5033084696241374,52,18,11,87,0,165,35.28,0.1
358,1.1208946704864502,0.24871500465867066,50,28,5,50,0,186,39.48,0.1
359,,0.49632822651196673,50,22,5,79,0,228,34.94,0.1
360,0.8249334692955017,0.39990228117888144,51,16,5,78,0,113,37.42,0.1
361,,0.4122236479436993,50,18,9,99,0,107,35.15,0.1
362,0.8682013154029846,0.1006280242598644,50,24,6,76,0,98,33.47,0.1
363,,0.4740912460773889,50,14,4,82,0,113,36.89,0.1
364,0.9426681399345398,0.47714811729832274,52,18,9,87,0,153,34.81,0.1
365,,0.35337354473804866,50,19,7,61,0,132,35.25,0.1
366,1.5623195171356201,0.4117853408534955,50,18,8,74,0,133,34.38,0.1
367,,0.44652514998493764,52,21,10,105,0,156,34.62,0.1
368,0.8479141592979431,0.41530430935747825,50,17,6,81,0,118,33.94,0.1
369,,0.21271933768627038,50,22,7,49,0,131,37.15,0.1
370,1.0267356634140015,0.34886768156190134,50,21,2,80,0,140,36.42,0.1
371,,0.4403250710881777,50,20,12,125,0,123,37.14,0.1
372,0.8076530694961548,0.5437868661648965,51,17,9,79,0,187,34.01,0.1
373,,0.3314424243899187,51,23,4,128,0,107,37.56,0.1
374,1.0975379943847656,0.38960803021351836,53,19,6,77,0,140,36.78,0.1
375,,0.5261858630140762,51,15,9,59,0,167,36.58,0.1
376,1.0843732357025146,0.32104291506189014,51,20,4,60,0,133,36.42,0.1
377,,0.12716668939858464,50,24,8,56,0,119,39.53,0.1
378,0.7988873720169067,0.4534281550592632,52,23,5,68,0,219,36.95,0.1
379,,0.5448436287039566,52,21,11,97,0,252,37.88,0.1
380,0.7598257660865784,0.30592748020585137,50,19,10,64,0,114,34.55,0.1
381,,0.4164928775128274,50,16,6,72,0,118,37.16,0.1
382,0.8979681134223938,0.5525139937544213,51,14,10,103,0,127,36.44,0.1
383,,0.2185541248771299,51,27,5,92,0,131,35.42,0.1
384,0.9179984927177429,0.4913350750735836,51,15,5,92,0,124,36.39,0.1
385,,0.2901625920233418,50,19,4,53,0,127,38.58,0.1
