episode,loss,average reward,conflicts,LoS,instructions,action LEFT,action RIGHT,action DIRECT,action LNAV,duration,epsilon
26,2.6100993156433105,-0.3304807982094015,51,28,141,47,50,0,44,54.33,0.9382499999999996
27,,-0.7579953536829869,50,33,126,45,38,0,43,72.36,0.9382499999999996
28,2.5537967681884766,-0.7435700790700427,50,44,170,60,56,0,54,62.38,0.9334999999999996
29,,-0.6635841892682742,51,30,123,49,35,0,39,64.63,0.9334999999999996
30,2.48697829246521,-0.06956008113145754,50,20,139,51,39,0,49,72.28,0.9287499999999995
31,,-0.8944944068915336,50,47,163,48,52,0,63,42.21,0.9287499999999995
32,2.33655047416687,-0.4046612822073659,50,31,153,51,45,0,57,54.54,0.9239999999999995
33,,-0.4402082801151212,52,25,117,42,36,0,39,61.15,0.9239999999999995
34,2.3518788814544678,-0.2396154528831279,50,29,163,65,45,0,53,59.48,0.9192499999999995
35,,-0.7817892137498651,50,42,156,52,37,0,67,82.1,0.9192499999999995
36,1.9164469242095947,-0.7730323422519574,50,41,156,51,51,0,54,69.51,0.9144999999999994
37,,-0.33557240882640516,50,35,179,59,56,0,64,55.87,0.9144999999999994
38,1.9563192129135132,-0.9702530091574498,51,44,146,53,42,0,51,70.91,0.9097499999999994
39,,-0.9708779818976168,50,39,129,45,37,0,47,53.49,0.9097499999999994
40,1.993114709854126,-0.5335592083032092,50,31,137,37,44,0,56,45.88,0.9049999999999994
41,,-0.8512873456195056,53,37,132,49,36,0,47,40.64,0.9049999999999994
42,2.56722354888916,-0.30874035478910006,32,18,92,26,31,0,35,97.45,0.9002499999999993
43,,-0.10952803092015859,32,18,116,51,29,0,36,96.88,0.9002499999999993
44,2.2081007957458496,-0.3293924405930806,53,34,182,64,56,0,62,73.88,0.8954999999999993
45,,-0.5221425110683595,50,47,212,68,54,0,90,44.78,0.8954999999999993
46,1.9762380123138428,0.18387514892875967,51,17,157,53,45,0,59,67.34,0.8907499999999993
47,,-0.6231358012055496,50,30,124,45,41,0,38,46.61,0.8907499999999993
48,2.577706813812256,-0.3182225907370187,50,32,173,62,57,0,54,66.54,0.8859999999999992
49,,-0.48047075541319567,50,29,132,47,42,0,43,60.78,0.8859999999999992
50,2.6113038063049316,-1.05227073870222,50,39,122,40,34,0,48,49.07,0.8812499999999992
51,,-0.8169190236335392,22,24,88,29,28,0,31,96.78,0.8812499999999992
52,2.0302631855010986,-0.7051003600745929,51,46,175,68,51,0,56,47.2,0.8764999999999992
53,,-0.5440034356394113,50,37,167,67,45,0,55,43.99,0.8764999999999992
54,2.262824535369873,-0.3274924047463736,50,32,166,51,46,0,69,55.68,0.8717499999999991
55,,-0.19554658294397703,50,24,140,46,46,0,48,66.93,0.8717499999999991
56,2.0121166706085205,-0.20932739690349292,52,36,212,67,60,0,85,72.51,0.8669999999999991
57,,-0.7878240554742041,35,27,98,27,35,0,36,97.37,0.8669999999999991
58,2.729829788208008,-0.567828626971227,50,42,178,66,46,0,66,82.95,0.8622499999999991
59,,-1.4615048434608915,51,43,111,32,33,0,46,77.02,0.8622499999999991
60,2.3469338417053223,-0.5102974419640164,50,35,156,53,49,0,54,83.32,0.857499999999999
61,,-0.1559379475088514,29,12,72,26,25,0,21,98.37,0.857499999999999
62,1.933886170387268,-0.6024455680957466,50,42,176,56,51,0,69,55.97,0.852749999999999
63,,-0.6691657639504026,50,34,134,39,38,0,57,41.3,0.852749999999999
64,2.3249130249023438,-0.5092076411220935,50,32,139,51,38,0,50,46.38,0.847999999999999
65,,-1.070512781038224,50,54,168,35,49,0,84,60.76,0.847999999999999
66,2.202599287033081,-0.9408663274994871,50,43,146,50,34,0,62,49.48,0.843249999999999
67,,-0.9920831361063265,50,36,120,33,34,0,53,69.89,0.843249999999999
68,2.551246166229248,-0.3710905935332014,50,32,165,49,52,0,64,58.36,0.8384999999999989
69,,-1.5794828948392032,50,74,183,61,41,0,81,42.53,0.8384999999999989
70,2.101161241531372,-1.1814430330259675,22,20,60,28,17,0,15,97.57,0.8337499999999989
71,,-0.6112903711762688,50,37,153,51,50,0,52,70.55,0.8337499999999989
72,2.146254539489746,-1.0800103738484652,50,50,157,54,41,0,62,47.7,0.8289999999999988
73,,-0.3291285520167155,31,18,93,34,26,0,33,97.31,0.8289999999999988
74,2.400242328643799,-0.6656417414249973,51,34,139,43,38,0,58,94.57,0.8242499999999988
75,,-0.2557034321283941,52,25,140,45,40,0,55,42.11,0.8242499999999988
76,2.2231850624084473,-0.6528016195373222,50,33,134,56,27,0,51,62.92,0.8194999999999988
77,,-0.7787882412677246,51,41,149,53,47,0,49,50.84,0.8194999999999988
78,2.319192886352539,-0.4205908095006559,51,26,128,47,36,0,45,52.16,0.8147499999999988
79,,-0.6317246843385294,51,36,147,53,44,0,50,81.63,0.8147499999999988
80,2.370232105255127,-0.4253913610541498,50,28,138,42,36,0,60,48.86,0.8099999999999987
81,,-0.36517415062032005,50,23,112,38,29,0,45,80.35,0.8099999999999987
82,2.492751359939575,-0.3244790156511262,50,32,165,61,48,0,56,44.8,0.8052499999999987
83,,-0.9112213612676908,52,54,188,75,44,0,69,92.59,0.8052499999999987
84,2.3207287788391113,-1.0789894516110248,51,43,133,43,32,0,58,57.0,0.8004999999999987
85,,-0.770130278959351,50,35,131,42,37,0,52,52.91,0.8004999999999987
86,1.905866265296936,-0.6428950400705074,50,35,143,43,39,0,61,39.06,0.7957499999999986
87,,-0.042933046159728885,51,23,158,49,53,0,56,78.54,0.7957499999999986
88,2.50319766998291,-1.4186825241268983,50,42,110,47,33,0,30,46.87,0.7909999999999986
89,,-0.48498114646576035,24,18,84,29,21,0,34,97.77,0.7909999999999986
90,2.5050084590911865,-0.19388495230585162,52,28,169,69,42,0,58,50.99,0.7862499999999986
91,,-0.31914036277926305,50,32,168,62,49,0,57,61.36,0.7862499999999986
92,2.600783348083496,-0.981126273226101,50,45,150,62,29,0,59,62.03,0.7814999999999985
93,,-0.20494490486060263,50,33,190,63,52,0,75,44.08,0.7814999999999985
94,1.9771441221237183,-0.839859797806375,50,55,201,70,52,0,79,45.46,0.7767499999999985
95,,-1.0067027311129786,51,64,210,72,42,0,96,54.96,0.7767499999999985
96,1.875226616859436,-0.7604208547735836,50,41,158,66,34,0,58,46.13,0.7719999999999985
97,,-0.6564424730529032,50,36,146,66,37,0,43,47.78,0.7719999999999985
98,1.768965721130371,-0.5365523604328679,51,38,174,69,43,0,62,56.38,0.7672499999999984
99,,-0.2326133076651457,50,31,180,72,55,0,53,55.59,0.7672499999999984
100,2.4560718536376953,-0.3536315869318387,53,26,134,51,37,0,46,62.84,0.7624999999999984
101,,-0.6229156886450979,27,18,75,29,22,0,24,97.45,0.7624999999999984
102,2.790051221847534,-0.8744206320214056,50,40,140,51,33,0,56,72.71,0.7577499999999984
103,,-0.40022035102086645,50,32,157,56,40,0,61,50.34,0.7577499999999984
104,2.350125789642334,-0.7659452689090013,50,46,173,72,39,0,62,80.53,0.7529999999999983
105,,-0.5425904983509248,50,47,205,75,53,0,77,61.13,0.7529999999999983
106,2.2429404258728027,-0.523409237331055,50,39,170,69,41,0,60,51.76,0.7482499999999983
107,,-0.32104064032839946,34,20,105,33,29,0,43,97.57,0.7482499999999983
108,2.09041166305542,-1.2685082584275635,50,50,141,48,29,0,64,73.6,0.7434999999999983
109,,-0.5300024341648047,51,28,125,52,31,0,42,72.39,0.7434999999999983
110,2.5532751083374023,-0.5345729310984441,50,38,164,53,39,0,72,73.85,0.7387499999999982
111,,-0.7381545621046646,50,46,180,55,50,0,75,66.74,0.7387499999999982
112,1.8429582118988037,-0.436551322551189,28,22,100,31,28,0,41,97.68,0.7339999999999982
113,,-0.6294742707618236,51,31,128,49,27,0,52,53.36,0.7339999999999982
114,2.46052885055542,-0.28996821342986473,25,14,76,27,19,0,30,97.17,0.7292499999999982
115,,-0.5497869561116566,50,31,135,43,36,0,56,49.51,0.7292499999999982
116,2.792311668395996,-0.46347266767640727,50,27,124,39,28,0,57,39.58,0.7244999999999981
117,,-0.7710980795927822,50,41,154,57,40,0,57,72.56,0.7244999999999981
118,2.436885356903076,-0.5877633162164476,37,28,121,40,27,0,54,97.72,0.7197499999999981
119,,-0.7422006949121983,51,41,159,51,40,0,68,54.23,0.7197499999999981
120,2.3389892578125,-1.0732660173639437,50,40,127,46,30,0,51,59.94,0.7149999999999981
121,,-1.2794612483970491,52,52,147,63,32,0,52,43.48,0.7149999999999981
122,2.2147765159606934,-0.9298943740444454,50,46,156,64,32,0,60,90.79,0.710249999999998
123,,-0.5151847922852677,51,40,177,74,36,0,67,91.51,0.710249999999998
124,2.5727169513702393,-0.37549323424485176,24,22,110,45,19,0,46,97.95,0.705499999999998
125,,-0.5626215954731989,54,44,193,57,52,0,84,52.57,0.705499999999998
126,2.633985757827759,-0.5774783870313859,24,20,86,27,18,0,41,101.11,0.700749999999998
127,,-0.9090916684984973,50,33,114,39,30,0,45,64.3,0.700749999999998
128,2.2487130165100098,-1.0156469729910647,50,45,148,44,30,0,74,73.48,0.695999999999998
129,,-1.1011450824722264,50,50,155,61,32,0,62,61.16,0.695999999999998
130,2.3787240982055664,-0.8156647876141893,50,44,159,58,40,0,61,56.56,0.6912499999999979
131,,-0.5444487618995701,53,38,166,48,37,0,81,39.9,0.6912499999999979
132,2.2205944061279297,-0.9238062563672645,54,51,173,65,40,0,68,45.51,0.6864999999999979
133,,-0.530508890493634,50,35,152,51,45,0,56,80.79,0.6864999999999979
134,2.7980527877807617,-0.09832516319888925,50,21,129,53,22,0,54,71.59,0.6817499999999979
135,,-0.6378945607190414,24,18,74,31,14,0,29,97.36,0.6817499999999979
136,1.5600849390029907,-0.6546203167412266,36,26,104,41,23,0,40,97.53,0.6769999999999978
137,,-0.9702385325106201,51,49,163,61,34,0,68,60.75,0.6769999999999978
138,2.3507962226867676,-1.2670343543143827,22,18,50,19,12,0,19,97.75,0.6722499999999978
139,,-1.1957735037264925,50,46,136,46,32,0,58,63.55,0.6722499999999978
140,2.4354097843170166,-0.4751104740362853,50,30,140,50,41,0,49,49.39,0.6674999999999978
141,,-0.4670256021425366,50,35,169,64,39,0,66,42.3,0.6674999999999978
142,3.0244603157043457,-0.91130843494244,50,54,186,66,47,0,73,49.74,0.6627499999999977
143,,-0.8656560169546229,50,52,187,63,40,0,84,59.57,0.6627499999999977
144,1.6530265808105469,-0.5734987528025186,50,35,154,63,36,0,55,57.83,0.6579999999999977
145,,-0.30441894931526564,51,31,165,60,42,0,63,45.73,0.6579999999999977
146,2.55214524269104,-0.5158431961513466,50,28,126,53,26,0,47,73.98,0.6532499999999977
147,,-0.5120267082258285,50,32,145,48,32,0,65,74.92,0.6532499999999977
148,1.7956702709197998,-0.3921821900890282,20,14,70,33,12,0,25,97.29,0.6484999999999976
149,,-0.43210982279014276,52,32,152,53,31,0,68,65.53,0.6484999999999976
150,2.183199882507324,-0.8903307641793183,50,37,128,54,25,0,49,45.41,0.6437499999999976
151,,-0.7414045420774698,51,40,154,54,36,0,64,90.28,0.6437499999999976
152,2.0346879959106445,-1.159882570485475,50,53,159,63,34,0,62,64.78,0.6389999999999976
153,,-0.47404915260154534,50,30,139,48,30,0,61,50.47,0.6389999999999976
154,2.370134115219116,-0.20475098437519595,51,27,162,76,30,0,56,50.27,0.6342499999999975
155,,-0.8225358210479894,51,37,135,49,26,0,60,56.23,0.6342499999999975
156,2.443624496459961,-0.920096391184128,50,55,189,70,45,0,74,43.36,0.6294999999999975
157,,-0.6965636901704247,51,48,187,69,41,0,77,52.92,0.6294999999999975
158,2.4180917739868164,-1.3466530537378345,18,18,50,18,11,0,21,107.41,0.6247499999999975
159,,-0.6076899396862367,50,35,142,60,32,0,50,53.31,0.6247499999999975
160,2.6983542442321777,-1.0092303385555783,50,35,113,46,21,0,46,43.02,0.6199999999999974
161,,-0.6622782177679761,53,38,153,52,29,0,72,79.9,0.6199999999999974
162,2.690704107284546,-0.8967792138092551,51,43,151,61,34,0,56,69.19,0.6152499999999974
163,,-0.8312148755186964,50,31,113,48,23,0,42,48.54,0.6152499999999974
164,2.6427805423736572,-0.7353688830311406,50,47,181,68,45,0,68,51.89,0.6104999999999974
165,,-0.606367031636822,50,45,189,70,46,0,73,59.32,0.6104999999999974
166,2.9164958000183105,-0.9061626164606305,51,43,149,57,19,0,73,39.78,0.6057499999999973
167,,-0.7884437697755,50,42,157,56,24,0,77,78.69,0.6057499999999973
168,2.402331590652466,-1.1530776165981396,50,49,150,56,24,0,70,51.43,0.6009999999999973
169,,-1.1388332100514864,50,38,115,48,16,0,51,45.92,0.6009999999999973
170,2.634629964828491,-0.7421029203763887,51,42,162,60,35,0,67,83.66,0.5962499999999973
171,,-0.7396222233232478,51,35,135,53,26,0,56,51.83,0.5962499999999973
172,2.410191059112549,-1.0526021484288297,50,38,120,46,25,0,49,75.26,0.5914999999999973
173,,-0.7419534567607835,51,39,148,71,24,0,53,85.06,0.5914999999999973
174,2.069328784942627,-0.49941913564292273,51,38,170,67,27,0,76,43.95,0.5867499999999972
175,,-0.30227872925507004,50,32,173,73,34,0,66,93.36,0.5867499999999972
176,2.6004714965820312,-0.5575183834747424,26,22,99,34,19,0,46,98.05,0.5819999999999972
177,,-0.3584504709838568,51,37,190,65,39,0,86,61.32,0.5819999999999972
178,2.6405909061431885,-0.612589409926829,50,39,167,63,39,0,65,44.23,0.5772499999999972
179,,-0.42436151058928095,50,29,139,55,31,0,53,58.94,0.5772499999999972
180,2.2321012020111084,-1.081085312346732,50,53,168,72,33,0,63,63.25,0.5724999999999971
181,,-1.1924915919629078,50,48,144,55,23,0,66,73.32,0.5724999999999971
182,2.5289788246154785,-0.42021196092253016,50,26,126,49,23,0,54,58.85,0.5677499999999971
183,,-1.3039650565466638,50,65,184,73,33,0,78,95.87,0.5677499999999971
184,2.5262610912323,-0.5564808171592822,51,32,137,65,22,0,50,53.61,0.5629999999999971
185,,-0.6661603171855773,51,44,174,83,32,0,59,48.73,0.5629999999999971
186,2.2759652137756348,-0.2976443392663454,26,22,120,45,22,0,53,97.65,0.558249999999997
187,,-0.7319397880717758,50,49,194,88,26,0,80,79.15,0.558249999999997
188,2.3638968467712402,-0.33995365187512055,50,34,179,81,22,0,76,76.06,0.553499999999997
189,,-0.8410827577066892,50,38,137,57,21,0,59,71.48,0.553499999999997
190,2.3269309997558594,-0.3974145313985705,50,29,143,52,32,0,59,63.33,0.548749999999997
191,,-1.281585173462237,50,39,109,39,20,0,50,64.07,0.548749999999997
192,2.5715293884277344,-0.4186430899523662,51,36,177,73,29,0,75,69.7,0.5439999999999969
193,,-0.08491092812366978,50,26,178,82,25,0,71,50.77,0.5439999999999969
194,2.3652548789978027,-0.919240987139232,50,32,111,46,15,0,50,47.13,0.5392499999999969
195,,-1.090179362453695,26,22,68,30,17,0,21,97.81,0.5392499999999969
196,2.3572981357574463,-0.3957108436024736,50,33,165,62,35,0,68,58.93,0.5344999999999969
197,,-0.9906375995791257,50,49,163,65,19,0,79,47.92,0.5344999999999969
198,2.1258230209350586,-0.2586519174579632,50,23,129,53,21,0,55,53.93,0.5297499999999968
199,,-0.9533111636137083,50,41,139,56,22,0,61,59.92,0.5297499999999968
200,2.2766225337982178,-0.6228161669330534,50,36,150,58,26,0,66,73.78,0.5249999999999968
201,,-0.844203995677768,22,20,72,34,10,0,28,97.89,0.5249999999999968
202,2.8712213039398193,-0.808002309509842,50,39,141,59,27,0,55,44.07,0.5202499999999968
203,,-0.5448845663889019,50,31,133,55,28,0,50,57.89,0.5202499999999968
204,2.459902286529541,-0.22110789667383238,50,26,147,62,28,0,57,61.32,0.5154999999999967
205,,-0.6662045090008879,50,36,144,67,31,0,46,58.48,0.5154999999999967
206,2.6625185012817383,-0.9263699759272682,51,47,159,61,29,0,69,44.3,0.5107499999999967
207,,-0.668688858883953,50,34,138,55,20,0,63,71.31,0.5107499999999967
208,2.1142361164093018,-0.9816652383933273,22,20,66,23,16,0,27,97.99,0.5059999999999967
209,,-0.9319740396693398,50,41,138,49,19,0,70,40.97,0.5059999999999967
210,2.6402573585510254,-1.1556131464596449,50,55,166,60,28,0,78,75.36,0.5012499999999966
211,,-0.7979151156208987,50,41,154,74,30,0,50,48.78,0.5012499999999966
212,2.321284055709839,-0.5764275877346992,24,18,76,33,9,0,34,98.46,0.49649999999999667
213,,-1.0447729126863066,51,38,120,40,29,0,51,40.16,0.49649999999999667
214,2.039332389831543,-1.6475174261077539,22,20,48,21,8,0,19,97.52,0.4917499999999967
215,,-0.7536617200093447,30,20,74,36,12,0,26,97.84,0.4917499999999967
216,2.4783337116241455,-1.087510862427381,51,45,143,63,18,0,62,55.08,0.4869999999999967
217,,-0.6044466015271341,50,35,146,61,16,0,69,47.0,0.4869999999999967
218,2.4416325092315674,-0.6505140317742328,50,39,161,67,31,0,63,67.71,0.48224999999999674
219,,-0.8208642813782419,50,50,181,68,24,0,89,43.92,0.48224999999999674
220,2.2817068099975586,-0.6658437726139663,53,42,167,68,28,0,71,44.45,0.47749999999999676
221,,-0.7756777768252636,20,24,94,31,14,0,49,97.74,0.47749999999999676
222,2.233435869216919,-0.6837230610958193,50,38,151,59,26,0,66,93.06,0.4727499999999968
223,,-0.8295102546903582,50,45,163,61,36,0,66,55.28,0.4727499999999968
224,2.2141785621643066,-0.8354151128506484,50,52,188,67,36,0,85,56.83,0.4679999999999968
225,,-0.510769307365639,51,41,183,66,38,0,79,48.36,0.4679999999999968
226,2.0197391510009766,-1.4079366051605566,50,59,158,62,21,0,75,61.85,0.46324999999999683
227,,-0.7488987054447771,50,43,162,64,25,0,73,55.41,0.46324999999999683
228,2.590364456176758,-0.7484601968095251,38,30,113,51,17,0,45,97.6,0.45849999999999685
229,,-0.5281428587024005,24,16,68,25,11,0,32,97.33,0.45849999999999685
230,2.088623523712158,-0.24243791945066095,50,28,155,76,17,0,62,51.05,0.4537499999999969
231,,-0.9367371083132753,50,43,147,66,22,0,59,88.12,0.4537499999999969
232,2.6071419715881348,-0.5746887652568157,50,34,146,67,25,0,54,64.78,0.4489999999999969
233,,-0.6917700571203483,50,37,150,62,26,0,62,59.44,0.4489999999999969
234,2.8481087684631348,-1.0533900376815206,50,44,141,60,20,0,61,83.14,0.4442499999999969
235,,-0.5647197414220173,50,43,196,78,33,0,85,54.81,0.4442499999999969
236,1.9633644819259644,-0.6904449254984616,50,41,161,73,16,0,72,73.93,0.43949999999999695
237,,-0.7517158566738147,50,42,160,68,16,0,76,86.63,0.43949999999999695
238,2.332904815673828,-0.8401534217407264,50,46,167,67,22,0,78,43.09,0.43474999999999697
239,,-1.129664638647546,50,50,153,69,17,0,67,51.25,0.43474999999999697
240,1.7967159748077393,-1.0604630053835165,50,58,185,55,24,0,106,60.13,0.429999999999997
241,,-0.8269490502977281,30,32,117,52,18,0,47,98.33,0.429999999999997
242,2.7390313148498535,-0.958857884667019,51,46,161,64,23,0,74,51.98,0.425249999999997
243,,-0.22396492888196334,51,30,177,75,30,0,72,89.44,0.425249999999997
244,2.3297743797302246,-0.9188305134738634,50,43,147,62,22,0,63,47.39,0.42049999999999704
245,,-0.8874474464586554,50,49,173,62,35,0,76,60.37,0.42049999999999704
246,2.1018621921539307,-0.802142024157635,51,40,146,64,26,0,56,78.11,0.41574999999999707
247,,-1.19883873537856,24,24,69,25,7,0,37,103.17,0.41574999999999707
248,2.2501211166381836,-0.8528945884922917,22,20,72,28,7,0,37,97.59,0.4109999999999971
249,,-0.9456672965252431,50,54,186,68,31,0,87,58.1,0.4109999999999971
250,2.3148293495178223,-0.1724049977938651,51,29,176,84,22,0,70,65.81,0.4062499999999971
251,,-0.6130767648107149,18,18,76,35,13,0,28,97.89,0.4062499999999971
252,1.748669147491455,-1.3725142240970898,51,59,163,64,21,0,78,53.57,0.40149999999999714
253,,-0.749173783349009,34,32,123,55,14,0,54,98.38,0.40149999999999714
254,2.584825038909912,-1.037491745260733,51,58,187,70,30,0,87,77.11,0.39674999999999716
255,,-0.3779484145594885,50,32,161,76,16,0,69,66.5,0.39674999999999716
256,2.237988233566284,-0.5481700874877368,50,29,131,55,23,0,53,58.59,0.3919999999999972
257,,-1.2650454504643762,51,52,148,58,20,0,70,64.87,0.3919999999999972
258,2.707699775695801,-1.0012705089884706,47,55,181,79,23,0,79,98.34,0.3872499999999972
259,,-0.4900183891814703,51,40,183,77,22,0,84,49.09,0.3872499999999972
260,1.685861349105835,-0.41082404355110635,24,18,88,46,7,0,35,98.2,0.38249999999999723
261,,-0.2828415586586611,35,30,160,62,18,0,80,98.18,0.38249999999999723
262,2.5469346046447754,-0.32226467648767515,28,24,131,54,23,0,54,98.29,0.37774999999999725
263,,-0.36745144840598043,50,32,159,70,24,0,65,55.42,0.37774999999999725
264,2.8536510467529297,-0.607483032336449,51,36,153,76,15,0,62,50.81,0.3729999999999973
265,,-1.2573565572848506,51,49,139,52,25,0,62,53.0,0.3729999999999973
266,2.4633233547210693,-0.7137240708284265,51,37,143,55,20,0,68,63.13,0.3682499999999973
267,,-1.1203268176006325,22,26,80,36,9,0,35,97.91,0.3682499999999973
268,2.8903942108154297,-0.06388117174119774,50,21,141,61,29,0,51,45.03,0.3634999999999973
269,,-1.443685282169612,51,51,133,54,16,0,63,78.74,0.3634999999999973
270,2.4926013946533203,-0.7936612474845676,50,54,203,80,23,0,100,44.32,0.35874999999999735
271,,-0.5294100827657972,50,34,155,71,30,0,54,61.47,0.35874999999999735
272,2.5616278648376465,-0.9402865172413141,50,48,162,60,20,0,82,65.83,0.3539999999999974
273,,-0.8179032107302258,50,54,198,84,18,0,96,44.95,0.3539999999999974
274,2.863901376724243,-0.7095716881706955,52,52,206,85,29,0,92,73.65,0.3492499999999974
275,,-0.8021456635398608,50,49,179,83,19,0,77,51.84,0.3492499999999974
276,1.9598257541656494,-1.1810195736429518,50,43,130,48,18,0,64,92.85,0.3444999999999974
277,,-0.6503556493521118,50,39,157,59,25,0,73,46.54,0.3444999999999974
278,2.499462127685547,-1.064902851255477,51,40,126,56,17,0,53,48.72,0.33974999999999744
279,,-1.2545255098465922,50,45,127,48,15,0,64,52.43,0.33974999999999744
280,2.2626094818115234,-0.8799902586119853,51,47,168,75,14,0,79,75.24,0.33499999999999747
281,,-0.9042921372006246,51,39,134,70,14,0,50,88.71,0.33499999999999747
282,2.3993821144104004,-1.0233100680561436,50,61,197,95,18,0,84,67.88,0.3302499999999975
283,,-0.6940445655301339,51,51,201,90,24,0,87,70.83,0.3302499999999975
284,2.895782947540283,-0.48360297523951523,50,35,162,69,18,0,75,86.05,0.3254999999999975
285,,-0.19278322514370494,50,30,179,80,17,0,82,70.69,0.3254999999999975
286,2.198193311691284,-1.0955340542914873,50,54,166,69,21,0,76,56.57,0.32074999999999754
287,,-0.8077313678404506,23,22,82,39,4,0,39,97.51,0.32074999999999754
288,2.681288242340088,-0.5058856810938925,50,35,156,68,25,0,63,46.0,0.31599999999999756
289,,-1.0788666950712953,22,22,70,29,4,0,37,97.34,0.31599999999999756
290,2.4086194038391113,-0.7695708362824659,50,47,178,84,16,0,78,47.93,0.3112499999999976
291,,-0.8773021920409587,50,42,149,64,16,0,69,46.92,0.3112499999999976
292,2.6706697940826416,-2.127386880528932,22,28,56,31,4,0,21,97.93,0.3064999999999976
293,,-0.7584791708699012,51,47,182,85,14,0,83,85.56,0.3064999999999976
294,2.712092876434326,-0.1668751074246295,50,27,170,71,22,0,77,51.2,0.30174999999999763
295,,-0.6284829053927846,51,34,139,61,17,0,61,40.1,0.30174999999999763
296,2.1154894828796387,-1.325890691558626,50,44,121,57,13,0,51,81.01,0.29699999999999765
297,,-1.2173792619702404,50,45,131,59,11,0,61,53.92,0.29699999999999765
298,2.678302764892578,-1.1060814290088576,20,26,82,29,4,0,49,99.92,0.2922499999999977
299,,-1.3536437467710833,51,52,141,71,7,0,63,80.08,0.2922499999999977
300,2.205124855041504,-0.5820516870680373,51,33,140,63,11,0,66,66.03,0.2874999999999977
301,,-0.6254084233288769,52,39,163,73,13,0,77,72.94,0.2874999999999977
302,2.1307685375213623,-0.8957516670641201,50,48,167,80,8,0,79,52.0,0.2827499999999977
303,,-0.6112605028279902,28,30,127,67,9,0,51,97.93,0.2827499999999977
304,2.361743450164795,-0.44631177036544606,50,29,140,65,18,0,57,51.92,0.27799999999999775
305,,-0.3503825472568048,51,27,139,63,8,0,68,40.54,0.27799999999999775
306,2.2126166820526123,-1.200952812059411,50,67,200,99,28,0,73,45.27,0.2732499999999978
307,,-0.9231881208573873,50,43,151,62,14,0,75,63.67,0.2732499999999978
308,2.018690347671509,-0.6136998194647569,50,41,174,80,18,0,76,89.61,0.2684999999999978
309,,-0.9371186020989228,50,45,153,70,10,0,73,55.08,0.2684999999999978
310,2.5919711589813232,-0.596468621549084,38,32,132,61,7,0,64,98.66,0.2637499999999978
311,,-0.5800599259200889,50,47,201,97,15,0,89,49.82,0.2637499999999978
312,2.4141907691955566,-0.7815104663833501,50,42,157,67,14,0,76,75.55,0.25899999999999784
313,,-1.2294115222907742,51,58,170,73,13,0,84,53.36,0.25899999999999784
314,2.628040313720703,-0.9379093692391977,50,31,107,50,16,0,41,51.78,0.25424999999999787
315,,-0.7469250250548932,31,30,116,61,6,0,49,98.31,0.25424999999999787
316,2.484614849090576,-1.081918100319702,51,50,159,71,16,0,72,55.8,0.24949999999999786
317,,-1.3006382612977103,26,18,50,20,2,0,28,97.8,0.24949999999999786
318,2.0993943214416504,-1.3841205527999019,20,22,60,34,4,0,22,97.9,0.24474999999999786
319,,-0.9080415477777667,37,32,109,52,11,0,46,98.29,0.24474999999999786
