episode,loss,average reward,conflicts,LoS,action LEFT,action RIGHT,action DIRECT,action LNAV,duration,epsilon
379,,-0.3758052970651396,100,91,738,700,0,1356,60.92,0.1
380,0.17505207657814026,-0.38461538461538464,101,89,913,935,0,1688,67.15,0.1
381,,-0.38523706896551724,100,90,937,967,0,1808,66.81,0.1
382,,-0.3788098693759071,100,89,702,743,0,1311,57.87,0.1
383,,-0.3495518565941101,100,81,815,837,0,1472,64.08,0.1
384,0.17479164898395538,-0.38062924120913016,100,93,827,857,0,1558,64.15,0.1
385,,-0.3755223880597015,100,87,864,848,0,1638,64.0,0.1
386,,-0.3629088378566458,100,89,747,781,0,1346,57.8,0.1
387,,-0.36118251928020567,100,89,816,802,0,1494,64.67,0.1
388,0.17505207657814026,-0.3485124468731026,100,81,834,835,0,1625,67.02,0.1
389,,-0.3817841547099189,100,87,825,844,0,1537,63.67,0.1
390,,-0.3826530612244898,100,86,879,945,0,1704,69.83,0.1
391,,-0.3685790527018012,102,92,768,756,0,1474,62.07,0.1
392,0.17609374225139618,-0.36153846153846153,101,86,775,781,0,1434,61.96,0.1
393,,-0.3635471204188482,100,79,803,777,0,1476,63.96,0.1
394,,-0.3702194357366771,101,91,835,828,0,1527,64.27,0.1
395,,-0.37441549766199067,103,82,751,815,0,1428,63.42,0.1
396,0.17609374225139618,-0.3525791324736225,100,86,869,843,0,1700,66.65,0.1
397,,-0.34551724137931034,101,80,755,774,0,1371,62.02,0.1
398,,-0.41055718475073316,100,93,868,886,0,1656,66.79,0.1
399,,-0.3912616593028964,102,90,1060,1025,0,1989,73.41,0.1
400,0.17531248927116394,-0.36745255894192064,101,83,888,884,0,1706,69.64,0.1
401,,-0.389530931339225,101,83,764,770,0,1408,63.82,0.1
402,,-0.3495702005730659,102,84,716,715,0,1361,58.3,0.1
403,,-0.39418735891647855,104,97,891,911,0,1742,67.25,0.1
404,0.1771354079246521,-0.36518171160609614,100,84,869,882,0,1661,63.56,0.1
405,,-0.3872638634978672,103,93,842,808,0,1632,66.11,0.1
406,,-0.38611272515979084,100,93,853,893,0,1696,71.41,0.1
407,,-0.3867867867867868,101,85,883,847,0,1600,66.4,0.1
408,0.17557290196418762,-0.37988997555012227,101,85,838,875,0,1559,65.98,0.1
409,,-0.3810879190385832,101,79,804,818,0,1540,65.24,0.1
410,,-0.34272918861959956,100,93,1009,971,0,1816,70.15,0.1
411,,-0.37038089823763504,101,82,910,897,0,1711,65.32,0.1
412,0.17557290196418762,-0.3669920683343502,103,85,830,865,0,1583,71.44,0.1
413,,-0.3669064748201439,100,87,841,859,0,1636,68.55,0.1
414,,-0.35284909204758924,101,87,817,878,0,1499,64.88,0.1
415,,-0.36927480916030536,100,87,806,824,0,1514,65.7,0.1
416,0.1758333146572113,-0.390661252900232,101,88,884,865,0,1699,63.61,0.1
417,,-0.39571428571428574,101,87,935,912,0,1653,66.55,0.1
418,,-0.35981912144702843,100,81,807,791,0,1498,61.17,0.1
419,,-0.3825779870512066,102,81,842,884,0,1672,65.07,0.1
420,0.17531247437000275,-0.38362919132149903,101,86,805,796,0,1441,64.21,0.1
421,,-0.3816916488222698,100,92,946,987,0,1803,69.53,0.1
422,,-0.33989145183175035,100,81,760,743,0,1445,62.08,0.1
423,,-0.36105610561056106,104,87,786,762,0,1482,65.24,0.1
424,0.17479164898395538,-0.38437849944008956,102,86,936,919,0,1717,66.68,0.1
425,,-0.38625866050808316,103,93,890,905,0,1669,67.04,0.1
426,,-0.35843981170141226,102,89,777,804,0,1393,62.57,0.1
427,,-0.3566646378575776,103,79,882,855,0,1549,64.99,0.1
428,0.17609372735023499,-0.3912825651302605,101,87,1012,1043,0,1937,71.11,0.1
429,,-0.37537180249851276,101,85,845,850,0,1667,64.44,0.1
430,,-0.38433609958506226,104,85,1026,977,0,1853,70.32,0.1
431,,-0.3479181369089626,100,80,713,728,0,1393,62.73,0.1
432,0.17505206167697906,-0.3927519151443724,102,93,839,865,0,1690,68.41,0.1
433,,-0.3819142324425109,100,82,832,855,0,1531,65.01,0.1
434,,-0.3786531130876747,100,88,825,814,0,1509,64.52,0.1
435,,-0.37987012987012986,100,92,737,720,0,1315,59.39,0.1
436,0.17479166388511658,-0.3651406508549366,102,86,898,921,0,1807,67.51,0.1
437,,-0.3845690174804099,101,83,877,829,0,1612,65.72,0.1
438,,-0.36585365853658536,102,79,863,829,0,1588,65.25,0.1
439,,-0.3661723163841808,101,80,713,732,0,1387,60.8,0.1
440,0.17817705869674683,-0.38356643356643355,100,86,756,695,0,1409,61.0,0.1
441,,-0.3528082633957392,102,78,815,772,0,1511,65.09,0.1
442,,-0.39742051589682065,100,91,887,843,0,1604,66.06,0.1
443,,-0.3468586387434555,100,80,771,786,0,1499,61.84,0.1
444,0.17635415494441986,-0.36775732788002724,103,91,766,783,0,1385,61.42,0.1
445,,-0.36726726726726727,100,85,895,874,0,1561,67.98,0.1
446,,-0.3942717854966484,101,84,849,870,0,1563,66.02,0.1
447,,-0.38404507710557534,103,88,872,853,0,1647,65.25,0.1
448,0.17557290196418762,-0.3780620577027763,101,82,937,918,0,1819,68.18,0.1
449,,-0.38465941614195764,101,92,892,939,0,1663,66.69,0.1
450,,-0.3631544068919814,100,94,787,776,0,1455,65.41,0.1
451,,-0.35368098159509204,101,81,849,849,0,1562,64.94,0.1
452,0.17531247437000275,-0.38857501569365976,101,85,830,831,0,1525,64.61,0.1
453,,-0.3809865900383142,101,91,1080,1127,0,1969,75.5,0.1
454,,-0.39463048498845266,101,87,885,914,0,1665,65.59,0.1
455,,-0.39271255060728744,103,89,873,902,0,1683,67.42,0.1
456,0.1771353930234909,-0.38242210464432685,104,85,868,864,0,1670,67.9,0.1
457,,-0.38026819923371646,101,91,825,852,0,1455,66.99,0.1
458,,-0.3702928870292887,100,84,721,733,0,1414,60.29,0.1
459,,-0.3739946380697051,100,86,793,798,0,1393,61.36,0.1
460,0.17635415494441986,-0.37681159420289856,103,89,780,825,0,1569,63.65,0.1
461,,-0.3694968553459119,100,80,817,840,0,1523,65.13,0.1
462,,-0.36815523657628924,102,92,1014,1002,0,1746,70.58,0.1
463,,-0.3856338028169014,100,85,896,907,0,1747,67.55,0.1
464,0.17635414004325867,-0.3820724729815639,101,83,795,848,0,1503,68.35,0.1
465,,-0.3924012158054711,102,86,851,827,0,1612,64.54,0.1
466,,-0.3685461956521739,100,87,731,752,0,1461,64.07,0.1
467,,-0.36134453781512604,102,79,753,745,0,1358,61.33,0.1
468,0.17609374225139618,-0.37976190476190474,100,88,839,869,0,1652,66.57,0.1
469,,-0.3912536443148688,100,91,889,895,0,1646,67.32,0.1
470,,-0.36623215394165115,102,85,862,848,0,1512,67.47,0.1
471,,-0.3907222914072229,100,87,850,830,0,1532,63.12,0.1
472,0.17739582061767578,-0.362357669122572,100,86,781,796,0,1409,73.62,0.1
473,,-0.3894297635605007,101,83,721,770,0,1385,57.2,0.1
474,,-0.37876712328767126,101,88,766,735,0,1419,62.91,0.1
475,,-0.39260077305356156,100,88,938,947,0,1737,68.28,0.1
476,0.17765623331069946,-0.36028416779431666,100,81,771,765,0,1420,59.19,0.1
477,,-0.37167449139280123,100,92,963,991,0,1880,70.82,0.1
478,,-0.36293706293706296,101,85,723,714,0,1423,62.16,0.1
479,,-0.35663659793814434,101,76,785,820,0,1499,64.47,0.1
480,0.17661456763744354,-0.37810794420861127,100,83,860,849,0,1589,65.56,0.1
481,,-0.3510841836734694,100,88,799,790,0,1547,62.37,0.1
482,,-0.3665678280207561,101,85,688,743,0,1267,59.62,0.1
483,,-0.39552631578947367,101,96,989,974,0,1837,72.06,0.1
484,0.17791664600372314,-0.3475083056478405,100,74,761,792,0,1457,63.17,0.1
485,,-0.3869721936148301,100,88,970,1015,0,1899,74.35,0.1
486,,-0.3960518198642813,100,88,880,854,0,1508,64.58,0.1
487,,-0.3686131386861314,100,79,766,765,0,1483,59.59,0.1
488,0.1758333146572113,-0.3828947368421053,102,94,756,779,0,1505,62.78,0.1
489,,-0.36161497952018723,101,91,864,874,0,1680,65.66,0.1
490,,-0.3791486291486291,100,82,772,692,0,1308,62.7,0.1
491,,-0.3872141372141372,103,93,1020,977,0,1851,71.73,0.1
492,0.17609372735023499,-0.36072607260726075,101,83,792,791,0,1447,61.47,0.1
493,,-0.3772509003601441,100,95,868,866,0,1598,66.74,0.1
494,,-0.3676748582230624,101,85,837,807,0,1530,64.59,0.1
495,,-0.3597459966869133,100,82,922,905,0,1795,68.46,0.1
496,0.17739582061767578,-0.350597609561753,102,79,805,780,0,1427,62.0,0.1
497,,-0.3681434599156118,102,85,736,709,0,1399,58.71,0.1
498,,-0.36573511543134873,102,87,842,844,0,1606,62.57,0.1
499,,-0.36273817925194074,101,83,676,739,0,1419,60.67,0.1
500,0.17947915196418762,-0.3893175074183976,101,82,878,867,0,1625,63.27,0.1
501,,-0.38942581011938604,101,91,914,919,0,1685,66.28,0.1
502,,-0.3987613149118628,101,89,1091,1089,0,2018,73.83,0.1
503,,-0.36743772241992884,102,98,870,867,0,1635,65.13,0.1
504,0.17557290196418762,-0.3672496025437202,100,82,634,649,0,1233,57.36,0.1
505,,-0.36852051835853133,101,86,954,959,0,1791,70.61,0.1
506,,-0.35069674850696747,101,86,797,813,0,1404,62.81,0.1
507,,-0.37460216422660725,100,89,790,818,0,1534,64.5,0.1
508,0.1784374862909317,-0.36637931034482757,101,81,900,881,0,1699,65.5,0.1
509,,-0.36738703339882123,100,81,838,738,0,1478,62.51,0.1
510,,-0.34698147041243277,101,79,873,882,0,1591,64.79,0.1
511,,-0.3935991016282987,101,89,898,878,0,1786,68.22,0.1
512,0.17635415494441986,-0.3637037037037037,101,80,635,699,0,1366,58.97,0.1
513,,-0.3823008849557522,102,80,853,857,0,1680,66.68,0.1
514,,-0.37031150667514307,103,86,830,828,0,1488,62.71,0.1
515,,-0.38282138794084186,100,80,899,878,0,1739,68.73,0.1
516,0.17479164898395538,-0.38516405135520687,100,85,723,726,0,1355,63.95,0.1
517,,-0.39401888772298005,101,89,959,986,0,1867,72.08,0.1
518,,-0.3456175298804781,100,78,799,806,0,1407,59.61,0.1
519,,-0.3888546798029557,100,83,855,837,0,1556,64.95,0.1
520,0.17531248927116394,-0.39533527696793,100,93,874,886,0,1670,64.71,0.1
521,,-0.37599771949828964,100,92,893,904,0,1711,73.99,0.1
522,,-0.39454845814977973,101,91,936,949,0,1747,69.08,0.1
523,,-0.3822690992018244,101,85,891,923,0,1694,68.66,0.1
524,0.17791664600372314,-0.382032667876588,100,86,815,841,0,1650,67.29,0.1
525,,-0.3740251949610078,100,82,829,863,0,1642,68.02,0.1
526,,-0.38555347091932457,100,95,850,810,0,1538,63.17,0.1
527,,-0.3717624763108023,102,83,812,816,0,1538,67.82,0.1
528,0.17609372735023499,-0.3806064434617814,100,89,848,798,0,1520,64.63,0.1
529,,-0.3876750700280112,101,88,926,918,0,1726,69.58,0.1
530,,-0.3630952380952381,100,83,841,805,0,1546,64.34,0.1
531,,-0.38132400430570507,102,95,980,913,0,1823,71.85,0.1
532,0.17609372735023499,-0.3986446670595168,100,89,902,887,0,1605,79.99,0.1
533,,-0.4071604938271605,103,98,1006,1051,0,1993,75.61,0.1
534,,-0.35609397944199705,103,78,708,706,0,1310,57.07,0.1
535,,-0.37688098495212036,102,81,768,774,0,1382,63.11,0.1
536,0.17765624821186066,-0.40663390663390664,101,91,1045,1066,0,1959,71.3,0.1
537,,-0.35502210991787747,101,84,762,846,0,1558,63.51,0.1
538,,-0.3636991028295376,100,87,769,764,0,1365,64.69,0.1
539,,-0.36528497409326427,104,80,789,787,0,1512,63.85,0.1
540,0.1747916340827942,-0.3461251862891207,101,75,648,700,0,1336,58.58,0.1
541,,-0.37105816398037844,100,82,715,765,0,1374,61.39,0.1
542,,-0.37229806598407283,100,91,897,899,0,1720,68.9,0.1
543,,-0.3650887573964497,101,83,842,878,0,1660,66.21,0.1
544,0.17374998331069946,-0.3637883008356546,101,83,937,940,0,1713,67.31,0.1
545,,-0.3706182281708094,100,90,788,817,0,1533,63.41,0.1
546,,-0.37577065351418004,104,90,849,831,0,1564,66.37,0.1
547,,-0.3715862870424172,100,88,884,907,0,1651,69.27,0.1
548,0.1758333146572113,-0.3935883620689655,100,93,968,938,0,1806,69.78,0.1
549,,-0.3608108108108108,103,84,772,747,0,1441,61.65,0.1
550,,-0.39669421487603307,102,91,893,892,0,1603,67.34,0.1
551,,-0.3620331950207469,100,78,749,746,0,1397,63.36,0.1
552,0.17739582061767578,-0.35151763740771125,101,82,662,640,0,1136,55.83,0.1
553,,-0.38031746031746033,100,86,786,836,0,1528,66.18,0.1
554,,-0.3713168971737823,100,88,871,821,0,1634,65.95,0.1
555,,-0.3865571776155718,104,86,870,857,0,1561,65.69,0.1
556,0.17609372735023499,-0.38227241615331964,100,91,750,755,0,1417,62.43,0.1
557,,-0.38605161998901705,100,86,913,958,0,1771,68.67,0.1
558,,-0.38672102504368083,103,92,913,858,0,1663,66.43,0.1
559,,-0.36411245865490627,101,91,892,936,0,1800,65.94,0.1
560,0.17739582061767578,-0.3528270509977827,100,86,894,923,0,1791,69.31,0.1
561,,-0.39658025372311084,103,93,899,980,0,1747,69.13,0.1
562,,-0.3798405466970387,101,95,937,887,0,1688,70.6,0.1
563,,-0.37477902180318207,103,84,882,868,0,1644,66.65,0.1
564,0.17687498033046722,-0.3888268156424581,102,89,924,926,0,1730,68.76,0.1
565,,-0.37536916715888957,100,81,928,857,0,1601,66.66,0.1
566,,-0.36796407185628743,101,83,831,845,0,1664,65.91,0.1
567,,-0.372219053051911,100,87,932,873,0,1701,63.99,0.1
568,0.17531248927116394,-0.37407407407407406,100,86,767,810,0,1393,58.45,0.1
569,,-0.36202090592334496,102,81,770,739,0,1361,61.57,0.1
570,,-0.3658455392809587,101,93,789,733,0,1482,60.28,0.1
571,,-0.3779743746186699,100,89,844,870,0,1564,64.53,0.1
572,0.17635415494441986,-0.35,100,79,809,829,0,1522,62.76,0.1
573,,-0.38584615384615384,100,83,862,839,0,1549,62.14,0.1
574,,-0.39966648137854366,100,92,910,918,0,1770,69.92,0.1
575,,-0.36877172653534185,100,85,871,919,0,1662,70.17,0.1
576,0.17635415494441986,-0.36792452830188677,100,86,711,751,0,1400,60.72,0.1
577,,-0.3853620146904512,102,88,973,984,0,1855,70.22,0.1
578,,-0.37929093978615647,101,84,911,925,0,1718,64.15,0.1
579,,-0.36999383857054835,102,87,796,840,0,1610,64.45,0.1
580,0.17739582061767578,-0.40108142493638677,100,90,831,836,0,1477,64.85,0.1
581,,-0.3893905191873589,101,90,955,889,0,1700,69.26,0.1
582,,-0.3544973544973545,101,78,838,790,0,1396,63.61,0.1
583,,-0.3977066988533494,102,90,836,855,0,1623,67.71,0.1
584,0.17531248927116394,-0.37292993630573246,100,88,825,797,0,1518,64.67,0.1
585,,-0.382404181184669,101,88,874,880,0,1690,66.5,0.1
586,,-0.36853720050441363,101,87,812,825,0,1535,64.46,0.1
587,,-0.39926062846580407,100,88,852,815,0,1579,65.0,0.1
588,0.1784374713897705,-0.3718032786885246,100,85,793,810,0,1447,63.67,0.1
589,,-0.3807912545549193,102,96,973,987,0,1882,69.83,0.1
590,,-0.3738379814077025,100,81,805,803,0,1404,64.67,0.1
591,,-0.38034717916924987,101,87,864,835,0,1527,61.24,0.1
592,0.1758333146572113,-0.38570566948130275,102,89,859,865,0,1592,86.4,0.1
593,,-0.3801498127340824,102,94,978,932,0,1828,72.47,0.1
594,,-0.3837953091684435,100,87,704,734,0,1376,61.41,0.1
595,,-0.3911901983663944,100,89,896,899,0,1633,68.41,0.1
596,0.17374998331069946,-0.38672566371681416,102,93,859,863,0,1668,66.83,0.1
597,,-0.37874564459930316,100,85,739,742,0,1389,61.67,0.1
598,,-0.35453100158982515,100,85,659,671,0,1186,59.81,0.1
599,,-0.3709016393442623,101,86,796,747,0,1385,61.39,0.1
600,0.17687499523162842,-0.3659987476518472,103,84,825,805,0,1564,64.84,0.1
601,,-0.3831908831908832,101,79,903,879,0,1728,67.29,0.1
602,,-0.3678082191780822,102,82,758,778,0,1384,62.2,0.1
603,,-0.36628259551243175,100,88,838,827,0,1633,66.25,0.1
604,0.1786978840827942,-0.357685009487666,102,76,858,818,0,1486,62.62,0.1
605,,-0.36381709741550694,101,86,799,754,0,1465,59.92,0.1
606,,-0.3879367172050099,100,88,765,809,0,1460,64.4,0.1
607,,-0.35833831440526004,100,83,866,881,0,1599,63.63,0.1
608,0.17531248927116394,-0.3792029887920299,102,88,850,813,0,1549,65.61,0.1
609,,-0.3695388349514563,100,78,835,825,0,1636,67.06,0.1
610,,-0.39385330578512395,100,88,970,1014,0,1888,70.48,0.1
611,,-0.37555982085732564,101,84,828,804,0,1494,64.0,0.1
612,0.1758333146572113,-0.36452762923351156,102,87,877,864,0,1625,67.12,0.1
613,,-0.371042026482441,101,91,909,886,0,1679,66.28,0.1
614,,-0.36976600985221675,100,80,838,791,0,1619,66.64,0.1
615,,-0.3752535496957404,100,89,750,747,0,1461,62.12,0.1
616,0.17609372735023499,-0.3940298507462687,102,90,828,891,0,1631,66.08,0.1
617,,-0.3880936890045543,100,91,796,830,0,1448,62.85,0.1
618,,-0.36008560727661854,100,88,952,944,0,1842,72.8,0.1
619,,-0.3931681178834561,102,92,801,778,0,1407,65.81,0.1
620,0.17531248927116394,-0.38001083423618637,100,90,985,934,0,1773,68.87,0.1
621,,-0.39021017699115046,100,90,927,925,0,1764,68.41,0.1
622,,-0.3706415620641562,101,84,748,753,0,1367,61.71,0.1
623,,-0.3871242200794101,101,90,914,902,0,1710,67.52,0.1
624,0.1745312362909317,-0.3761764705882353,100,92,892,862,0,1646,68.1,0.1
625,,-0.38870967741935486,100,88,769,821,0,1510,62.28,0.1
626,,-0.3746186699206833,100,90,847,832,0,1599,66.99,0.1
627,,-0.4014814814814815,100,92,1048,1037,0,1965,74.63,0.1
628,0.1771353930234909,-0.3767876787678768,103,87,910,938,0,1788,68.23,0.1
629,,-0.37604790419161677,100,85,820,908,0,1612,67.9,0.1
630,,-0.3659440958357102,100,95,870,873,0,1763,66.47,0.1
631,,-0.36357615894039735,101,84,776,771,0,1473,62.77,0.1
632,0.17479164898395538,-0.39695841092489137,102,87,839,831,0,1552,65.47,0.1
633,,-0.36666666666666664,100,81,875,848,0,1667,70.53,0.1
634,,-0.36590038314176243,101,90,820,776,0,1536,66.95,0.1
635,,-0.37008141112618725,101,85,730,780,0,1438,63.39,0.1
636,0.1758333146572113,-0.3733836206896552,100,81,939,955,0,1818,70.12,0.1
637,,-0.3742084052964882,100,79,858,874,0,1742,65.22,0.1
638,,-0.37373417721518987,100,82,818,822,0,1520,63.78,0.1
639,,-0.39106145251396646,100,92,806,834,0,1582,64.06,0.1
640,0.17791664600372314,-0.3633603238866397,100,87,769,761,0,1434,65.84,0.1
641,,-0.359465737514518,100,89,915,902,0,1627,66.64,0.1
642,,-0.3868253047011027,101,95,881,882,0,1683,68.49,0.1
643,,-0.3730006397952655,100,81,818,808,0,1500,63.1,0.1
644,0.17869791388511658,-0.3870538092701119,102,94,965,1010,0,1779,73.13,0.1
645,,-0.3846433770014556,101,89,715,704,0,1329,59.02,0.1
646,,-0.3826017979904812,102,86,948,964,0,1870,69.56,0.1
647,,-0.36298568507157464,104,83,747,785,0,1402,63.54,0.1
648,0.17661456763744354,-0.3596923076923077,103,82,878,832,0,1540,65.71,0.1
649,,-0.3799112801013942,100,91,821,822,0,1513,64.87,0.1
650,,-0.3808848553601815,100,93,942,939,0,1645,73.53,0.1
651,,-0.38052884615384613,100,84,1066,1093,0,2001,78.41,0.1
652,0.17661455273628235,-0.36545853926414057,102,91,972,906,0,1764,76.17,0.1
653,,-0.37858508604206503,101,88,814,797,0,1527,68.1,0.1
654,,-0.3630225080385852,100,90,791,756,0,1563,68.67,0.1
655,,-0.3915441176470588,101,87,868,850,0,1546,68.07,0.1
656,0.1771354079246521,-0.3805179517363155,100,82,888,851,0,1659,72.82,0.1
657,,-0.35479041916167664,100,85,880,862,0,1598,68.43,0.1
658,,-0.36826347305389223,100,80,781,776,0,1449,64.13,0.1
659,,-0.3808176100628931,104,87,825,820,0,1535,65.9,0.1
660,0.17817705869674683,-0.39145496535796764,102,98,868,902,0,1694,73.04,0.1
661,,-0.38724584103512016,102,84,821,857,0,1568,69.43,0.1
662,,-0.3637105549510337,100,84,973,959,0,1744,73.34,0.1
663,,-0.39212423738214086,100,88,899,933,0,1774,69.54,0.1
664,0.1745312511920929,-0.3885050251256281,103,91,849,810,0,1525,65.93,0.1
665,,-0.34989858012170383,101,75,757,761,0,1440,63.18,0.1
666,,-0.3868042526579112,101,86,795,806,0,1597,64.72,0.1
667,,-0.3909952606635071,100,90,937,1001,0,1860,69.41,0.1
668,0.17687498033046722,-0.3637540453074434,100,87,819,791,0,1480,65.41,0.1
669,,-0.3637846655791191,100,81,961,963,0,1754,74.28,0.1
670,,-0.3675534991324465,100,85,904,862,0,1692,71.13,0.1
671,,-0.35205110961667785,101,86,786,765,0,1423,62.08,0.1
672,0.17427082359790802,-0.3685837971552257,102,85,853,830,0,1551,67.55,0.1
673,,-0.399210686095932,100,84,839,843,0,1612,67.55,0.1
674,,-0.38421052631578945,100,91,910,936,0,1764,68.65,0.1
675,,-0.3955304254173398,102,90,960,1003,0,1751,70.55,0.1
676,0.1758333146572113,-0.37672018348623854,102,95,900,878,0,1710,68.25,0.1
677,,-0.3801801801801802,101,83,842,870,0,1618,69.04,0.1
678,,-0.3713574982231699,100,86,761,711,0,1342,61.11,0.1
679,,-0.36504424778761063,103,84,796,816,0,1552,63.68,0.1
680,0.17609374225139618,-0.35608856088560886,101,85,866,816,0,1570,67.88,0.1
681,,-0.38840399002493764,100,90,854,845,0,1509,67.53,0.1
682,,-0.3654661016949153,100,82,744,735,0,1353,64.44,0.1
683,,-0.37990343995172,102,83,861,859,0,1594,66.41,0.1
684,0.17791664600372314,-0.3875479978058146,100,90,961,955,0,1730,67.93,0.1
685,,-0.36596385542168675,100,81,724,675,0,1257,59.45,0.1
686,,-0.36860068259385664,100,86,899,911,0,1706,65.48,0.1
687,,-0.3757941550190597,101,90,810,788,0,1550,63.88,0.1
688,0.1784374862909317,-0.4127234490010515,100,98,975,961,0,1868,72.27,0.1
689,,-0.3638095238095238,101,82,793,794,0,1563,64.37,0.1
690,,-0.35745296671490595,100,83,737,720,0,1307,64.75,0.1
691,,-0.3972817564035546,100,90,988,974,0,1864,74.52,0.1
692,0.1758333146572113,-0.3705298013245033,101,87,790,776,0,1454,64.21,0.1
693,,-0.3708827404479578,102,85,786,789,0,1461,64.08,0.1
694,,-0.3694704049844237,100,87,816,851,0,1543,70.34,0.1
695,,-0.3660826032540676,100,90,843,817,0,1536,64.31,0.1
696,0.17661458253860474,-0.3770236612702366,100,84,832,818,0,1562,67.39,0.1
697,,-0.3984295845997974,101,89,983,1015,0,1950,73.51,0.1
698,,-0.35893416927899685,102,87,822,856,0,1512,66.07,0.1
699,,-0.3767370046320124,100,93,1031,1040,0,1815,73.3,0.1
700,0.17791664600372314,-0.37375178316690444,100,83,700,696,0,1408,60.21,0.1
701,,-0.3826934795856185,102,86,827,847,0,1608,67.52,0.1
702,,-0.39580171977744055,100,101,1009,1003,0,1942,76.08,0.1
703,,-0.380800464037123,100,87,868,881,0,1699,69.6,0.1
704,0.17505207657814026,-0.3543870566272558,100,72,837,826,0,1551,68.63,0.1
705,,-0.366087477531456,101,80,856,866,0,1616,65.58,0.1
706,,-0.3661221590909091,101,79,724,730,0,1362,60.59,0.1
707,,-0.37344028520499106,100,91,887,866,0,1613,69.48,0.1
708,0.17635414004325867,-0.3649971214738054,101,91,857,897,0,1720,69.09,0.1
709,,-0.35947712418300654,100,79,717,696,0,1341,61.42,0.1
710,,-0.3876556578234976,100,93,917,931,0,1846,70.17,0.1
711,,-0.36415220293724965,103,83,747,770,0,1479,64.98,0.1
712,0.17687498033046722,-0.37271655863288156,101,84,888,850,0,1656,70.77,0.1
713,,-0.3552036199095023,100,81,667,696,0,1289,59.64,0.1
714,,-0.364114552893045,101,78,851,893,0,1678,68.67,0.1
715,,-0.37419122933141624,100,77,718,706,0,1358,62.19,0.1
716,0.17479164898395538,-0.34340817501439264,100,77,921,891,0,1662,68.72,0.1
717,,-0.36395759717314485,100,85,882,886,0,1628,70.97,0.1
718,,-0.3935103244837758,102,95,869,898,0,1623,70.83,0.1
719,,-0.3760635280771412,100,93,901,926,0,1699,70.33,0.1
720,0.17374998331069946,-0.3960967564595932,101,92,951,963,0,1724,67.62,0.1
721,,-0.3715415019762846,100,85,789,804,0,1443,65.23,0.1
722,,-0.37058118633912523,102,82,834,836,0,1668,65.01,0.1
723,,-0.3989547038327526,101,90,868,840,0,1736,67.51,0.1
724,0.1758333146572113,-0.381483913328956,100,85,794,783,0,1469,62.36,0.1
725,,-0.3793888166449935,100,83,777,793,0,1506,64.23,0.1
726,,-0.39923119165293797,100,93,959,943,0,1740,73.02,0.1
727,,-0.3282015395381386,100,81,695,758,0,1405,62.55,0.1
728,0.1745312362909317,-0.3783231083844581,100,81,788,722,0,1424,64.38,0.1
729,,-0.3680511182108626,101,87,790,803,0,1537,64.09,0.1
730,,-0.3666456494325347,101,87,798,802,0,1572,66.75,0.1
731,,-0.37017994858611825,104,86,817,802,0,1493,64.82,0.1
732,0.1771354079246521,-0.37577962577962576,100,88,964,966,0,1918,72.51,0.1
733,,-0.38245219347581555,100,85,917,908,0,1731,71.1,0.1
734,,-0.40130861504907306,102,93,947,942,0,1779,70.82,0.1
735,,-0.36844135802469136,101,83,713,641,0,1238,60.37,0.1
736,0.1758333146572113,-0.3919277748274031,102,89,973,995,0,1798,71.39,0.1
737,,-0.37691326530612246,102,84,775,849,0,1512,65.3,0.1
738,,-0.38485054347826086,101,89,747,765,0,1432,67.12,0.1
739,,-0.389267461669506,100,80,921,920,0,1681,68.25,0.1
740,0.17557290196418762,-0.3616333725029377,102,83,891,915,0,1598,66.85,0.1
741,,-0.38038548752834467,100,88,863,888,0,1777,72.3,0.1
742,,-0.36894075403949733,101,86,902,839,0,1601,70.88,0.1
743,,-0.3684895833333333,101,79,809,790,0,1473,64.46,0.1
744,0.1758333146572113,-0.3940576230492197,101,87,848,871,0,1613,69.24,0.1
745,,-0.38301693175987683,101,92,984,1013,0,1901,73.94,0.1
746,,-0.3794529262086514,101,86,812,837,0,1495,67.31,0.1
747,,-0.3663455749548465,102,89,835,852,0,1635,68.36,0.1
748,0.1758333146572113,-0.3480050664977834,100,82,807,820,0,1531,67.54,0.1
749,,-0.37252549490101977,101,84,850,859,0,1625,68.1,0.1
750,,-0.35670391061452517,101,83,912,914,0,1754,74.59,0.1
751,,-0.37871777924653005,100,85,772,782,0,1472,63.48,0.1
752,0.17557290196418762,-0.37834036568213786,104,84,743,718,0,1383,67.32,0.1
753,,-0.3842530282637954,100,84,762,775,0,1435,66.83,0.1
754,,-0.38169642857142855,101,90,837,809,0,1490,65.16,0.1
755,,-0.38086854460093894,103,85,876,920,0,1612,70.4,0.1
756,0.1758333146572113,-0.3828317710902812,102,89,1009,1032,0,2013,78.53,0.1
757,,-0.349882491186839,101,84,875,899,0,1630,70.64,0.1
758,,-0.37892533147243546,100,82,760,726,0,1380,61.89,0.1
759,,-0.3840909090909091,100,91,939,918,0,1663,68.75,0.1
760,0.1771354079246521,-0.3925645872715816,100,85,808,818,0,1548,71.51,0.1
761,,-0.3792997542997543,102,91,837,811,0,1608,68.48,0.1
762,,-0.39435525634386326,100,91,970,1013,0,1879,77.87,0.1
763,,-0.35909868796349115,104,81,909,943,0,1654,67.84,0.1
764,0.1784374862909317,-0.37393422655298414,100,94,815,838,0,1631,70.01,0.1
765,,-0.3831417624521073,105,86,801,824,0,1507,64.02,0.1
