episode,loss,average reward,conflicts,LoS,instructions,action LEFT,action RIGHT,action DIRECT,action LNAV,duration,epsilon
1,,-0.3102422324529439,26,18,92,27,31,0,36,72.93,1.0
2,1.4953337907791138,0.35376939486333386,24,8,94,29,33,0,32,78.89,0.99525
