episode,loss,average reward,conflicts,LoS,action LEFT,action RIGHT,action DIRECT,action LNAV,duration
432,0.27036455273628235,-0.4134755210857974,100,94,904,461,0,2761,75.31
433,,-0.3955532574974147,100,96,814,432,0,2622,73.55
434,,-0.40710241893978383,103,92,795,748,0,2343,70.61
435,,-0.420844327176781,102,96,989,484,0,3075,89.82
436,0.281562477350235,-0.41632088520055327,102,101,873,535,0,2930,76.58
437,,-0.38995433789954337,102,93,917,609,0,2854,76.84
438,,-0.40655283802491926,100,92,924,590,0,2820,74.69
439,,-0.3986842105263158,101,85,922,817,0,2821,77.72
440,0.2576041519641876,-0.38141202426916715,100,86,748,651,0,2227,71.89
441,,-0.3901128425577646,101,83,760,677,0,2285,76.77
442,,-0.3993157380254154,102,89,793,776,0,2523,74.06
443,,-0.40967896502156204,103,92,979,569,0,2626,77.1
444,0.2698436975479126,-0.3860103626943005,102,96,862,741,0,2643,74.12
445,,-0.4117032392894462,100,102,812,403,0,2613,72.1
446,,-0.41087470449172575,101,97,917,604,0,2709,87.82
447,,-0.4113950565563469,100,99,990,880,0,2904,77.04
448,0.2641145586967468,-0.4146122814881219,100,89,973,698,0,2791,77.11
449,,-0.41042944785276075,102,100,1026,712,0,3152,81.6
450,,-0.40935064935064935,100,92,794,692,0,2364,69.77
451,,-0.36944444444444446,101,91,859,656,0,2805,91.69
452,0.27010414004325867,-0.4084967320261438,100,86,857,473,0,2648,70.74
453,,-0.4238517324738114,102,93,1005,688,0,3271,83.02
454,,-0.42111062141912736,103,94,950,687,0,2901,78.97
455,,-0.4215101838052658,102,102,828,511,0,2687,74.26
456,0.28052079677581787,-0.4002932551319648,100,96,812,747,0,2533,83.54
457,,-0.39279913373037356,101,91,764,632,0,2298,65.94
458,,-0.3990185950413223,101,90,824,547,0,2501,72.59
459,,-0.4101966873706004,100,89,777,574,0,2513,72.57
460,0.2685416340827942,-0.40689110994213573,103,83,831,504,0,2467,69.94
461,,-0.41149126069170694,100,102,1153,476,0,3749,104.21
462,,-0.39266877637130804,103,92,752,681,0,2359,69.05
463,,-0.3989071038251366,102,86,885,580,0,2927,79.88
464,0.2796093225479126,-0.39627791563275433,103,95,766,540,0,2724,72.85
465,,-0.4114886008046491,101,89,906,699,0,2869,77.95
466,,-0.3863114377583831,101,82,900,719,0,2735,83.56
467,,-0.39529472595656673,100,90,849,696,0,2323,74.19
468,0.28429681062698364,-0.41134070158577607,101,90,826,736,0,2600,77.27
469,,-0.4027568922305764,101,92,832,489,0,2669,75.8
470,,-0.3930376193149916,100,93,733,578,0,2251,65.46
471,,-0.40468384074941455,100,88,844,769,0,2657,76.67
472,0.28234371542930603,-0.4149463253509496,101,101,1054,539,0,3251,93.81
473,,-0.4175084175084175,102,94,827,635,0,2696,74.33
474,,-0.3950617283950617,102,86,834,810,0,2244,69.57
475,,-0.4052863436123348,100,102,1040,452,0,3048,82.8
476,0.26229164004325867,-0.4070993914807302,102,100,1037,587,0,3306,94.32
477,,-0.4040772532188841,102,97,1037,437,0,3186,88.23
478,,-0.4019950124688279,100,89,762,636,0,2612,71.35
479,,-0.4297810821974391,102,99,1023,608,0,3211,87.46
480,0.2509635090827942,-0.40244969378827644,100,98,989,485,0,3098,80.1
481,,-0.3873897249610794,101,88,822,666,0,2366,76.68
482,,-0.39953392024857587,100,88,850,540,0,2472,76.91
483,,-0.3671875,100,87,628,552,0,1764,61.77
484,0.2594270408153534,-0.41620241411327763,101,87,866,842,0,2600,72.88
485,,-0.4013094083414161,101,89,889,421,0,2814,77.93
486,,-0.4076064489458454,101,90,1022,689,0,3127,80.42
487,,-0.43168796826795947,101,98,1028,469,0,3041,94.7
488,0.2659374475479126,-0.38600756347920046,101,87,798,413,0,2491,71.54
489,,-0.396437054631829,100,89,921,512,0,2777,76.51
490,,-0.4151180311401306,103,92,859,447,0,2676,75.91
491,,-0.4204238052299369,101,93,911,598,0,2927,78.61
492,0.22388018667697906,-0.4075520833333333,100,93,785,528,0,2527,82.46
493,,-0.4098623853211009,101,94,933,635,0,2792,74.62
494,,-0.4014251781472684,101,92,937,602,0,2671,75.99
495,,-0.4358288770053476,102,91,962,647,0,2879,76.46
496,0.2630729079246521,-0.4035288725939505,100,84,923,828,0,2613,74.91
497,,-0.4016189290161893,103,94,1033,579,0,3206,100.57
498,,-0.40692423482187656,102,88,830,530,0,2626,70.23
499,,-0.4007537688442211,102,92,899,533,0,2548,72.99
500,0.25304684042930603,-0.3951231060606061,101,89,931,840,0,2453,73.4
501,,-0.4121110176619008,100,94,951,621,0,3184,83.01
502,,-0.4160406539991162,102,99,926,620,0,2980,91.69
503,,-0.39645254074784275,104,88,811,675,0,2686,73.38
504,0.28690099716186523,-0.40602655771195095,100,94,816,621,0,2479,72.42
505,,-0.4030131826741996,100,85,900,625,0,2723,77.05
506,,-0.3801353310778154,101,88,846,754,0,2538,72.76
507,,-0.40790029573299535,101,95,970,780,0,2984,90.18
508,0.26736974716186523,-0.3958333333333333,100,93,931,487,0,3046,77.34
509,,-0.40396093326098753,100,83,782,507,0,2397,73.14
510,,-0.407769703745109,101,94,792,473,0,2313,69.65
511,,-0.43461815561959655,107,101,1221,494,0,3837,93.2
512,0.2799999713897705,-0.4151593453919035,101,98,982,549,0,3113,92.11
513,,-0.3609789259007478,100,84,691,679,0,1572,61.86
514,,-0.4098360655737705,101,96,1026,925,0,2929,79.37
515,,-0.3966321243523316,100,88,793,521,0,2546,72.18
516,0.2719270586967468,-0.3977272727272727,101,87,860,458,0,2466,72.32
517,,-0.37771739130434784,102,93,842,737,0,2469,81.63
518,,-0.4010535959688502,101,94,885,781,0,2700,81.44
519,,-0.4161043634727845,100,96,940,690,0,2816,78.65
520,0.28690099716186523,-0.4208066896212494,100,92,797,775,0,2494,73.17
521,,-0.38097855964815835,100,88,730,550,0,2358,70.88
522,,-0.4147398843930636,100,97,1043,522,0,3279,87.61
523,,-0.40866006031882807,102,100,973,553,0,3116,86.34
524,0.26229164004325867,-0.4186683522966709,101,101,1052,404,0,3290,86.65
525,,-0.4088397790055249,101,88,729,491,0,2400,71.09
526,,-0.4074803149606299,100,92,742,611,0,2203,73.11
527,,-0.39057899901864573,100,87,861,453,0,2762,79.32
528,0.26945310831069946,-0.40482433141059254,102,93,861,439,0,2514,88.78
529,,-0.3983392048314041,101,91,848,541,0,2585,74.26
530,,-0.4207547169811321,100,93,860,580,0,2800,77.34
531,,-0.4062362758014932,100,103,957,614,0,2983,78.33
532,0.24380207061767578,-0.39844617092119866,101,88,733,701,0,2170,67.72
533,,-0.41016377649325625,101,90,922,591,0,2639,88.03
534,,-0.42096474953617813,100,96,1154,576,0,3660,89.86
535,,-0.40541294642857145,101,91,760,457,0,2367,72.44
536,0.27101561427116394,-0.4001264222503161,102,97,1040,583,0,3123,82.96
537,,-0.4295638749517561,102,104,1079,605,0,3498,93.72
538,,-0.41274817136886105,100,86,816,744,0,2268,74.55
539,,-0.3951612903225806,103,82,685,593,0,2070,66.77
540,0.2702343463897705,-0.37356948228882836,102,86,801,694,0,2175,69.36
541,,-0.4117801047120419,101,89,806,483,0,2531,72.62
542,,-0.3990013617793917,100,87,862,723,0,2821,76.5
543,,-0.40406427221172025,101,87,894,512,0,2826,92.9
544,0.277656227350235,-0.40508652333508127,101,84,840,428,0,2546,71.59
545,,-0.4203778677462888,100,97,946,589,0,2911,78.44
546,,-0.3902835890283589,101,92,929,444,0,2929,79.55
547,,-0.41202056148675364,100,91,1010,742,0,3306,84.4
548,0.2738801836967468,-0.4001787842669845,103,91,730,629,0,1997,80.12
549,,-0.3903946742748455,101,97,927,530,0,2749,75.44
550,,-0.41653706583722133,103,88,805,658,0,2395,70.87
551,,-0.3940746753246753,100,95,1062,590,0,3276,83.88
552,0.2587760090827942,-0.40688935281837163,101,91,974,555,0,3261,84.65
553,,-0.3785254824344384,102,87,772,720,0,2550,89.81
554,,-0.40572967678746324,102,98,796,704,0,2584,70.97
555,,-0.4016216216216216,103,94,751,611,0,2338,70.77
556,0.25968748331069946,-0.3901721014492754,100,91,903,655,0,2858,78.75
557,,-0.3982666116384647,103,94,957,784,0,3105,81.57
558,,-0.4130837657524092,100,102,1193,576,0,3627,107.91
559,,-0.41867179980750724,100,94,966,435,0,2755,78.26
560,0.279609352350235,-0.40894653255690844,100,95,855,431,0,2492,72.16
561,,-0.4171291157972623,106,108,1102,652,0,3652,93.42
562,,-0.4005299633102324,100,95,1051,637,0,3218,90.04
563,,-0.404862085086489,100,87,842,686,0,2750,81.7
564,0.24731770157814026,-0.4139544344995932,100,98,1005,690,0,3221,83.37
565,,-0.3859696641386782,100,90,774,696,0,2222,70.89
566,,-0.40480507706255664,101,97,952,589,0,2871,78.02
567,,-0.39177693761814747,100,88,880,625,0,2727,80.96
568,0.26971352100372314,-0.4177646524307133,101,95,885,694,0,2823,86.55
569,,-0.4035762788592123,100,100,957,628,0,2833,82.0
570,,-0.40425531914893614,100,89,911,598,0,3097,82.36
571,,-0.41846921797004993,100,105,1022,522,0,3264,86.46
572,0.2741405963897705,-0.4108628996933859,101,99,939,504,0,3123,92.49
573,,-0.4063254466441333,100,93,829,681,0,2632,76.92
574,,-0.3999566912083153,103,96,987,404,0,3227,85.32
575,,-0.4049665711556829,101,90,880,507,0,2801,77.41
576,0.25734370946884155,-0.40496049165935033,100,96,959,716,0,2881,79.22
577,,-0.4053333333333333,102,95,1089,571,0,3590,110.44
578,,-0.4048683556880278,101,92,892,542,0,2592,72.87
579,,-0.4074398249452954,100,91,913,716,0,2941,82.42
580,0.2504426836967468,-0.4103697749196141,100,93,1080,442,0,3454,100.56
581,,-0.3805066079295154,100,85,772,777,0,2083,69.57
582,,-0.41543756145526056,101,83,893,641,0,2534,88.82
583,,-0.4150870406189555,100,90,1067,780,0,3323,85.15
584,0.273749977350235,-0.39769150052465896,100,85,726,678,0,2408,68.6
585,,-0.4104391371340524,101,106,1114,511,0,3567,91.78
586,,-0.3783050847457627,100,82,618,489,0,1843,63.19
587,,-0.40745732255166217,102,97,942,591,0,2919,92.17
588,0.2673697769641876,-0.41551800800355715,103,94,942,546,0,3010,80.96
589,,-0.37985685071574643,102,94,868,854,0,2190,72.22
590,,-0.4188073394495413,100,96,915,478,0,2967,80.91
591,,-0.4069501600365798,101,91,1015,497,0,2862,79.17
592,0.25994789600372314,-0.3950026581605529,100,96,782,555,0,2425,83.29
593,,-0.39413382218148485,100,87,855,854,0,2655,74.57
594,,-0.41513560804899385,101,92,1035,380,0,3157,85.77
595,,-0.41235459286000803,101,95,1009,954,0,3023,81.89
596,0.2747916281223297,-0.3896321070234114,101,89,751,767,0,2070,67.99
597,,-0.4107456140350877,102,99,955,530,0,3075,94.81
598,,-0.4021973287376131,100,102,981,523,0,3138,82.08
599,,-0.41284622731614135,101,94,885,409,0,2894,79.04
600,0.2797395586967468,-0.40988690259029553,104,108,1234,495,0,3753,94.04
601,,-0.41014120667522463,100,91,943,627,0,3104,91.31
602,,-0.4195109526235354,101,96,812,534,0,2580,78.19
603,,-0.3867481203007519,101,89,869,748,0,2639,76.62
604,0.2613801956176758,-0.41368552412645593,101,108,1031,896,0,2881,83.32
605,,-0.3598635588402501,101,90,735,603,0,2180,71.4
606,,-0.3987129266927812,100,86,776,471,0,2327,76.9
607,,-0.4072911636890391,100,92,915,527,0,2700,74.03
608,0.2424999475479126,-0.3985745614035088,100,96,809,432,0,2407,64.05
609,,-0.36793422404933196,102,91,807,511,0,2574,68.41
610,,-0.4049421193232413,103,99,961,643,0,2888,73.65
611,,-0.3622350674373796,100,79,662,586,0,1866,60.28
612,0.26841142773628235,-0.3873206848681166,101,88,879,806,0,2637,77.87
613,,-0.3971367974549311,101,82,766,675,0,2331,65.27
614,,-0.4107683000604961,101,85,687,607,0,2012,60.89
615,,-0.3947233606557377,104,98,863,628,0,2413,64.46
616,0.267890602350235,-0.39186691312384475,102,97,918,610,0,2800,71.18
617,,-0.3753886010362694,102,88,798,652,0,2410,66.61
618,,-0.3764266900790167,102,98,984,674,0,2898,82.64
619,,-0.4009062253743105,100,98,1100,682,0,3294,76.14
620,0.2711458206176758,-0.397181146025878,101,94,889,560,0,2879,70.11
621,,-0.40994052676295667,102,97,1000,522,0,3186,74.81
622,,-0.38943248532289626,102,94,852,516,0,2720,70.01
623,,-0.4183085055261893,100,93,845,606,0,2711,77.47
624,0.2826041579246521,-0.4007352941176471,100,90,937,496,0,2919,76.56
625,,-0.41952894995093226,103,97,871,505,0,2700,68.84
626,,-0.3810623556581986,107,90,825,808,0,2697,71.72
627,,-0.4001861330851559,100,88,852,615,0,2831,71.3
628,0.23846352100372314,-0.39510332434860734,102,91,926,463,0,3063,73.94
629,,-0.41247095274980633,100,100,1044,734,0,3386,89.42
630,,-0.40329949238578683,100,88,857,668,0,2415,68.09
631,,-0.3984553775743707,100,84,709,532,0,2255,66.75
632,0.26085934042930603,-0.3850964043772798,104,94,835,652,0,2351,77.17
633,,-0.38715953307393,100,90,755,731,0,2112,62.98
634,,-0.3923113658070678,101,93,841,642,0,2705,85.15
635,,-0.3560411311053985,101,85,712,653,0,1747,58.16
636,0.277656227350235,-0.39665150888797024,101,98,1107,385,0,3346,80.28
637,,-0.3807403936269916,101,91,928,542,0,2798,72.96
638,,-0.4067081297201244,101,88,969,532,0,3001,71.93
639,,-0.41511575124829775,101,83,936,587,0,2883,80.65
640,0.2555208206176758,-0.38188529244747305,101,85,768,561,0,2193,68.06
641,,-0.3976161369193154,101,87,707,540,0,2025,61.53
642,,-0.398959236773634,101,95,931,624,0,3057,77.1
643,,-0.4096444227959084,102,93,862,533,0,2711,68.78
644,0.28690099716186523,-0.3982793522267207,100,90,838,558,0,2556,69.55
645,,-0.4119661563255439,100,92,1063,626,0,3275,105.28
646,,-0.41858856088560886,100,89,885,631,0,2820,79.2
647,,-0.38820043103448276,100,86,764,567,0,2381,75.03
648,0.2624218463897705,-0.39441930618401205,102,85,858,579,0,2541,75.63
649,,-0.4042100283822138,101,97,951,484,0,2793,81.44
650,,-0.4017216642754663,100,87,864,539,0,2779,91.74
651,,-0.38643986583612844,101,93,846,736,0,2592,76.33
652,0.2728385329246521,-0.3954017180394138,100,90,813,631,0,2514,74.59
653,,-0.37941952506596305,104,85,856,825,0,2109,71.32
654,,-0.36952141057934507,100,75,798,750,0,2422,72.25
655,,-0.3704787234042553,106,88,805,715,0,2240,85.14
656,0.27075517177581787,-0.41923818707810995,100,96,903,460,0,2785,75.54
657,,-0.4065693430656934,102,99,909,527,0,2674,79.38
658,,-0.4312992125984252,100,99,1070,558,0,3452,91.31
659,,-0.418785890073831,103,88,1052,639,0,3185,90.71
660,0.2667187452316284,-0.4010752688172043,100,92,734,590,0,2396,80.25
661,,-0.41533623609095305,101,90,843,637,0,2654,78.32
662,,-0.40951492537313433,100,88,870,556,0,2862,82.53
663,,-0.3888289260658392,100,92,804,619,0,2283,71.19
664,0.2639843225479126,-0.40302882266731804,101,92,888,709,0,2497,73.73
665,,-0.4200789343857918,101,92,914,421,0,2719,91.66
666,,-0.39921681780708984,100,101,1049,551,0,3252,86.73
667,,-0.40222012281530467,103,83,936,669,0,2629,79.3
668,0.2633333206176758,-0.41786743515850144,100,97,1175,754,0,3623,93.42
669,,-0.4107063527321191,100,96,940,752,0,2810,90.8
670,,-0.38547646383467277,100,94,723,675,0,2086,71.87
671,,-0.4080717488789238,101,90,976,582,0,2902,80.58
672,0.289374977350235,-0.40317312179188053,100,97,931,519,0,2836,78.63
673,,-0.4035745807590468,103,93,976,693,0,2863,83.18
674,,-0.4182518115942029,101,97,936,475,0,3005,95.81
675,,-0.40686894226717235,105,93,968,471,0,3307,84.06
676,0.2650260031223297,-0.406317494600432,100,90,764,496,0,2444,78.05
677,,-0.39727831431079896,101,97,949,807,0,2800,79.21
678,,-0.401386404293381,100,92,872,644,0,2956,83.44
679,,-0.4000809061488673,101,93,1057,667,0,3220,103.68
680,0.27648434042930603,-0.3997668997668998,100,92,909,574,0,2807,78.61
681,,-0.3879590887959089,102,91,952,578,0,2772,81.84
682,,-0.39173640167364016,100,89,855,578,0,2391,75.54
683,,-0.38107202680067004,102,93,804,598,0,2180,71.09
684,0.2831249535083771,-0.41909814323607425,101,97,964,589,0,2971,101.36
685,,-0.40493697478991597,102,88,833,417,0,2558,77.35
686,,-0.4126117179741807,103,93,897,400,0,2731,79.86
687,,-0.40383576445164776,100,85,848,672,0,2182,72.64
688,0.29028642177581787,-0.4153972828324413,102,97,996,525,0,3337,95.76
689,,-0.40523737754333083,104,99,1184,483,0,3641,97.14
690,,-0.4056649063850216,101,90,836,689,0,2641,80.09
691,,-0.39556135770234985,100,88,853,794,0,2183,69.71
692,0.27101558446884155,-0.4091103507271172,101,102,1064,553,0,3059,84.08
693,,-0.37971582557569816,100,86,820,669,0,2593,93.55
694,,-0.40302882266731804,102,89,873,555,0,2666,77.55
695,,-0.41128230616302186,102,95,811,514,0,2699,78.97
696,0.25252601504325867,-0.34615384615384615,100,77,548,545,0,1767,64.62
697,,-0.3970888661899898,100,94,827,585,0,2504,78.02
698,,-0.3892371995820272,100,87,851,567,0,2410,86.93
699,,-0.3745492014425554,100,86,829,705,0,2348,74.88
700,0.2656770646572113,-0.41057082452431287,103,97,951,642,0,3137,87.66
701,,-0.40913555992141454,101,91,780,804,0,2488,75.32
702,,-0.396461716937355,102,81,673,646,0,2129,70.54
703,,-0.4030276437033787,103,98,901,697,0,2960,93.64
704,0.27335935831069946,-0.4028513238289206,100,92,1004,806,0,3100,84.91
705,,-0.41323165704863973,102,91,1009,941,0,2902,82.92
706,,-0.417326114119117,103,91,954,742,0,3106,88.91
707,,-0.41317365269461076,104,96,967,735,0,2974,82.77
708,0.2516145408153534,-0.4025641025641026,103,96,929,561,0,2800,95.25
709,,-0.4110644257703081,100,93,927,472,0,2885,84.59
710,,-0.3934624697336562,101,95,942,881,0,3133,86.67
711,,-0.39208984375,101,83,770,669,0,2657,78.06
712,0.27140623331069946,-0.3867812685240071,100,88,708,564,0,2102,74.35
713,,-0.41491085899513774,101,95,1136,428,0,3372,98.8
714,,-0.4098258706467662,100,98,995,784,0,3045,87.08
715,,-0.40282931354359924,102,90,990,484,0,2838,84.21
716,0.2750520408153534,-0.4155019059720457,104,92,1033,630,0,3059,85.13
717,,-0.40713902308105204,101,94,711,670,0,2345,89.31
718,,-0.40532544378698226,103,89,967,553,0,2874,82.22
719,,-0.39954233409610984,101,90,844,866,0,2660,82.58
720,0.2730989456176758,-0.39964396973742766,101,102,943,668,0,2883,83.54
721,,-0.4256297481007597,100,94,1014,689,0,3299,94.28
722,,-0.39727891156462586,102,98,877,764,0,2769,91.09
723,,-0.4049829018075232,100,92,872,536,0,2686,81.1
724,0.27335935831069946,-0.3953421506612996,100,96,697,527,0,2254,74.81
725,,-0.4012567324955117,103,85,953,548,0,2955,84.9
726,,-0.4170353982300885,100,99,889,653,0,2978,94.98
727,,-0.3950251026928343,100,99,942,653,0,2787,82.33
728,0.28690099716186523,-0.4197625430869399,102,97,1058,667,0,3497,94.99
729,,-0.4025252525252525,100,81,856,535,0,2569,79.01
730,,-0.40728318160038335,100,89,867,358,0,2949,86.66
731,,-0.4174096668230878,100,95,856,654,0,2752,98.86
732,0.2539582848548889,-0.41210159362549803,101,88,832,695,0,2489,78.54
733,,-0.39758144126357353,100,90,882,661,0,2509,77.2
734,,-0.4016930638995085,102,88,786,567,0,2309,72.83
735,,-0.3875177978168011,101,92,929,648,0,2637,78.53
736,0.26971352100372314,-0.4065295169946333,100,88,939,727,0,2806,97.33
737,,-0.4086833411986786,100,99,873,654,0,2711,81.77
738,,-0.38419618528610355,100,85,613,504,0,1819,64.91
739,,-0.4166666666666667,101,96,1027,833,0,3336,93.54
740,0.2617708146572113,-0.41889985895627646,101,87,835,741,0,2678,85.36
741,,-0.40505836575875487,100,95,1068,999,0,3073,91.62
742,,-0.4234786557674841,100,96,964,389,0,3051,89.26
743,,-0.40329768270944744,103,95,882,707,0,2899,82.79
744,0.26671871542930603,-0.40648674242424243,102,92,905,558,0,2761,81.11
745,,-0.3914027149321267,102,94,892,673,0,2413,90.5
746,,-0.4173461823573017,109,109,1211,550,0,3635,95.62
747,,-0.423728813559322,100,94,1120,673,0,3281,91.58
748,0.2719270586967468,-0.4164259182831201,101,90,986,585,0,3275,90.14
749,,-0.40845959595959597,104,100,1037,406,0,3309,108.02
750,,-0.4063765182186235,100,87,839,479,0,2634,75.63
751,,-0.41153169014084506,100,87,950,557,0,3037,85.0
752,0.2568228840827942,-0.40176088971269697,100,93,943,648,0,2725,82.67
753,,-0.3814508276533593,100,94,852,681,0,2575,82.26
754,,-0.3997332147621165,100,97,894,819,0,2785,102.26
755,,-0.38338658146964855,101,84,871,557,0,2328,73.5
756,0.2611197531223297,-0.3999531396438613,101,87,867,859,0,2542,77.31
757,,-0.38787295476419636,102,86,863,840,0,2453,80.96
758,,-0.41342092914124823,100,92,958,460,0,2844,85.68
759,,-0.406981981981982,102,94,893,892,0,2655,93.51
760,0.27596351504325867,-0.40709109730848864,100,88,839,392,0,2633,81.26
761,,-0.42225307417691393,100,105,1126,615,0,3301,95.03
762,,-0.41553133514986373,101,92,963,442,0,2999,86.94
763,,-0.426994301994302,100,104,1268,436,0,3912,122.27
764,0.25760412216186523,-0.39721919302071973,102,87,777,725,0,2166,74.95
765,,-0.3902091254752852,100,94,925,745,0,2538,79.32
766,,-0.4065958388667552,101,96,1008,453,0,3057,90.94
767,,-0.41096721974908945,105,99,1005,642,0,3295,103.05
768,0.25734370946884155,-0.39043522267206476,101,70,833,752,0,2367,77.42
769,,-0.38915505226480834,102,93,930,687,0,2975,87.97
770,,-0.4017933390264731,103,92,957,789,0,2938,86.48
771,,-0.3990236382322713,106,92,761,744,0,2387,74.58
772,0.24588538706302643,-0.39627906976744187,100,90,895,700,0,2705,99.59
773,,-0.40983981693363847,102,96,969,463,0,2938,81.57
774,,-0.4029506685108345,103,95,910,588,0,2840,84.0
775,,-0.3702497285559175,100,91,845,631,0,2208,74.69
776,0.26880204677581787,-0.39714125560538116,100,87,704,590,0,2274,73.05
777,,-0.41276683087027916,102,95,986,603,0,3283,110.66
778,,-0.40881913303437967,104,95,855,564,0,2595,84.17
779,,-0.396514745308311,100,87,733,593,0,2404,77.55
780,0.2650260031223297,-0.39901477832512317,101,85,941,716,0,2809,90.64
781,,-0.4104952294411631,100,97,920,731,0,2751,97.33
782,,-0.4184281842818428,100,89,768,576,0,2346,75.62
783,,-0.3912626020163226,100,80,807,579,0,2780,85.33
784,0.26359373331069946,-0.391304347826087,101,93,823,747,0,2754,84.96
785,,-0.38848218643240606,100,90,857,523,0,2718,86.33
786,,-0.39243391066545125,100,92,899,611,0,2878,103.21
787,,-0.41051660516605165,100,96,911,477,0,2948,87.89
788,0.265937477350235,-0.41756548536209553,100,97,1062,735,0,3395,94.23
789,,-0.3916067146282974,102,85,806,748,0,2616,83.9
790,,-0.4125,100,90,917,649,0,3074,104.75
791,,-0.4121756487025948,100,86,814,635,0,2559,76.59
792,0.26515620946884155,-0.4052361980648833,100,84,749,463,0,2302,76.75
793,,-0.42093925032313656,105,91,907,808,0,2927,87.7
794,,-0.3868989205103042,100,93,796,579,0,2701,84.16
795,,-0.391005291005291,101,92,771,651,0,2358,92.3
796,0.26190102100372314,-0.39278846153846153,100,88,882,496,0,2782,85.2
797,,-0.39314145744029394,102,90,652,606,0,2008,72.91
798,,-0.42080950285965685,100,92,956,717,0,2873,87.49
799,,-0.39172802078822,100,89,966,637,0,3015,95.47
800,0.2652864456176758,-0.3692349430276723,101,89,776,719,0,2191,82.37
801,,-0.41347826086956524,101,96,987,490,0,3123,94.28
802,,-0.40640875341930444,103,92,1113,523,0,3482,96.27
803,,-0.4276212832550861,100,101,1103,610,0,3399,91.65
804,0.27843746542930603,-0.39669638175144206,102,92,783,723,0,2308,92.78
805,,-0.409915611814346,100,101,1030,646,0,3064,93.27
806,,-0.390020366598778,100,86,851,789,0,2288,78.15
807,,-0.41743892165122154,101,91,979,916,0,2853,84.98
808,0.2647656202316284,-0.41867915229176933,100,89,813,533,0,2712,95.78
809,,-0.41397611676249446,100,97,981,580,0,2961,89.62
810,,-0.41085858585858587,100,93,801,671,0,2488,83.09
811,,-0.3973071656777727,104,90,914,633,0,2835,87.34
812,0.256171852350235,-0.40620592383638926,100,97,868,587,0,2799,84.43
813,,-0.402226102138804,102,92,957,700,0,2925,103.07
814,,-0.4056776556776557,103,91,916,588,0,2864,87.25
815,,-0.3851209253417455,103,90,790,637,0,2377,78.09
816,0.2652864456176758,-0.4098939929328622,102,93,816,601,0,2545,84.73
817,,-0.3902010050251256,101,92,875,651,0,2454,91.23
818,,-0.40268767377201115,100,88,878,826,0,2612,84.34
819,,-0.4101809954751131,100,93,921,602,0,2897,87.88
820,0.269843727350235,-0.40731252911038657,100,98,867,752,0,2675,86.3
821,,-0.4072141560798548,102,88,932,585,0,2891,88.06
822,,-0.39760348583877997,102,84,993,683,0,2914,105.05
823,,-0.4019362898188632,101,91,641,449,0,2112,70.43
824,0.26710933446884155,-0.40171990171990174,102,97,860,702,0,2508,79.37
825,,-0.40285714285714286,101,101,929,783,0,2488,83.48
826,,-0.41884510339445963,100,96,1222,420,0,3484,115.07
827,,-0.39165602383993187,101,90,958,836,0,2904,83.85
828,0.2704947590827942,-0.39136490250696376,101,89,845,652,0,2811,93.29
829,,-0.3996865203761755,100,89,931,811,0,2724,83.13
830,,-0.40264255910987484,104,96,939,468,0,2907,88.64
831,,-0.39940184883088636,100,85,722,651,0,2305,90.79
832,0.26619789004325867,-0.3998612395929695,100,80,938,728,0,2658,83.95
833,,-0.4255514705882353,102,83,1149,554,0,3737,103.8
834,,-0.3914572864321608,101,86,783,651,0,2546,80.09
835,,-0.4041063929071395,101,90,862,654,0,2770,103.09
836,0.2585155963897705,-0.3948758584257792,100,91,765,659,0,2362,77.68
837,,-0.37996508075076385,100,86,951,610,0,3021,93.96
838,,-0.3823671497584541,101,91,838,746,0,2556,83.88
839,,-0.3896416083916084,100,86,958,540,0,3078,96.75
840,0.24302080273628235,-0.42686329214826624,101,99,1046,492,0,3480,103.08
841,,-0.4028253424657534,103,94,976,794,0,2902,89.61
842,,-0.39837962962962964,105,103,886,895,0,2539,82.39
843,,-0.41994572591587515,101,87,889,554,0,2979,90.64
844,0.28104162216186523,-0.4102167182662539,101,98,978,585,0,2959,104.4
845,,-0.4125523012552301,101,94,995,592,0,3193,91.37
846,,-0.4222608695652174,102,100,1258,543,0,3949,108.5
847,,-0.408905043162199,100,93,902,624,0,2876,84.55
848,0.2461458146572113,-0.40469061876247503,101,88,808,787,0,2413,97.32
849,,-0.4139603542808941,102,95,980,672,0,3090,89.51
850,,-0.4263757115749526,101,100,1152,582,0,3536,104.65
851,,-0.4176731078904992,102,90,980,737,0,3251,97.29
852,0.2585155963897705,-0.43563092633114514,108,107,1170,618,0,3696,120.05
853,,-0.40038498556304136,100,84,884,635,0,2637,81.93
854,,-0.427561282212445,100,104,1423,540,0,4401,121.75
855,,-0.4079338141705558,101,91,1024,481,0,3209,98.89
856,0.2538280785083771,-0.40186246418338106,103,85,856,710,0,2622,97.46
857,,-0.3979135618479881,100,94,856,565,0,2605,85.79
858,,-0.41101321585903083,100,99,981,610,0,2949,91.72
859,,-0.3934252386002121,100,95,772,490,0,2510,82.75
860,0.2628124952316284,-0.4092854086435601,103,90,942,726,0,3006,108.78
861,,-0.3771723813997182,100,86,878,589,0,2791,82.75
862,,-0.4008937960042061,100,97,852,561,0,2391,84.33
863,,-0.39584285061672,105,91,948,632,0,2798,94.55
864,0.2730989456176758,-0.4170995670995671,104,96,1010,631,0,2979,110.91
865,,-0.3970396168915977,104,90,946,600,0,3048,96.98
866,,-0.3973384030418251,100,86,749,478,0,2455,86.69
