episode,loss,average reward,conflicts,LoS,instructions,action LEFT,action RIGHT,action DIRECT,action LNAV,duration,epsilon
1975,,-0.961901452586223,51,40,126,91,1,0,34,61.16,0.05
1976,2.833385944366455,-1.0004332065813002,51,40,126,87,2,0,37,49.25,0.05
1977,,-1.4671343629619866,50,41,102,75,4,0,23,41.39,0.05
1978,3.2733755111694336,-1.1376604656766223,53,44,128,95,3,0,30,46.62,0.05
1979,,-2.2044383978969497,50,41,80,69,1,0,10,45.51,0.05
1980,3.4072659015655518,-1.4754584125217283,50,42,106,79,2,0,25,58.37,0.05
1981,,-2.2670464210312837,50,44,82,71,2,0,9,41.76,0.05
1982,3.175391912460327,-1.1700752636136778,51,45,129,101,6,0,22,43.55,0.05
1983,,-0.5749154014375172,50,42,169,130,3,0,36,56.9,0.05
1984,3.6116719245910645,-1.2278157532032623,50,42,118,90,5,0,23,38.47,0.05
1985,,-1.0107249197065928,50,39,121,82,2,0,37,49.11,0.05
1986,2.8862459659576416,-0.9150531779742707,51,30,99,79,4,0,16,41.59,0.05
1987,,-1.6202948133320352,50,43,102,80,3,0,19,62.07,0.05
1988,2.767487049102783,-0.9492949830087027,50,35,111,79,3,0,29,74.36,0.05
1989,,-0.9807698798638199,50,34,107,85,1,0,21,41.51,0.05
1990,3.130463123321533,-1.4507466088235454,51,39,98,83,2,0,13,50.01,0.05
1991,,-1.6281693915612427,50,45,105,79,0,0,26,59.29,0.05
1992,3.7174689769744873,-1.0266986035604786,50,39,121,94,1,0,26,51.01,0.05
1993,,-1.3501006286891652,51,37,98,81,0,0,17,37.53,0.05
1994,3.528815746307373,-1.3041498926950725,51,35,95,79,1,0,15,37.21,0.05
1995,,-1.2364674747309943,50,36,99,80,1,0,18,40.66,0.05
1996,3.7603189945220947,-1.1449844627411807,51,43,122,81,2,0,39,60.67,0.05
1997,,-1.1319201798435203,50,42,123,104,2,0,17,40.15,0.05
1998,3.6767380237579346,-0.6901315219311553,50,36,133,99,5,0,29,52.78,0.05
1999,,-1.313669082477766,50,38,103,80,2,0,21,45.28,0.05
2000,2.9925055503845215,-1.3482785108168418,50,36,97,77,4,0,16,41.1,0.05
2001,,-1.7246912567802306,51,43,97,73,0,0,24,57.79,0.05
2002,4.115716934204102,-1.685800528624186,50,43,100,81,0,0,19,41.75,0.05
2003,,-1.2864515183807521,50,43,117,94,1,0,22,42.12,0.05
2004,3.531989574432373,-0.3839644665188214,50,25,114,81,4,0,29,37.44,0.05
2005,,-1.467382620777009,50,44,109,80,3,0,26,43.17,0.05
2006,3.3287718296051025,-1.3209417434915567,50,42,111,72,0,0,39,90.43,0.05
2007,,-1.5678618094898973,50,41,98,75,1,0,22,52.6,0.05
2008,3.3289999961853027,-1.0734108146144141,50,34,102,78,1,0,23,48.9,0.05
2009,,-1.5106691839047446,50,48,118,94,0,0,24,51.9,0.05
2010,3.8927221298217773,-1.0429838787868193,50,48,145,111,3,0,31,44.07,0.05
2011,,-1.4165802723635168,52,42,107,84,1,0,22,54.97,0.05
2012,2.4979612827301025,-1.1449899799196155,50,36,103,70,0,0,33,43.95,0.05
2013,,-1.9302900652943482,50,42,87,61,3,0,23,66.92,0.05
2014,3.930713653564453,-1.491404497083102,50,39,97,75,4,0,18,42.09,0.05
2015,,-1.46459504076563,50,41,104,81,1,0,22,37.42,0.05
2016,3.231326103210449,-1.7794787697687915,51,43,95,77,4,0,14,41.36,0.05
2017,,-1.4677350009379493,50,41,101,75,1,0,25,42.7,0.05
2018,3.368342161178589,-1.4170193027728306,53,44,112,77,2,0,33,52.22,0.05
2019,,-1.467376694200546,53,44,110,81,2,0,27,46.79,0.05
