epoch,loss,average reward,conflicts,LoS,action LEFT,action RIGHT,action DIRECT,action LNAV,duration
98,,-0.3647623862487361,100,78,0,1104,0,2852,95.93
99,,-0.3819951338199513,100,90,0,1115,0,2995,93.3
100,138.13821411132812,-0.3874947720618988,100,75,0,1253,0,3529,91.52
101,,-0.3865771812080537,100,87,243,1124,0,3103,80.96
102,,-0.37401900041305247,101,80,282,1239,0,3321,86.71
103,,-0.3923444976076555,100,81,242,1058,0,2880,80.18
104,,-0.40489454834858735,100,92,225,1265,0,3536,77.8
105,75.50994110107422,-0.4170367379895034,100,86,176,1261,0,3517,83.44
106,,-0.358600583090379,100,76,496,949,0,1985,64.4
107,,-0.35502776064157926,100,80,446,900,0,1896,80.42
108,,-0.3606843575418994,101,78,438,898,0,1528,76.55
109,,-0.37198221092757305,100,80,460,911,0,1777,84.13
110,60.06974411010742,-0.3647025171624714,100,82,540,1005,0,1951,85.33
111,,-0.39979808177688037,100,82,0,1143,0,2819,98.93
112,,-0.38904363974001854,100,82,0,1222,0,3086,106.13
113,,-0.3945491594498217,100,90,0,1149,0,2777,96.66
114,,-0.3775322283609576,100,78,0,926,0,2332,66.82
115,61.707698822021484,-0.38685088137208196,100,89,0,1186,0,3012,87.35
116,,-0.36970010341261633,100,84,0,1206,0,2662,76.2
117,,-0.3704803022126282,100,86,0,1089,0,2617,78.84
118,,-0.3931905546403075,100,86,0,1146,0,2496,86.31
119,,-0.38002232142857145,100,84,0,1220,0,2364,72.67
120,45.993568420410156,-0.3937444543034605,100,85,0,1403,0,3105,86.26
121,,-0.4144897959183673,100,94,186,1220,0,3494,109.19
122,,-0.4088176352705411,100,88,133,1250,0,3607,120.41
123,,-0.3924899418864551,100,80,158,1132,0,3184,115.83
124,,-0.40858787073926517,100,84,143,1138,0,3237,113.5
125,27.752437591552734,-0.39629480467176803,100,85,156,1254,0,3556,125.66
126,,-0.3745751189666893,100,88,182,1100,0,1660,80.27
127,,-0.4024390243902439,101,84,184,1348,0,2158,74.49
128,,-0.3893414799728445,103,88,150,1126,0,1670,74.63
129,,-0.3904974016332591,101,89,149,993,0,1552,70.1
130,23.657224655151367,-0.3838187702265372,100,90,138,1156,0,1796,68.46
131,,-0.40538847117794485,100,76,0,1220,0,3568,106.56
132,,-0.3896911351784998,100,96,0,1240,0,3746,95.69
133,,-0.39307535641547864,100,80,0,1227,0,3683,102.5
134,,-0.3830328247803976,100,79,0,1109,0,3217,91.57
135,54.805702209472656,-0.3709964412811388,100,81,0,1151,0,3345,106.51
136,,-0.37638617090671883,100,85,0,1155,0,1911,80.81
137,,-0.3722102231821454,100,82,0,1108,0,1670,81.92
138,,-0.38412698412698415,100,81,0,1012,0,1508,63.89
139,,-0.39021329987452946,100,87,0,1146,0,2042,73.82
140,52.49086380004883,-0.3732227488151659,100,87,0,1225,0,2151,89.02
141,,-0.39390292819895706,100,88,0,1238,0,3748,103.38
142,,-0.37356848373797524,100,83,0,1079,0,3287,90.8
143,,-0.38434163701067614,100,79,0,1121,0,3375,92.42
144,,-0.3882890365448505,101,85,0,1208,0,3608,95.43
145,92.15623474121094,-0.3998211091234347,101,75,0,1094,0,3378,113.92
146,,-0.36568013659647125,100,87,0,1163,0,2351,105.77
147,,-0.3968918111177525,100,81,0,1085,0,2261,99.18
148,,-0.39810662680617837,100,86,0,1291,0,2723,106.82
149,,-0.38414941948510856,100,84,0,1221,0,2741,107.23
150,46.1795654296875,-0.39849806201550386,101,86,0,1291,0,2837,113.56
151,,-0.3831749580771381,101,82,0,1087,0,2491,84.22
152,,-0.3810927672955975,101,81,0,1487,0,3601,101.08
153,,-0.37549407114624506,100,81,0,1220,0,2828,91.17
154,,-0.40911053540587217,100,91,0,1375,0,3257,96.38
155,38.53856658935547,-0.3987642585551331,101,82,0,1219,0,2989,101.28
156,,-0.3729647860658841,100,84,0,1287,0,3995,106.84
157,,-0.377141458639256,100,65,0,1018,0,3068,90.16
158,,-0.3816003249390739,100,73,0,1224,0,3700,97.74
159,,-0.3696047251249432,100,74,0,1057,0,3345,89.4
160,48.63887405395508,-0.4044027721157766,100,90,0,1226,0,3680,106.33
161,,-0.3895131086142322,100,86,0,1189,0,2549,84.37
162,,-0.37736331119059785,100,87,0,1207,0,2707,90.03
163,,-0.36205947136563876,100,79,0,1258,0,2374,82.83
164,,-0.40066592674805773,101,90,0,1239,0,2365,81.22
165,74.98924255371094,-0.35499462943071963,100,75,0,1265,0,2459,77.32
166,,-0.4008810572687225,100,83,427,995,0,2664,81.08
167,,-0.3772786458333333,100,77,331,797,0,1944,69.06
168,,-0.403035413153457,101,79,387,878,0,2293,76.47
169,,-0.3650083845723868,100,78,445,897,0,2236,98.26
170,91.12198638916016,-0.375,100,86,382,939,0,2383,98.52
171,,-0.39594594594594595,100,88,0,1319,0,2381,97.06
172,,-0.3795336787564767,100,83,0,1100,0,1988,81.62
173,,-0.39430416911332944,100,95,0,1210,0,2196,96.41
174,,-0.3779310344827586,101,85,0,1122,0,1778,79.97
175,80.18951416015625,-0.3955944477972239,101,86,0,1202,0,2112,80.77
176,,-0.3559711286089239,100,69,618,765,0,1665,67.54
177,,-0.3690205011389522,101,87,854,887,0,1771,72.12
178,,-0.37848876786929886,100,86,694,748,0,1496,60.78
179,,-0.3522079772079772,100,68,663,680,0,1465,60.39
180,111.56749725341797,-0.34860415175375803,100,71,674,693,0,1427,60.4
181,,-0.3938261895399135,100,84,0,1298,0,3788,107.62
182,,-0.3954732510288066,100,82,0,1169,0,3691,88.33
183,,-0.39763014763014765,100,86,0,1265,0,3883,95.18
184,,-0.387153541575011,100,80,0,1123,0,3423,93.54
185,162.3302001953125,-0.4049939098660171,100,86,0,1225,0,3701,100.6
186,,-0.3859416445623342,100,80,0,1182,0,3342,118.73
187,,-0.4114341085271318,100,88,0,1237,0,3923,129.19
188,,-0.3666194523135033,102,79,0,1036,0,3200,114.7
189,,-0.3939704675963905,100,84,0,1230,0,3646,117.37
190,72.57406616210938,-0.35200553250345784,100,79,0,1103,0,3235,94.42
191,,-0.363905325443787,101,86,544,968,0,1530,71.31
192,,-0.36302746148693904,100,86,533,936,0,1517,70.04
193,,-0.3531795511221945,101,78,560,949,0,1699,76.53
194,,-0.36855971896955503,100,77,644,1011,0,1761,61.54
195,40.209449768066406,-0.37190934065934067,100,74,560,853,0,1499,62.08
196,,-0.3910588235294118,100,82,0,1085,0,3165,83.38
197,,-0.407979704797048,100,82,0,1123,0,3213,84.62
198,,-0.39678400695349847,100,77,0,1133,0,3469,84.89
199,,-0.38550323176361956,100,80,0,1076,0,3256,86.39
200,60.81703567504883,-0.38231098430813126,100,89,0,1087,0,3119,88.89
201,,-0.3708509354254677,100,73,529,858,0,1927,88.4
202,,-0.35464098073555167,100,76,552,859,0,2015,86.38
203,,-0.3691256830601093,100,83,590,916,0,2154,92.26
204,,-0.38745661874070403,100,81,508,1022,0,2504,100.07
205,37.00033187866211,-0.37507768800497204,101,82,520,821,0,1877,89.49
206,,-0.3777834008097166,100,78,355,1125,0,2472,78.48
207,,-0.3790045766590389,100,85,387,977,0,2132,67.35
208,,-0.36982968369829683,100,84,372,1150,0,2588,72.25
209,,-0.401330376940133,100,81,357,1045,0,2206,67.35
210,59.984519958496094,-0.3864617044228695,100,81,291,1020,0,2397,69.83
211,,-0.40411476028690074,100,84,0,1325,0,3973,104.56
212,,-0.3894127732533219,100,73,0,1182,0,3484,93.74
213,,-0.3799833887043189,100,91,64,1200,0,3552,95.0
214,,-0.3890076988879384,101,87,46,1187,0,3443,85.92
215,44.26333236694336,-0.3703403565640194,100,80,0,1206,0,3730,97.52
216,,-0.36850562399571507,100,84,1,1199,0,2534,98.98
217,,-0.3900425985090522,100,89,0,1207,0,2549,94.42
218,,-0.39514348785871967,100,75,23,1207,0,2394,99.64
219,,-0.38694516971279375,100,85,0,1249,0,2581,102.0
220,43.77587890625,-0.38137208194378275,100,84,1,1337,0,2860,113.28
221,,-0.39401952807160295,100,82,0,1367,0,3549,111.41
222,,-0.3914780292942743,100,80,2,1292,0,3212,85.96
223,,-0.3498795180722892,101,74,0,1156,0,2994,81.97
224,,-0.38766849725411884,100,83,34,1177,0,2795,80.32
225,55.107521057128906,-0.3714006832601269,100,83,22,1219,0,2857,83.04
226,,-0.36059907834101385,100,76,362,1001,0,2109,75.55
227,,-0.3742873432155074,100,88,463,987,0,2058,76.27
228,,-0.3726622662266227,100,76,477,1017,0,2142,86.58
229,,-0.3468173706127305,101,71,404,917,0,2041,88.15
230,38.63230895996094,-0.3677526228602982,100,74,409,989,0,2224,103.11
231,,-0.3730434782608696,100,79,0,1146,0,3454,109.38
232,,-0.40191082802547773,101,85,0,1208,0,3502,93.18
233,,-0.41715727502102606,100,89,0,1172,0,3584,98.96
234,,-0.4038628472222222,100,84,0,1220,0,3388,86.11
235,44.05863571166992,-0.4165991902834008,100,80,0,1216,0,3724,94.91
236,,-0.3665472458575907,101,78,0,1188,0,3278,91.1
237,,-0.37195931003980537,100,92,0,1215,0,3307,93.71
238,,-0.39791231732776616,101,79,0,1289,0,3501,81.53
239,,-0.36976858690300346,100,77,0,1127,0,2935,99.19
240,46.0564079284668,-0.39554498269896193,100,87,0,1283,0,3341,116.84
241,,-0.38583889173935354,100,88,1,1329,0,2568,87.94
242,,-0.38432459677419356,101,81,0,1265,0,2703,84.6
243,,-0.3969713358572201,100,91,0,1172,0,2526,78.92
244,,-0.4028349336991312,100,90,0,1396,0,2978,92.03
245,34.9434814453125,-0.3781636256621542,100,87,0,1170,0,2228,87.26
246,,-0.3819808027923211,100,97,561,1118,0,2905,100.08
247,,-0.3780019212295869,100,88,598,1024,0,2542,102.75
248,,-0.40632003585835946,101,90,568,1054,0,2840,102.02
249,,-0.36982434127979924,100,82,468,766,0,1954,87.65
250,44.91954803466797,-0.36115107913669064,100,84,488,975,0,2707,104.86
251,,-0.33152866242038215,100,77,79,1046,0,2015,89.41
252,,-0.38762214983713356,100,83,70,1228,0,2386,87.02
253,,-0.3863341968911917,100,91,106,1150,0,1832,69.38
254,,-0.35700757575757575,100,83,96,1101,0,1971,74.72
255,34.645423889160156,-0.3757204610951009,100,77,81,982,0,1713,67.56
256,,-0.38476394849785406,100,78,29,1198,0,3433,102.37
257,,-0.3821752265861027,100,84,0,1181,0,3453,97.69
258,,-0.38568281938325993,100,93,3,1130,0,3407,106.18
259,,-0.3797046212482134,101,80,0,1079,0,3119,112.53
260,64.75396728515625,-0.3745361781076067,101,71,0,1083,0,3229,110.03
261,,-0.384251036116045,100,87,348,998,0,2032,73.82
262,,-0.4071870537839124,100,86,464,1160,0,2578,83.3
263,,-0.38883763837638374,101,84,383,1189,0,2764,80.77
264,,-0.36947141316073356,100,77,415,1009,0,2284,69.93
265,45.689613342285156,-0.3709068010075567,100,75,348,919,0,1909,69.4
266,,-0.3676190476190476,101,83,489,791,0,1870,72.01
267,,-0.38069544364508395,100,81,580,832,0,1924,66.92
268,,-0.3763563677898344,100,84,561,872,0,2069,1696.3
269,,-0.3699404761904762,100,83,632,832,0,1896,69.61
270,68.7797622680664,-0.3635280095351609,100,85,535,804,0,2017,62.21
271,,-0.4024447578749412,100,90,0,1294,0,2960,76.99
272,,-0.40433379437528816,101,80,4,1250,0,3084,81.69
273,,-0.3885063559322034,100,81,8,1110,0,2658,72.69
274,,-0.39065295169946335,100,81,0,1297,0,3175,87.47
275,44.50220489501953,-0.3817292006525285,101,82,3,1080,0,2595,77.19
276,,-0.37884834663626,100,82,4,1166,0,2338,71.22
277,,-0.40746398952422525,100,80,0,1345,0,3237,89.1
278,,-0.4110247026532479,101,86,0,1355,0,3017,76.6
279,,-0.38303941908713696,100,86,0,1199,0,2657,74.72
280,34.197784423828125,-0.4027050610820244,100,79,1,1428,0,3155,83.96
281,,-0.4123738714816782,100,81,0,1138,0,2628,85.88
282,,-0.39233169861792244,101,91,23,1386,0,3077,81.19
283,,-0.3761880940470235,100,85,0,1222,0,2776,85.88
284,,-0.4161598609904431,100,87,0,1328,0,3276,80.85
285,58.8441162109375,-0.37247163295510605,100,73,5,1199,0,2850,75.48
286,,-0.3878762187367529,100,87,22,1236,0,3460,83.22
287,,-0.41829929137140476,100,90,9,1273,0,3516,88.71
288,,-0.3586765994741455,100,77,13,1216,0,3335,83.21
289,,-0.38295553618134265,100,79,1,1173,0,3414,87.24
290,30.90216636657715,-0.4093686354378819,100,86,0,1277,0,3633,89.69
291,,-0.3788984737889847,101,90,261,1103,0,1650,60.11
292,,-0.37275641025641026,100,80,372,984,0,1764,74.1
293,,-0.3679195341450503,101,77,485,1104,0,2189,91.46
294,,-0.37696969696969695,101,86,334,1045,0,1921,79.78
295,38.71863555908203,-0.3741258741258741,100,86,434,1015,0,1983,87.31
296,,-0.40166083916083917,100,90,125,1190,0,3261,99.32
297,,-0.4055045871559633,100,79,87,1082,0,3191,104.87
298,,-0.3994435612082671,100,83,158,1279,0,3595,98.64
299,,-0.412027199320017,101,76,115,1155,0,3436,82.88
300,38.120365142822266,-0.3836438923395445,100,79,85,1203,0,3542,90.45
301,,-0.37330426356589147,100,70,158,1020,0,2950,75.99
302,,-0.40062630480167016,100,82,194,1180,0,3416,91.41
303,,-0.3766529867761058,100,82,219,1090,0,3077,98.57
304,,-0.40057829181494664,100,87,314,1135,0,3047,105.93
305,37.16196823120117,-0.3699124162802679,100,80,143,1006,0,2733,98.61
306,,-0.37261698440207974,100,92,4,1209,0,2249,92.44
307,,-0.4023136246786632,100,89,4,1342,0,2544,99.98
308,,-0.3645710928319624,100,83,33,1160,0,2211,85.58
309,,-0.3935096153846154,100,80,13,1356,0,2791,91.06
310,26.324783325195312,-0.38707081545064376,100,86,0,1151,0,2577,75.4
311,,-0.3799793067770305,100,84,0,1197,0,2669,77.38
312,,-0.3786785119378123,100,75,0,1123,0,2479,73.61
313,,-0.39970313825275655,100,89,0,1452,0,3264,86.12
314,,-0.4063926940639269,100,87,0,1205,0,2737,82.27
315,49.55880355834961,-0.3783922171018945,100,79,0,1192,0,2714,79.5
316,,-0.4079401611047181,100,86,0,1284,0,3930,117.51
317,,-0.38804123711340205,100,88,70,1261,0,3519,109.54
318,,-0.3618421052631579,100,80,0,1144,0,3568,114.94
319,,-0.385256143273636,100,79,0,1185,0,3617,113.78
320,62.71458053588867,-0.3915073365940418,100,79,0,1120,0,3378,104.93
321,,-0.36728232189973614,100,72,0,1353,0,2437,89.64
322,,-0.36944634313055363,100,75,6,1095,0,1825,64.85
323,,-0.35236447520184544,100,74,0,1289,0,2179,80.4
324,,-0.38622754491017963,100,72,0,1124,0,2216,68.67
325,59.177894592285156,-0.37358490566037733,101,85,0,1358,0,2352,69.57
326,,-0.3863065326633166,100,90,93,1196,0,3487,84.65
327,,-0.3703616721465477,100,76,141,1039,0,3078,79.53
328,,-0.39614373356704646,100,78,80,1118,0,3366,83.18
329,,-0.38340099233198016,100,74,72,1111,0,3251,86.53
330,34.353240966796875,-0.38685691318327975,100,78,95,1280,0,3601,84.12
331,,-0.341454802259887,100,85,151,1066,0,1615,63.82
332,,-0.3510948905109489,100,84,140,1067,0,1533,56.89
333,,-0.3597437626432906,101,86,139,1133,0,1694,76.78
334,,-0.4046903187011425,100,84,176,1233,0,1917,82.71
335,32.949462890625,-0.36965662228451296,100,85,149,1054,0,1651,78.21
336,,-0.38731473408892764,100,87,0,1178,0,3410,112.3
337,,-0.39028620988725066,100,86,0,1144,0,3468,106.69
338,,-0.38642241379310344,100,79,0,1165,0,3475,115.14
339,,-0.38608400509121765,101,80,0,1151,0,3563,92.16
340,93.13050842285156,-0.37601419878296144,100,69,0,1010,0,2934,76.76
341,,-0.40738498789346245,100,84,1,1187,0,3768,116.16
342,,-0.4042283298097252,100,83,6,1230,0,3494,118.11
343,,-0.3785900783289817,100,73,0,1160,0,3436,111.63
344,,-0.37849872773536897,100,83,0,1202,0,3514,113.12
345,49.51740264892578,-0.39707207207207207,101,78,4,1147,0,3289,108.37
346,,-0.37285714285714283,100,76,12,1201,0,2987,84.07
347,,-0.3978468899521531,100,82,0,1188,0,2992,80.44
348,,-0.41272498953537046,100,87,0,1322,0,3456,84.9
349,,-0.40711372904395104,100,88,33,1290,0,3091,88.22
350,63.343467712402344,-0.3769647696476965,100,82,0,1127,0,2563,76.97
351,,-0.3702083333333333,100,78,0,1169,0,3631,90.35
352,,-0.3909622302158273,100,79,19,1128,0,3301,84.71
353,,-0.3955334987593052,101,82,8,1058,0,2964,82.55
354,,-0.40368582711715667,100,81,0,1107,0,3451,87.89
355,67.32511138916016,-0.3789095519864751,100,80,0,1147,0,3585,98.19
356,,-0.3934593765968319,100,92,0,1192,0,2722,96.25
357,,-0.3872053872053872,101,77,0,1103,0,2461,98.37
358,,-0.3876068376068376,100,86,0,1448,0,3232,118.28
359,,-0.39615967660434565,100,86,0,1222,0,2736,97.12
360,47.988990783691406,-0.3934302908726178,100,85,0,1234,0,2754,99.88
361,,-0.41114982578397213,100,87,7,1327,0,2684,89.6
362,,-0.3668653750620964,100,80,0,1257,0,2769,83.03
363,,-0.39371584699453555,101,86,0,1203,0,2457,74.23
364,,-0.38764044943820225,100,87,0,1289,0,2805,77.38
365,22.214759826660156,-0.37932764676367287,100,78,0,1182,0,2804,77.3
366,,-0.40575433419402435,100,83,49,1317,0,4056,91.17
367,,-0.37421944692239073,102,85,52,1151,0,3281,85.1
368,,-0.40457413249211355,100,90,48,1262,0,3762,89.7
369,,-0.36280884265279584,101,89,78,1121,0,3415,77.16
370,33.01839828491211,-0.37726860254083483,100,84,65,1052,0,3291,75.9
371,,-0.3973187081048141,100,85,189,1188,0,1905,66.07
372,,-0.3777979431336963,100,80,168,1218,0,1920,74.16
373,,-0.37463662790697677,101,80,175,1032,0,1545,76.47
374,,-0.3733744010951403,100,82,149,1100,0,1673,81.03
375,36.746856689453125,-0.3699186991869919,100,87,117,1050,0,1539,82.4
376,,-0.3978859194256083,100,75,0,1249,0,3765,121.86
377,,-0.375,101,88,0,1196,0,3572,120.13
378,,-0.3489190548014077,100,73,26,1011,0,2941,97.95
379,,-0.4155307724080958,100,78,0,1229,0,3613,95.6
380,48.037445068359375,-0.3906926406926407,100,84,0,1130,0,3490,87.29
381,,-0.3667673716012085,100,85,13,1236,0,2061,76.88
382,,-0.37760097919216645,100,88,0,1205,0,2063,68.59
383,,-0.395093608779858,100,88,0,1094,0,2004,74.21
384,,-0.36396446418656303,100,95,10,1304,0,2288,89.46
385,36.98893356323242,-0.3970814132104455,101,86,0,975,0,1629,76.73
386,,-0.40009675858732463,100,73,0,1015,0,3119,103.68
387,,-0.40528233151183973,100,76,0,1069,0,3323,113.2
388,,-0.4008948545861298,101,83,0,1085,0,3385,114.49
389,,-0.4012837538733953,100,72,0,1160,0,3358,106.29
390,47.66925811767578,-0.3790238836967809,100,79,0,972,0,2880,69.98
391,,-0.36646433990895294,100,87,0,1166,0,2788,73.5
392,,-0.3935395814376706,100,85,0,1280,0,3116,79.7
393,,-0.39562993956299397,100,81,0,1248,0,3054,80.74
394,,-0.37058237929318066,100,93,0,1146,0,2872,73.85
395,36.60170364379883,-0.38060363959165555,100,84,0,1314,0,3192,80.46
396,,-0.3633419689119171,101,75,7,1146,0,3479,104.21
397,,-0.3815484469170144,100,77,10,1102,0,3202,108.83
398,,-0.4107799101674153,100,84,14,1233,0,3651,112.04
399,,-0.3978960396039604,100,81,0,1222,0,3626,124.83
400,35.64130401611328,-0.40371554135037957,100,85,11,1286,0,3709,121.34
401,,-0.39048269581056466,100,76,260,1139,0,2993,94.98
402,,-0.3813298106560986,100,78,305,1155,0,3082,78.34
403,,-0.3626402993051844,100,86,252,1026,0,2464,71.13
404,,-0.39516957862281604,100,79,258,1017,0,2617,85.26
405,33.62785339355469,-0.3866782006920415,100,78,293,944,0,2231,90.29
406,,-0.4024686361796843,100,80,0,1215,0,3727,115.72
407,,-0.39570695286980867,100,76,0,1081,0,3205,105.22
408,,-0.39299867899603697,100,78,0,1154,0,3388,108.57
409,,-0.3854845719252499,100,80,0,1170,0,3432,117.3
410,33.40667724609375,-0.38735919899874843,100,81,0,1215,0,3579,89.79
411,,-0.36228287841191065,100,81,0,1085,0,2139,91.27
412,,-0.3748736097067745,101,83,0,1322,0,2634,100.33
413,,-0.4032051282051282,101,84,0,1110,0,2010,94.8
414,,-0.37366436203645503,100,83,0,1081,0,2101,92.09
415,34.372764587402344,-0.4011815252416756,100,83,5,1229,0,2490,97.03
416,,-0.4129974597798476,100,87,0,1226,0,3498,97.42
417,,-0.39016829052258634,101,80,0,1136,0,3380,85.17
418,,-0.41236559139784945,100,85,0,1430,0,4150,98.25
419,,-0.40015509887553313,100,84,0,1284,0,3874,87.97
420,33.181304931640625,-0.40238611713665945,100,80,0,1189,0,3421,87.94
421,,-0.3666456494325347,100,85,0,1113,0,2059,72.31
422,,-0.3487158908507223,100,86,0,916,0,1576,80.38
423,,-0.3865832859579306,100,88,0,1267,0,2251,94.17
424,,-0.36689291101055804,100,83,0,977,0,1675,85.52
425,42.338951110839844,-0.384505431675243,100,83,0,1187,0,2311,95.07
426,,-0.3800280636108513,100,73,0,1095,0,3181,112.65
427,,-0.3959074733096085,100,81,0,1172,0,3324,107.79
428,,-0.3798548868971404,100,78,0,1183,0,3503,84.75
429,,-0.4131724683544304,100,85,0,1248,0,3808,95.02
