epoch,loss,average reward,conflicts,LoS,action LEFT,action RIGHT,action DIRECT,action LNAV,duration
430,35.00531005859375,-0.4021868787276342,100,82,0,1245,0,3785,87.66
431,,-0.38335654596100277,100,85,0,1145,0,1727,64.01
432,,-0.35918513223731235,100,78,3,1151,0,1644,83.19
433,,-0.37829158638407195,100,86,0,1253,0,1861,89.46
434,,-0.3521235521235521,100,84,0,1040,0,1550,85.63
435,26.147132873535156,-0.37222222222222223,100,88,0,1074,0,1626,84.51
436,,-0.3971176941553243,100,79,0,1230,0,3766,113.82
437,,-0.3739699466795928,100,81,0,1039,0,3087,100.36
438,,-0.3650246305418719,102,79,0,1026,0,3034,88.57
439,,-0.3872226787181594,100,77,0,1204,0,3664,94.2
440,31.685707092285156,-0.37792367665162085,100,86,0,1256,0,3618,89.39
441,,-0.38699945145364784,100,88,0,1256,0,2390,78.45
442,,-0.37075417386298215,100,88,0,1241,0,2233,70.44
443,,-0.37890884896872923,100,82,0,1095,0,1911,76.31
444,,-0.39289678135405104,100,88,0,1265,0,2339,94.98
445,44.867984771728516,-0.3920353982300885,100,91,0,1177,0,2213,98.56
446,,-0.3851410934744268,100,81,0,1116,0,3420,112.89
447,,-0.3740576496674058,100,82,0,1188,0,3322,108.61
448,,-0.402073732718894,100,86,0,1284,0,3924,120.36
449,,-0.3711767755313634,100,76,0,948,0,2910,84.86
450,44.36542510986328,-0.3740526081141329,100,82,0,1136,0,3350,104.93
451,,-0.38509316770186336,100,84,0,1296,0,2246,101.31
452,,-0.3998811645870469,100,83,0,1214,0,2152,92.19
453,,-0.3746470920383964,100,82,12,1356,0,2174,88.95
454,,-0.3875669244497323,100,80,0,1288,0,2074,87.28
455,63.573665618896484,-0.4073482428115016,100,88,0,1362,0,2394,95.39
456,,-0.36524822695035464,100,78,0,1080,0,3150,84.73
457,,-0.3823913043478261,100,81,0,1163,0,3437,85.32
458,,-0.4059288537549407,101,79,0,1256,0,3804,92.98
459,,-0.3851851851851852,100,89,0,1279,0,3851,94.39
460,66.25519561767578,-0.3853061224489796,100,74,0,1224,0,3676,97.66
461,,-0.39747970952584366,100,80,17,1141,0,3524,114.43
462,,-0.39491966999565786,100,81,0,1149,0,3457,109.33
463,,-0.3773080660835763,101,79,61,1088,0,2967,101.25
464,,-0.39134891348913486,100,86,47,1206,0,3625,113.69
465,30.950363159179688,-0.4071027287319422,100,83,14,1281,0,3689,38823.4
466,,-0.3770573566084788,100,87,6,1247,0,2757,119.14
467,,-0.39045226130653266,100,83,16,1313,0,2651,112.84
468,,-0.4215189873417722,100,83,6,1424,0,3310,118.8
469,,-0.38896917148362237,100,86,18,1344,0,2790,103.82
470,26.756345748901367,-0.3863007380073801,101,88,20,1325,0,2991,105.98
471,,-0.39342313787638666,100,87,38,1311,0,3699,117.91
472,,-0.3774390243902439,100,85,1,1232,0,3687,117.81
473,,-0.3812965396408235,101,84,0,1143,0,3423,95.26
474,,-0.4051124744376278,100,86,5,1242,0,3643,93.68
475,45.98363494873047,-0.38523890784982934,100,84,0,1151,0,3537,105.9
476,,-0.38125329120589785,101,83,0,1330,0,2468,73.64
477,,-0.3755893137768465,100,92,0,1395,0,2423,87.56
478,,-0.40015560165975106,100,90,0,1328,0,2528,80.38
479,,-0.370138017565872,100,74,0,1097,0,2091,77.6
480,50.73518371582031,-0.37415540540540543,100,78,0,1238,0,2314,80.01
481,,-0.4028255059182894,100,90,0,1234,0,4004,111.08
482,,-0.3751720972923359,100,83,0,1063,0,3295,89.0
483,,-0.39569620253164556,100,82,7,1038,0,2905,84.9
484,,-0.37293064876957494,100,70,0,1112,0,3358,609.04
485,48.80973815917969,-0.3974517057131114,100,84,30,1235,0,3601,154.07
486,,-0.3545935228023794,101,81,686,905,0,1435,63.39
487,,-0.33706720977596744,101,73,705,866,0,1375,67.19
488,,-0.3630705394190871,100,80,656,870,0,1366,63.79
489,,-0.3778054862842893,101,78,726,986,0,1496,75.0
490,83.95856475830078,-0.3862864901561439,100,81,652,890,0,1404,70.93
491,,-0.37741262389149716,100,75,0,1168,0,2666,83.87
492,,-0.399492385786802,100,81,0,1136,0,2804,78.09
493,,-0.40135608048993876,100,81,0,1400,0,3172,92.28
494,,-0.3862709560489352,100,85,0,1328,0,3086,96.74
495,98.96160125732422,-0.3891454965357968,100,79,0,1172,0,3158,98.57
496,,-0.3870056497175141,100,80,0,1080,0,3168,112.99
497,,-0.3534347142108023,100,71,0,1004,0,2810,89.57
498,,-0.40003765060240964,101,84,0,1359,0,3953,95.07
499,,-0.38752158894645944,100,74,0,1167,0,3465,95.35
500,54.16596221923828,-0.3590504451038576,100,82,0,1146,0,3572,93.59
501,,-0.3723970944309927,100,77,0,1074,0,3056,89.81
502,,-0.3988711194731891,101,78,9,1104,0,3139,75.35
503,,-0.3834080717488789,100,82,0,1274,0,3632,121.35
504,,-0.3960791777693186,100,84,0,1330,0,3924,120.22
505,53.640010833740234,-0.38068906848149725,100,84,0,1194,0,3508,112.21
506,,-0.38992042440318303,100,84,0,1304,0,3220,103.14
507,,-0.39091375770020537,100,82,0,1161,0,2735,106.19
508,,-0.41052424122979897,100,82,0,1448,0,3626,139.43
509,,-0.40504270028466854,100,89,0,1410,0,3508,114.02
510,49.34075927734375,-0.38941684665226783,100,83,0,1309,0,3321,126.37
511,,-0.3933659839715049,100,83,0,1101,0,3391,89.01
512,,-0.40130537974683544,100,84,0,1256,0,3800,95.22
513,,-0.3963684676705049,100,79,0,1131,0,3385,85.72
514,,-0.4128205128205128,100,85,0,1078,0,3212,91.16
515,53.44771194458008,-0.36931330472103,100,81,0,1112,0,3548,97.71
516,,-0.34107883817427387,100,69,530,803,0,1077,54.87
517,,-0.38272311212814647,100,70,740,1101,0,1655,72.43
518,,-0.36895284751990204,100,82,676,1084,0,1506,67.86
519,,-0.3469635627530364,102,79,478,897,0,1095,66.46
520,32.62568664550781,-0.3817750677506775,101,78,625,1016,0,1311,63.75
521,,-0.39962515618492295,100,85,0,1199,0,3603,90.23
522,,-0.3726559092891409,100,77,0,1186,0,3400,82.8
523,,-0.39948119325551235,100,76,0,1139,0,3487,107.58
524,,-0.3782475802343352,100,67,0,954,0,2972,74.59
525,37.672096252441406,-0.3921889616463985,100,84,0,1079,0,3197,90.17
526,,-0.37755102040816324,101,92,2,1322,0,1910,66.62
527,,-0.3369713506139154,100,73,0,1248,0,1684,72.21
528,,-0.38402915838303514,100,91,0,1246,0,1772,74.06
529,,-0.3899504600141543,100,91,14,1170,0,1642,407.64
530,33.2589225769043,-0.38095238095238093,100,84,0,1164,0,1650,66.53
531,,-0.3974010861132661,100,81,0,1269,0,3887,112.98
532,,-0.36833192209991533,102,77,0,1205,0,3519,94.66
533,,-0.41344005956813107,101,91,0,1326,0,4046,107.22
534,,-0.3994391025641026,100,91,0,1203,0,3789,112.06
535,59.57868194580078,-0.3850806451612903,100,87,0,1185,0,3775,99.84
536,,-0.41123742894621773,100,82,0,1332,0,3242,95.05
537,,-0.4091506129597198,101,81,0,1387,0,3181,87.59
538,,-0.38586413586413587,100,76,0,1200,0,2804,79.67
539,,-0.39696451474989314,100,82,0,1392,0,3286,119.04
540,45.882972717285156,-0.38342830009496676,100,84,0,1303,0,2909,92.94
541,,-0.3333333333333333,100,72,659,730,0,1395,63.82
542,,-0.36927480916030536,100,80,752,837,0,1555,61.97
543,,-0.3586698337292161,100,87,803,897,0,1668,71.01
544,,-0.3651898734177215,101,80,777,852,0,1531,68.86
545,51.255130767822266,-0.3602800763844685,100,76,775,839,0,1528,65.97
546,,-0.39647887323943665,100,81,284,1067,0,2909,76.02
547,,-0.37931788369042413,100,87,263,1104,0,3207,83.83
548,,-0.40902964959568733,100,85,310,1077,0,3065,105.52
549,,-0.36567926455566907,100,76,319,968,0,2629,89.17
550,29.770299911499023,-0.3726161369193154,100,86,333,1043,0,2714,73.55
551,,-0.3732068486811661,101,83,0,1102,0,3220,95.33
552,,-0.39131393298059963,100,82,0,1143,0,3393,90.87
553,,-0.385785744060025,101,83,0,1220,0,3578,106.45
554,,-0.40100087032201914,100,79,0,1198,0,3398,89.83
555,21.651348114013672,-0.3810582481102712,100,80,0,1139,0,3359,85.32
556,,-0.3767419509851033,100,63,0,1138,0,3024,85.65
557,,-0.412807881773399,100,81,0,1297,0,2763,91.95
558,,-0.3883411915987998,101,88,0,1343,0,3323,123.48
559,,-0.38823529411764707,100,83,0,1269,0,2981,110.66
560,53.22303009033203,-0.38732741617357,100,83,0,1232,0,2824,110.76
561,,-0.3960375816993464,100,78,0,1225,0,3671,94.75
562,,-0.4027479604980678,100,81,0,1123,0,3535,94.51
563,,-0.37583892617449666,100,84,0,1258,0,3808,111.88
564,,-0.3963523131672598,100,84,0,1124,0,3372,86.84
565,35.94068145751953,-0.36809103576405017,100,69,0,1070,0,3236,94.01
566,,-0.3795343800757986,100,90,335,1253,0,2106,71.91
567,,-0.3435672514619883,100,78,299,1092,0,2029,70.57
568,,-0.38016776512881967,100,79,301,1138,0,1899,77.49
569,,-0.3713364595545135,101,84,326,1177,0,1909,82.9
570,65.68677520751953,-0.4089238845144357,100,85,276,1307,0,2227,92.06
571,,-0.3953544061302682,100,68,0,1041,0,3135,94.02
572,,-0.404627539503386,100,81,0,1346,0,3970,111.95
573,,-0.38083657587548636,100,75,0,1023,0,3089,81.59
574,,-0.3682448589191774,100,81,0,1043,0,3139,83.9
575,69.72087097167969,-0.3851381966470322,100,80,0,1090,0,3324,85.43
576,,-0.3814752252252252,100,79,0,1311,0,2241,81.59
577,,-0.38010501750291714,100,78,0,1138,0,2290,68.95
578,,-0.3811563169164882,100,84,0,1256,0,2480,93.11
579,,-0.4037598204264871,100,94,0,1244,0,2320,82.78
580,41.188228607177734,-0.3932221624529317,100,84,0,1359,0,2359,82.7
581,,-0.38708110733365714,100,86,0,1065,0,3053,88.22
582,,-0.37896427137695704,100,82,0,1293,0,3689,117.57
583,,-0.3657908294693457,100,72,0,962,0,2920,121.46
584,,-0.39593114241001565,100,87,0,1271,0,3841,139.29
585,39.323516845703125,-0.3795464270432178,100,82,0,1161,0,3513,105.33
586,,-0.37089914945321995,100,85,0,1480,0,1812,82.52
587,,-0.3618598382749326,100,87,0,1268,0,1700,73.12
588,,-0.37057728119180633,100,86,0,1349,0,1873,66.95
589,,-0.4052197802197802,100,92,0,1537,0,2103,76.67
590,36.91643142700195,-0.3683875079668579,101,96,0,1380,0,1758,76.68
591,,-0.3893217231897342,100,76,0,1091,0,3273,87.91
592,,-0.39367945823927764,100,88,0,1154,0,3276,86.68
593,,-0.40493527508090615,101,80,0,1243,0,3701,98.95
594,,-0.38534416086620266,100,86,0,1251,0,3921,137.43
595,46.79742431640625,-0.3884842967683204,100,78,0,1102,0,3292,132.99
596,,-0.3454429572976418,100,85,0,1163,0,1975,100.12
597,,-0.36559766763848395,100,80,0,1178,0,2252,112.3
598,,-0.3897139713971397,100,89,0,1266,0,2370,108.51
599,,-0.36726546906187624,100,83,0,1337,0,2671,81.5
600,42.005062103271484,-0.37248840803709427,101,85,0,1208,0,2674,79.57
601,,-0.3976253298153034,100,83,958,925,0,1907,72.43
602,,-0.35974801061007955,100,77,740,772,0,1504,63.79
603,,-0.3568166992824527,100,80,783,761,0,1522,64.35
604,,-0.3200249532127261,100,77,769,820,0,1617,68.19
605,66.14625549316406,-0.3423024523160763,100,75,740,726,0,1470,66.48
606,,-0.3604992657856094,100,86,0,1184,0,1540,71.57
607,,-0.38153749212350346,100,83,0,1332,0,1842,88.84
608,,-0.39628378378378376,100,80,0,1166,0,1794,93.13
609,,-0.3809055118110236,100,80,0,1244,0,1804,88.94
610,43.70526885986328,-0.3460431654676259,100,86,0,1119,0,1661,76.48
611,,-0.3487229862475442,100,79,744,770,0,1540,88.03
612,,-0.34868421052631576,101,79,753,762,0,1525,84.17
613,,-0.36690017513134854,100,86,818,842,0,1766,71.06
614,,-0.36090479405806886,100,78,748,745,0,1469,68.41
615,41.234039306640625,-0.37093690248565964,100,77,792,806,0,1540,66.99
616,,-0.37543153049482164,100,83,0,1255,0,2221,107.21
617,,-0.38741900647948163,100,86,0,1189,0,2515,104.71
618,,-0.3676395289298515,100,76,0,1320,0,2586,107.53
619,,-0.39861523244312563,100,88,0,1461,0,2583,109.09
620,42.75360870361328,-0.40376344086021504,100,92,0,1342,0,2378,86.57
621,,-0.3675799086757991,100,85,0,1168,0,1898,67.44
622,,-0.3841642228739003,100,86,0,1251,0,2159,75.99
623,,-0.3642803877703207,101,84,0,1008,0,1674,69.4
624,,-0.38881706528765353,100,82,0,1200,0,1894,76.75
625,24.715898513793945,-0.36765655261459007,101,86,3,1103,0,1992,66.23
626,,-0.3944797264289204,100,79,345,1026,0,2723,78.72
627,,-0.3751276813074566,100,81,419,1007,0,2490,88.06
628,,-0.37719693555655703,100,81,356,1100,0,2982,83.96
629,,-0.39908477842003853,100,84,410,1058,0,2684,99.03
630,20.323158264160156,-0.35939289805269187,100,71,363,893,0,2236,94.21
631,,-0.39501932159725206,100,87,0,1201,0,3457,100.55
632,,-0.4133089133089133,100,86,0,1247,0,3667,103.5
633,,-0.3835707925200356,100,81,0,1153,0,3339,98.01
634,,-0.3991406603346902,100,81,0,1127,0,3295,99.41
635,25.695417404174805,-0.3883473637571998,100,74,0,1132,0,3382,97.9
636,,-0.395691014188124,100,87,0,1508,0,2298,105.66
637,,-0.34950248756218905,100,79,0,1341,0,1875,79.96
638,,-0.3717429067747539,100,78,6,1409,0,2039,78.41
639,,-0.3853658536585366,100,82,0,1461,0,2229,85.59
640,42.16828536987305,-0.3714644877435575,100,79,0,1334,0,1848,92.41
641,,-0.3761755485893417,100,75,37,1110,0,3319,84.25
642,,-0.3716875871687587,100,73,22,1074,0,3206,88.0
643,,-0.40782355389096964,100,83,18,1203,0,3585,105.24
644,,-0.36905850091407677,100,81,59,1092,0,3225,98.64
645,31.985549926757812,-0.39381153305203936,100,80,34,1067,0,3165,107.53
646,,-0.38717339667458434,101,86,0,1392,0,2818,102.02
647,,-0.37555309734513276,100,87,0,1249,0,2367,93.97
648,,-0.38997695852534564,100,80,0,1195,0,2277,82.39
649,,-0.41281925343811393,100,90,0,1395,0,2677,92.99
650,64.8883056640625,-0.38133333333333336,100,84,0,1203,0,2547,89.59
651,,-0.3609834558823529,100,74,0,1086,0,3266,110.33
652,,-0.382831181252989,101,87,0,1060,0,3122,93.09
653,,-0.39321493624772313,100,79,0,1107,0,3285,101.62
654,,-0.37041615162752367,100,81,0,1205,0,3649,105.97
655,50.608707427978516,-0.40730106644790814,100,79,0,1183,0,3693,130.25
656,,-0.35663659793814434,100,81,296,1134,0,1674,87.15
657,,-0.3771186440677966,101,85,246,1046,0,1540,79.3
658,,-0.3737024221453287,100,87,328,1113,0,1449,72.83
659,,-0.3788841807909605,100,84,232,1053,0,1547,74.31
660,22.559932708740234,-0.35489060489060487,100,82,321,1177,0,1610,75.13
661,,-0.389515455304929,100,77,2,1225,0,3561,115.77
662,,-0.38634488448844884,100,85,0,1199,0,3649,103.79
663,,-0.386734693877551,100,85,1,1193,0,3706,115.62
664,,-0.3849721706864564,100,85,1,1082,0,3229,99.22
665,45.36107635498047,-0.3953488372093023,100,80,0,1146,0,3412,97.97
666,,-0.39620882535736485,100,84,0,1476,0,1742,72.45
667,,-0.386128364389234,100,84,0,1281,0,1617,78.44
668,,-0.3821451509312781,100,82,0,1379,0,1735,85.74
669,,-0.3778409090909091,100,83,0,1308,0,1508,73.2
670,43.200035095214844,-0.39404553415061294,100,83,0,1448,0,1978,86.31
671,,-0.36317016317016315,100,83,121,1079,0,3090,97.28
672,,-0.37070610687022904,100,77,157,1022,0,3013,105.72
673,,-0.4103964401294498,100,80,128,1209,0,3607,114.47
674,,-0.400772025431426,100,81,91,1112,0,3201,96.98
675,57.240089416503906,-0.4004610226320201,100,84,81,1169,0,3522,109.9
676,,-0.3392070484581498,100,80,0,1351,0,1827,81.25
677,,-0.3740350877192982,100,89,0,1284,0,1566,82.11
678,,-0.3474308300395257,100,80,3,1070,0,1457,68.81
679,,-0.34308943089430893,101,75,0,1154,0,1306,77.9
680,45.29718780517578,-0.389171974522293,100,86,0,1393,0,1747,83.51
681,,-0.3960752903484181,100,84,0,1322,0,3672,116.68
682,,-0.3914628914628915,100,88,0,1227,0,3435,109.01
683,,-0.3809913969684556,100,92,0,1306,0,3576,109.11
684,,-0.4017367458866545,100,79,0,1160,0,3216,106.26
685,53.05934143066406,-0.40427426536064115,100,84,0,1143,0,3349,104.49
686,,-0.40375,100,85,0,1225,0,3575,113.43
687,,-0.3664566165777993,100,71,0,1095,0,3031,98.58
688,,-0.39246250986582476,100,86,0,1280,0,3788,118.26
689,,-0.38540790580319595,100,85,0,1242,0,3514,116.24
690,28.68009376525879,-0.3835989117761368,100,83,0,1311,0,3835,134.05
691,,-0.3848500254194204,100,87,0,1111,0,2823,103.6
692,,-0.39520514087988134,100,74,0,1155,0,2891,105.02
693,,-0.3697498820198207,100,82,0,1221,0,3017,102.39
694,,-0.3916244822825587,100,88,0,1270,0,3076,101.1
695,28.20285987854004,-0.38295923041685753,100,81,0,1233,0,3133,96.86
696,,-0.3971244422409519,100,85,0,1363,0,2671,89.29
697,,-0.3977800722767166,100,91,0,1284,0,2590,98.12
698,,-0.3823860438942037,100,85,0,1180,0,2374,83.89
699,,-0.37217391304347824,100,89,0,1128,0,2322,109.35
700,18.852455139160156,-0.37419871794871795,100,86,0,1201,0,2543,96.59
701,,-0.39644970414201186,100,73,0,1186,0,3546,108.88
702,,-0.38362271234162365,100,80,0,1114,0,3148,101.65
703,,-0.3752232142857143,100,79,0,1157,0,3323,105.36
704,,-0.40582128290693364,100,89,0,1330,0,4064,119.55
705,28.61538314819336,-0.39036195286195285,100,78,0,1143,0,3609,102.28
706,,-0.3692518874399451,100,90,34,1141,0,1739,70.13
707,,-0.36071932299012693,101,88,62,1131,0,1643,68.9
708,,-0.3984375,100,93,26,1241,0,2061,77.94
709,,-0.37564959168522644,101,81,41,1129,0,1524,67.91
710,18.1610050201416,-0.35595147839272173,101,85,46,1014,0,1578,74.01
711,,-0.39825581395348836,100,81,0,1139,0,3333,97.6
712,,-0.3766999093381686,100,79,0,1127,0,3285,97.87
713,,-0.37419205909510617,100,82,0,1112,0,3220,101.57
714,,-0.40387069332199066,100,81,0,1150,0,3552,98.14
715,92.25131225585938,-0.406786941580756,100,81,0,1160,0,3496,96.94
716,,-0.3933430515063168,100,82,0,1282,0,2834,92.47
717,,-0.4103119584055459,100,84,0,1565,0,3051,95.94
718,,-0.40865152247462544,102,92,0,1399,0,2739,93.82
719,,-0.38571428571428573,100,83,0,1276,0,2574,105.94
720,44.390625,-0.39501862197392923,100,83,0,1317,0,2979,98.97
721,,-0.39176898590268305,100,75,52,1086,0,3260,98.93
722,,-0.4028877503493246,100,85,0,1094,0,3200,109.06
723,,-0.3975826972010178,100,90,0,1218,0,3498,112.29
724,,-0.39244851258581237,100,88,38,1104,0,3228,95.41
725,57.08268737792969,-0.3967629046369204,100,81,0,1151,0,3421,90.48
726,,-0.38753894080996887,100,80,7,1123,0,2080,79.47
727,,-0.3815571507454445,100,78,8,1326,0,2288,78.82
728,,-0.36522633744855965,100,84,42,1461,0,2385,86.2
729,,-0.3774157923799006,100,81,17,1364,0,2241,84.24
730,26.324016571044922,-0.3669724770642202,100,84,18,1251,0,2219,85.96
731,,-0.3660130718954248,100,84,591,848,0,1927,74.72
732,,-0.38804004214963117,100,87,614,956,0,2226,85.62
733,,-0.38818048062775873,101,95,762,1042,0,2274,90.25
734,,-0.37593984962406013,100,88,518,882,0,2058,77.68
735,66.67924499511719,-0.3761441647597254,102,86,566,880,0,2050,79.94
736,,-0.3690248565965583,100,84,0,1215,0,2969,100.12
737,,-0.3932238193018481,100,79,0,1228,0,2668,90.22
738,,-0.3875424139602521,100,78,0,1219,0,2907,90.3
739,,-0.3977366255144033,100,83,0,1381,0,3479,102.39
740,37.709556579589844,-0.3855297157622739,100,85,0,1155,0,2715,80.3
741,,-0.3877229800629591,100,89,0,1205,0,2607,78.47
742,,-0.3815178110480124,100,87,0,1207,0,2667,88.09
743,,-0.3666465984346779,100,76,0,1059,0,2263,84.73
744,,-0.39714820009350166,100,83,0,1237,0,3041,89.36
745,47.75566101074219,-0.381947860304968,100,79,0,1218,0,2848,90.67
746,,-0.3566775244299674,100,84,190,1148,0,2960,86.41
747,,-0.4045815978795911,100,96,241,1408,0,3633,1477.26
748,,-0.4020574367766824,100,83,211,1222,0,3233,91.59
749,,-0.4093159315931593,100,80,181,1166,0,3097,85.95
750,45.370304107666016,-0.41090985678180286,100,84,247,1280,0,3221,99.81
751,,-0.40448923499770956,100,83,0,1255,0,3111,93.38
752,,-0.36869474778991157,100,81,0,1202,0,2644,87.36
753,,-0.3759474482061647,100,81,0,1127,0,2831,84.67
754,,-0.3902600264433671,100,85,0,1240,0,3298,92.32
755,22.236923217773438,-0.3933601609657948,100,87,0,1398,0,3572,94.25
756,,-0.38596491228070173,100,87,530,823,0,1953,71.95
757,,-0.36939629408248653,100,82,650,831,0,1865,70.26
758,,-0.36559466019417475,100,82,490,843,0,1963,72.11
759,,-0.3743828853538124,100,72,662,920,0,2064,75.03
760,38.185333251953125,-0.3723474801061008,102,78,531,767,0,1718,63.77
761,,-0.4,100,81,0,1375,0,2685,89.32
762,,-0.3983050847457627,100,85,0,1384,0,2864,92.01
763,,-0.37350767481523595,100,79,0,1237,0,2281,85.99
764,,-0.37369172216936253,100,79,0,1223,0,2981,90.15
765,38.31880187988281,-0.37692690203878665,100,89,0,1286,0,2736,88.53
766,,-0.39158305462653287,100,84,0,1194,0,2394,79.11
767,,-0.3793584379358438,100,81,0,1338,0,2964,82.83
768,,-0.4025974025974026,100,87,0,1350,0,2962,82.24
769,,-0.3729265402843602,100,81,0,1173,0,2203,82.01
770,28.26313018798828,-0.38633093525179857,100,90,0,1312,0,2858,90.83
771,,-0.366783013379872,100,86,605,885,0,1948,71.21
772,,-0.39705882352941174,100,80,653,985,0,2374,76.51
773,,-0.38850967007963594,100,84,541,868,0,2107,71.99
774,,-0.39176741508347723,102,87,654,852,0,1968,71.77
775,39.89386749267578,-0.3809393773894047,100,84,581,946,0,2135,82.87
776,,-0.40134907251264756,100,80,0,1230,0,3514,122.28
777,,-0.38504098360655736,100,84,0,1213,0,3667,130.1
778,,-0.392551674982181,100,86,0,1376,0,4236,149.08
779,,-0.38492063492063494,100,86,0,1142,0,3394,122.99
780,54.421905517578125,-0.4057815845824411,100,86,0,1138,0,3532,103.18
781,,-0.38911381016644175,100,77,0,1279,0,3167,96.54
782,,-0.3752930145335209,100,81,0,1177,0,3089,83.27
783,,-0.3710720887245841,100,91,0,1259,0,3069,98.37
784,,-0.3702207862143242,100,73,0,1077,0,2637,116.77
785,35.352848052978516,-0.38698083067092653,100,87,0,1335,0,3673,129.94
786,,-0.3847664775207333,100,77,0,1134,0,3448,132.25
787,,-0.37953586497890296,100,84,0,1189,0,3551,121.46
788,,-0.40049194991055453,100,86,0,1138,0,3334,99.52
789,,-0.38235294117647056,100,83,0,1122,0,3196,84.89
790,43.69572067260742,-0.3724666337123084,100,76,0,1032,0,3014,80.39
791,,-0.38280197575213293,100,80,0,1116,0,3338,93.71
792,,-0.40105042016806725,100,89,0,1201,0,3559,131.93
793,,-0.39247751430907607,100,85,0,1241,0,3651,131.83
794,,-0.40675895765472314,100,88,0,1189,0,3723,135.02
795,41.25538635253906,-0.40203761755485895,102,88,0,1313,0,3791,118.61
796,,-0.3815789473684211,100,78,0,1163,0,3473,117.66
797,,-0.4037433155080214,100,84,0,1107,0,3381,96.39
798,,-0.40240756663800514,100,76,0,1172,0,3480,94.34
799,,-0.38877207737594616,100,83,0,1191,0,3565,100.18
800,42.51575469970703,-0.39070183281180154,100,81,0,1140,0,3334,121.75
801,,-0.3880192655027092,100,89,0,1445,0,1877,101.27
802,,-0.3533596837944664,101,83,2,1114,0,1414,81.26
803,,-0.39429237041351195,100,83,0,1468,0,1966,100.93
804,,-0.37094594594594593,100,84,5,1337,0,1618,87.72
805,54.97282791137695,-0.37635092180546725,100,89,0,1377,0,1769,94.7
806,,-0.40328253223915594,100,81,205,1239,0,3674,102.37
807,,-0.39709944751381215,100,85,225,1078,0,3041,85.39
808,,-0.37566844919786097,100,83,252,966,0,2522,85.58
809,,-0.39550657058075456,100,86,200,1181,0,3337,125.46
810,34.760215759277344,-0.3957589285714286,100,86,359,1139,0,2982,115.13
811,,-0.4092060810810811,100,74,0,1152,0,3584,133.41
812,,-0.3779697624190065,100,86,0,1153,0,3477,126.15
813,,-0.3849171752397559,101,70,0,1177,0,3411,116.55
814,,-0.38142922166590804,100,79,0,1101,0,3293,91.47
815,73.6734619140625,-0.3979148566463944,100,73,0,1098,0,3506,99.91
816,,-0.3598256203890007,100,78,715,732,0,1535,68.48
817,,-0.36998304126625214,101,83,878,869,0,1791,95.42
818,,-0.3613091380427738,100,82,740,746,0,1600,93.46
819,,-0.3539518900343643,100,77,723,702,0,1485,82.13
820,80.95878601074219,-0.35773562537048015,101,77,844,860,0,1670,94.91
821,,-0.3909495548961424,100,81,0,1110,0,2934,112.5
822,,-0.3854317414375302,100,85,0,1112,0,3034,117.15
823,,-0.4012184508268059,100,86,0,1177,0,3419,105.21
824,,-0.3856414280109847,100,81,0,1323,0,3775,106.69
825,138.47064208984375,-0.3945080091533181,100,84,0,1124,0,3246,88.78
826,,-0.3869257950530035,100,82,0,1259,0,3835,127.47
827,,-0.41808559595029915,100,82,0,1126,0,3220,122.56
828,,-0.3892933618843683,100,76,0,1210,0,3460,130.16
829,,-0.38348922326148843,100,75,0,1225,0,3693,135.81
830,74.78376770019531,-0.35935397039030953,100,74,0,1095,0,3363,122.73
831,,-0.4017376913529168,100,82,0,1197,0,3637,95.62
832,,-0.37209302325581395,101,80,0,1211,0,3777,105.82
833,,-0.3856298317417008,100,87,0,1080,0,3318,92.83
834,,-0.39575577066269546,101,90,0,1317,0,4055,138.11
835,58.543460845947266,-0.3967935871743487,100,79,0,1261,0,3729,135.93
836,,-0.35361216730038025,100,78,387,1210,0,1559,96.8
837,,-0.3554054054054054,100,84,400,1123,0,1437,93.27
838,,-0.3667348329925017,100,90,226,1072,0,1636,83.07
839,,-0.37059214903526283,100,89,341,1139,0,1526,83.16
840,56.48398208618164,-0.3442437923250564,100,85,314,1076,0,1268,67.13
841,,-0.3839952811639796,100,81,0,1235,0,3851,103.83
842,,-0.3883390705679862,100,77,0,1140,0,3508,98.99
843,,-0.3924687877567459,100,86,0,1283,0,3683,131.08
844,,-0.4126534466477809,101,82,0,1045,0,3191,127.74
845,88.74410247802734,-0.39082487869430965,100,84,0,1123,0,3411,127.7
846,,-0.3829896907216495,100,89,698,947,0,2235,104.37
847,,-0.35158421345191776,100,85,641,893,0,2064,98.75
848,,-0.3670181605155243,100,76,520,817,0,2077,74.55
849,,-0.3760306242638398,101,81,590,846,0,1960,73.7
850,61.09716796875,-0.373476494486361,101,82,572,870,0,2004,74.41
851,,-0.3839541547277937,100,78,0,1182,0,3006,99.29
852,,-0.38606143970655665,100,73,0,1202,0,3160,121.32
853,,-0.3793532338308458,100,89,5,1309,0,3510,118.17
854,,-0.3865440869201839,100,78,0,1285,0,3501,126.31
855,62.12322998046875,-0.3587768440709617,100,74,0,1155,0,3129,122.51
856,,-0.405486498071153,100,82,0,1200,0,3466,121.48
857,,-0.4049862583431488,100,86,0,1280,0,3814,100.5
858,,-0.39022966134682757,100,87,0,1249,0,3889,99.78
859,,-0.3994943109987358,100,78,0,1190,0,3556,112.06
860,43.34796905517578,-0.39471326164874554,100,82,0,1108,0,3356,125.3
861,,-0.407376006782535,100,78,0,1417,0,3301,138.2
862,,-0.3805905340859748,101,87,0,1427,0,3179,129.98
